fill	y	density	scaled	count	n	x	group	violinwidth	width	ymin	ymax	xmin	xmax	xminv	xmaxv
#F8766D	0.185302427591464	0.0270113114490114	0.0643724605091358	1.35056557245057	50	0.178447622740903	1	0.0643724605091358	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.971032392770889	1.02896760722911
#F8766D	0.187052230397099	0.0280514207906625	0.066851214554344	1.40257103953313	50	0.178099047953295	1	0.066851214554344	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.969916953450545	1.03008304654945
#F8766D	0.188802033202734	0.0291344843248035	0.0694323356047597	1.45672421624018	50	0.177736077805581	1	0.0694323356047597	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.968755448977858	1.03124455102214
#F8766D	0.190551836008368	0.0302918411467229	0.0721905099516298	1.51459205733614	50	0.177348209538052	1	0.0721905099516298	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.967514270521767	1.03248572947823
#F8766D	0.192301638814003	0.0315582753807426	0.0752086339649989	1.57791376903713	50	0.176923785848672	1	0.0752086339649989	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.96615611471575	1.03384388528425
#F8766D	0.194051441619638	0.0329706927203906	0.0785746600681942	1.64853463601953	50	0.17645043842791	1	0.0785746600681942	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.964641402969313	1.03535859703069
#F8766D	0.195801244425273	0.0345753535536491	0.0823988344817349	1.72876767768245	50	0.175912663901006	1	0.0823988344817349	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.962920524483219	1.03707947551678
#F8766D	0.197551047230908	0.0364126188326669	0.0867773440865586	1.82063094163335	50	0.175296935987828	1	0.0867773440865586	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.960950195161049	1.03904980483895
#F8766D	0.199300850036542	0.0385136563610924	0.0917844669573636	1.92568281805462	50	0.174592809334121	1	0.0917844669573636	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.958696989869186	1.04130301013081
#F8766D	0.201050652842177	0.040912367114476	0.0975009947733678	2.0456183557238	50	0.173788922609995	1	0.0975009947733678	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.956124552351984	1.04387544764802
#F8766D	0.202800455647812	0.0436393454009911	0.103999838873897	2.18196727004955	50	0.172875022658358	1	0.103999838873897	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.953200072506746	1.04679992749325
#F8766D	0.204550258453447	0.0467377460271603	0.111383844360859	2.33688730135801	50	0.171836646886754	1	0.111383844360859	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.949877270037613	1.05012272996239
#F8766D	0.206300061259082	0.0502227346753728	0.119689153584935	2.51113673376864	50	0.170668712777119	1	0.119689153584935	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.946139880886779	1.05386011911322
#F8766D	0.208049864064716	0.0541026212683179	0.128935570477937	2.7051310634159	50	0.16936843540154	1	0.128935570477937	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.941978993284928	1.05802100671507
#F8766D	0.209799666870351	0.058387928559872	0.139148172517486	2.9193964279936	50	0.167932288239728	1	0.139148172517486	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.937383322367131	1.06261667763287
#F8766D	0.211549469675986	0.0630840635760203	0.150339845548366	3.15420317880102	50	0.166358459219761	1	0.150339845548366	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.932347069503235	1.06765293049676
#F8766D	0.213299272481621	0.0682121782047616	0.162560998047685	3.41060891023808	50	0.164639859649544	1	0.162560998047685	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.926847550878542	1.07315244912146
#F8766D	0.215049075287255	0.0737513845707097	0.175761850724425	3.68756922853548	50	0.162783489741878	1	0.175761850724425	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.920907167174009	1.07909283282599
#F8766D	0.21679887809289	0.0796865441876337	0.189906326040889	3.98432720938168	50	0.1607944229005	1	0.189906326040889	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.9145421532816	1.0854578467184
#F8766D	0.218548680898525	0.0860040551681615	0.204962008430754	4.30020275840807	50	0.158677217564425	1	0.204962008430754	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.907767096206161	1.09223290379384
#F8766D	0.22029848370416	0.0926866605173194	0.220887771596635	4.63433302586597	50	0.156437657119223	1	0.220887771596635	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.900600502781514	1.09939949721849
#F8766D	0.222048286509795	0.0997320848980154	0.237678193030729	4.98660424490077	50	0.154076504105054	1	0.237678193030729	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.893044813136172	1.10695518686383
#F8766D	0.223798089315429	0.107095861073543	0.255227299891093	5.35479305367717	50	0.151608660952815	1	0.255227299891093	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.885147715049008	1.11485228495099
#F8766D	0.225547892121064	0.114748036054411	0.273463709207788	5.73740180272056	50	0.149044165892655	1	0.273463709207788	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.876941330856495	1.1230586691435
#F8766D	0.227297694926699	0.122657544409078	0.292313386875924	6.13287722045392	50	0.146393429970573	1	0.292313386875924	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.868458975905834	1.13154102409417
#F8766D	0.229047497732334	0.130790443609174	0.31169544218898	6.53952218045868	50	0.143667828442175	1	0.31169544218898	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.859737051014959	1.14026294898504
#F8766D	0.230797300537969	0.139117505089899	0.33154021860189	6.95587525449493	50	0.140877156759109	1	0.33154021860189	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.850806901629149	1.14919309837085
#F8766D	0.232547103343603	0.147583357198935	0.351715756231519	7.37916785994677	50	0.138039971779943	1	0.351715756231519	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.841727909695816	1.15827209030418
#F8766D	0.234296906149238	0.156144063400987	0.372117346985901	7.80720317004935	50	0.135170998080108	1	0.372117346985901	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.832547193856344	1.16745280614366
#F8766D	0.236046708954873	0.164753327895218	0.392634660249781	8.2376663947609	50	0.132285750902375	1	0.392634660249781	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.823314402887599	1.1766855971124
#F8766D	0.237796511760508	0.173362616061403	0.413152029927876	8.66813080307017	50	0.129400495791392	1	0.413152029927876	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.814081586532456	1.18591841346754
#F8766D	0.239546314566142	0.181916316213251	0.433536924096054	9.09581581066255	50	0.126533870048992	1	0.433536924096054	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.804908384156776	1.19509161584322
#F8766D	0.241296117371777	0.190365589814305	0.453672952375965	9.51827949071527	50	0.12370224107213	1	0.453672952375965	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.795847171430816	1.20415282856918
#F8766D	0.243045920177412	0.198663555302575	0.473448388185814	9.93317776512873	50	0.12092132041137	1	0.473448388185814	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.786948225316384	1.21305177468362
#F8766D	0.244795722983047	0.20676651055749	0.492759082083034	10.3383255278745	50	0.118205754082073	1	0.492759082083034	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.778258413062635	1.22174158693737
#F8766D	0.246545525788682	0.214630996524905	0.511501463892882	10.7315498262453	50	0.115570106640063	1	0.511501463892882	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.769824341248203	1.2301756587518
#F8766D	0.248295328594316	0.222213316949327	0.529571398150243	11.1106658474664	50	0.113029022135122	1	0.529571398150243	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.761692870832391	1.23830712916761
#F8766D	0.250045131399951	0.229501535192059	0.546940437854139	11.4750767596029	50	0.110586500926762	1	0.546940437854139	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.753876802965637	1.24612319703436
#F8766D	0.251794934205586	0.236481618654886	0.563575140982474	11.8240809327443	50	0.10824724579934	1	0.563575140982474	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.746391186557887	1.25360881344211
#F8766D	0.253544737011221	0.243149464744445	0.579465730370975	12.1574732372223	50	0.106012631666582	1	0.579465730370975	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.739240421333061	1.26075957866694
#F8766D	0.255294539816856	0.249504601688294	0.594611081707223	12.4752300844147	50	0.103882816634922	1	0.594611081707223	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.73242501323175	1.26757498676825
#F8766D	0.25704434262249	0.255561958541842	0.609046773420333	12.7780979270921	50	0.101852797487766	1	0.609046773420333	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.72592895196085	1.27407104803915
#F8766D	0.258794145428125	0.261363363572083	0.622872489247263	13.0681681786042	50	0.0999085561996037	1	0.622872489247263	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.719707379838732	1.28029262016127
#F8766D	0.26054394823376	0.266947018402489	0.636179270028545	13.3473509201245	50	0.0980372901522359	1	0.636179270028545	0.9	0.185302427591464	0.418026200740891	0.046875	0.328125	0.713719328487155	1.28628067151285
