x	y	showSelected	group
0.0454545454545455	0.0454545454545455	1	1
0.0454545454545455	0.954545454545455	1	1
0.0454545454545455	0.0454545454545455	2	1
0.0546372819100092	0.287612023744883	2	1
0.0546372819100092	0.70114699323877	2	1
0.0454545454545455	0.954545454545455	2	1
0.0454545454545455	0.0454545454545455	3	1
0.0546372819100092	0.287612023744883	3	1
0.0638200183654729	0.318841626576207	3	1
0.0638200183654729	0.781401788155186	3	1
0.0546372819100092	0.70114699323877	3	1
0.0454545454545455	0.954545454545455	3	1
0.0454545454545455	0.0454545454545455	4	1
0.0546372819100092	0.287612023744883	4	1
0.0638200183654729	0.318841626576207	4	1
0.0730027548209366	0.377940592840698	4	1
0.0730027548209366	0.67437596589815	4	1
0.0638200183654729	0.781401788155186	4	1
0.0546372819100092	0.70114699323877	4	1
0.0454545454545455	0.954545454545455	4	1
0.0454545454545455	0.0454545454545455	5	1
0.0546372819100092	0.287612023744883	5	1
0.0638200183654729	0.318841626576207	5	1
0.0730027548209366	0.377940592840698	5	1
0.0821854912764004	0.346874211498292	5	1
0.0821854912764004	0.692133859038867	5	1
0.0730027548209366	0.67437596589815	5	1
0.0638200183654729	0.781401788155186	5	1
0.0546372819100092	0.70114699323877	5	1
0.0454545454545455	0.954545454545455	5	1
0.0454545454545455	0.0454545454545455	6	1
0.0546372819100092	0.287612023744883	6	1
0.0638200183654729	0.318841626576207	6	1
0.0730027548209366	0.377940592840698	6	1
0.0821854912764004	0.346874211498292	6	1
0.0913682277318641	0.374803819779519	6	1
0.0913682277318641	0.667454941962203	6	1
0.0821854912764004	0.692133859038867	6	1
0.0730027548209366	0.67437596589815	6	1
0.0638200183654729	0.781401788155186	6	1
0.0546372819100092	0.70114699323877	6	1
0.0454545454545455	0.954545454545455	6	1
0.0454545454545455	0.0454545454545455	7	1
0.0546372819100092	0.287612023744883	7	1
0.0638200183654729	0.318841626576207	7	1
0.0730027548209366	0.377940592840698	7	1
0.0821854912764004	0.346874211498292	7	1
0.0913682277318641	0.374803819779519	7	1
0.100550964187328	0.408662755155964	7	1
0.100550964187328	0.695983149858832	7	1
0.0913682277318641	0.667454941962203	7	1
0.0821854912764004	0.692133859038867	7	1
0.0730027548209366	0.67437596589815	7	1
0.0638200183654729	0.781401788155186	7	1
0.0546372819100092	0.70114699323877	7	1
0.0454545454545455	0.954545454545455	7	1
0.0454545454545455	0.0454545454545455	8	1
0.0546372819100092	0.287612023744883	8	1
0.0638200183654729	0.318841626576207	8	1
0.0730027548209366	0.377940592840698	8	1
0.0821854912764004	0.346874211498292	8	1
0.0913682277318641	0.374803819779519	8	1
0.100550964187328	0.408662755155964	8	1
0.109733700642792	0.372427551329032	8	1
0.109733700642792	0.665095045285001	8	1
0.100550964187328	0.695983149858832	8	1
0.0913682277318641	0.667454941962203	8	1
0.0821854912764004	0.692133859038867	8	1
0.0730027548209366	0.67437596589815	8	1
0.0638200183654729	0.781401788155186	8	1
0.0546372819100092	0.70114699323877	8	1
0.0454545454545455	0.954545454545455	8	1
0.0454545454545455	0.0454545454545455	9	1
0.0546372819100092	0.287612023744883	9	1
0.0638200183654729	0.318841626576207	9	1
0.0730027548209366	0.377940592840698	9	1
0.0821854912764004	0.346874211498292	9	1
0.0913682277318641	0.374803819779519	9	1
0.100550964187328	0.408662755155964	9	1
0.109733700642792	0.372427551329032	9	1
0.118916437098255	0.435969477571026	9	1
0.118916437098255	0.70934329138857	9	1
0.109733700642792	0.665095045285001	9	1
0.100550964187328	0.695983149858832	9	1
0.0913682277318641	0.667454941962203	9	1
0.0821854912764004	0.692133859038867	9	1
0.0730027548209366	0.67437596589815	9	1
0.0638200183654729	0.781401788155186	9	1
0.0546372819100092	0.70114699323877	9	1
0.0454545454545455	0.954545454545455	9	1
0.0454545454545455	0.0454545454545455	10	1
0.0546372819100092	0.287612023744883	10	1
0.0638200183654729	0.318841626576207	10	1
0.0730027548209366	0.377940592840698	10	1
0.0821854912764004	0.346874211498292	10	1
0.0913682277318641	0.374803819779519	10	1
0.100550964187328	0.408662755155964	10	1
0.109733700642792	0.372427551329032	10	1
0.118916437098255	0.435969477571026	10	1
0.128099173553719	0.423446467346174	10	1
0.128099173553719	0.666033612939077	10	1
0.118916437098255	0.70934329138857	10	1
0.109733700642792	0.665095045285001	10	1
0.100550964187328	0.695983149858832	10	1
0.0913682277318641	0.667454941962203	10	1
0.0821854912764004	0.692133859038867	10	1
0.0730027548209366	0.67437596589815	10	1
0.0638200183654729	0.781401788155186	10	1
0.0546372819100092	0.70114699323877	10	1
0.0454545454545455	0.954545454545455	10	1
0.0454545454545455	0.0454545454545455	11	1
0.0546372819100092	0.287612023744883	11	1
0.0638200183654729	0.318841626576207	11	1
0.0730027548209366	0.377940592840698	11	1
0.0821854912764004	0.346874211498292	11	1
0.0913682277318641	0.374803819779519	11	1
0.100550964187328	0.408662755155964	11	1
0.109733700642792	0.372427551329032	11	1
0.118916437098255	0.435969477571026	11	1
0.128099173553719	0.423446467346174	11	1
0.137281910009183	0.455967959168189	11	1
0.137281910009183	0.637025270384105	11	1
0.128099173553719	0.666033612939077	11	1
0.118916437098255	0.70934329138857	11	1
0.109733700642792	0.665095045285001	11	1
0.100550964187328	0.695983149858832	11	1
0.0913682277318641	0.667454941962203	11	1
0.0821854912764004	0.692133859038867	11	1
0.0730027548209366	0.67437596589815	11	1
0.0638200183654729	0.781401788155186	11	1
0.0546372819100092	0.70114699323877	11	1
0.0454545454545455	0.954545454545455	11	1
0.0454545454545455	0.0454545454545455	12	1
0.0546372819100092	0.287612023744883	12	1
0.0638200183654729	0.318841626576207	12	1
0.0730027548209366	0.377940592840698	12	1
0.0821854912764004	0.346874211498292	12	1
0.0913682277318641	0.374803819779519	12	1
0.100550964187328	0.408662755155964	12	1
0.109733700642792	0.372427551329032	12	1
0.118916437098255	0.435969477571026	12	1
0.128099173553719	0.423446467346174	12	1
0.137281910009183	0.455967959168189	12	1
0.146464646464646	0.423619828088451	12	1
0.146464646464646	0.632583303790798	12	1
0.137281910009183	0.637025270384105	12	1
0.128099173553719	0.666033612939077	12	1
0.118916437098255	0.70934329138857	12	1
0.109733700642792	0.665095045285001	12	1
0.100550964187328	0.695983149858832	12	1
0.0913682277318641	0.667454941962203	12	1
0.0821854912764004	0.692133859038867	12	1
0.0730027548209366	0.67437596589815	12	1
0.0638200183654729	0.781401788155186	12	1
0.0546372819100092	0.70114699323877	12	1
0.0454545454545455	0.954545454545455	12	1
0.0454545454545455	0.0454545454545455	13	1
0.0546372819100092	0.287612023744883	13	1
0.0638200183654729	0.318841626576207	13	1
0.0730027548209366	0.377940592840698	13	1
0.0821854912764004	0.346874211498292	13	1
0.0913682277318641	0.374803819779519	13	1
0.100550964187328	0.408662755155964	13	1
0.109733700642792	0.372427551329032	13	1
0.118916437098255	0.435969477571026	13	1
0.128099173553719	0.423446467346174	13	1
