x	y	group
0.879921648543034	0.553018914872273	1
0.305302167929855	0.390575013964572	1
0.954545454545455	0.856030888507362	1
0.562000445291271	0.0454545454545454	1
0.359478380044968	0.693639018210785	1
0.321327472440087	0.231281874670531	1
0.425971649665059	0.715367073169148	1
0.708905127564181	0.377570727381018	1
0.723624382978526	0.342892652238869	1
0.484525761360723	0.789209808372279	1
0.0892881445960719	0.756837317341481	1
0.639985260939913	0.650794983604142	1
0.750273092072047	0.472858361263715	1
0.24807547228212	0.174471205543545	1
0.631124308073405	0.64332717628281	1
0.359548283856308	0.17395733690504	1
0.846016740925173	0.286622793175865	1
0.322775880373669	0.656251004162174	1
0.499834556113119	0.382985502786207	1
0.0454545454545455	0.384530733454068	1
0.232831074942963	0.156649292040551	1
0.731854769951134	0.120554819943611	1
0.473024204692974	0.652677623500717	1
0.270091404957567	0.807850705539425	1
0.766527103152379	0.954545454545454	1
0.112390229032271	0.570045103478067	1
0.541864482933891	0.498038611969416	1
0.543083098285322	0.522451193245565	1
0.763207672597657	0.573248631496161	1
0.582454713734585	0.458172498562036	1
