x,y,PANEL,group
0.0454545454545455,0.0454545454545455,1,1
0.0839404425442197,0.121055107954539,1,1
0.118883993057075,0.222256818810334,1,1
0.124130479865402,0.181613820347507,1,1
0.126927212724419,0.126520818041103,1,1
0.130094220034557,0.139083120882668,1,1
0.135829928873542,0.216291057692779,1,1
0.192815633055386,0.276844314212898,1,1
0.215245058813977,0.197157079272287,1,1
0.220870832552185,0.309007604733447,1,1
0.24769648167537,0.279628256862599,1,1
0.251417668118603,0.336097902403043,1,1
0.274864571929341,0.362304853318852,1,1
0.294076228897343,0.336179607429486,1,1
0.297004543859269,0.372729716817382,1,1
0.32045718873687,0.253772250575456,1,1
0.331306710578061,0.401072514835508,1,1
0.354697271279311,0.392300046357823,1,1
0.387645267930055,0.377987288249545,1,1
0.388948906647559,0.414144985596774,1,1
0.392667545783296,0.468101569131354,1,1
0.435823718111105,0.510401207466426,1,1
0.462943330565045,0.564683101126248,1,1
0.465296849320955,0.476048788989277,1,1
0.476653986836707,0.485484188179228,1,1
0.476778127347604,0.504606462630123,1,1
0.477390044943067,0.475363491211764,1,1
0.478199997370751,0.533480580267417,1,1
0.484698971195854,0.474188816850894,1,1
0.490602495417169,0.524163707089867,1,1
0.504244222126588,0.620713159452184,1,1
0.609982395300144,0.587289005413897,1,1
0.612765883291257,0.577529166898963,1,1
0.632601042002557,0.555024013903422,1,1
0.63326725220219,0.66094306579841,1,1
0.66134078248132,0.717801662682664,1,1
0.666405342463282,0.669277390454489,1,1
0.704066275825452,0.735676961021523,1,1
0.70961193151171,0.706036454160263,1,1
0.724553731447686,0.745732606731026,1,1
0.752397620139844,0.765923038551884,1,1
0.806656267968296,0.794261547317366,1,1
0.809370778979095,0.771145241967961,1,1
0.818898110326137,0.824084089390147,1,1
0.840554139292345,0.87466154195884,1,1
0.85771877051677,0.849578345695858,1,1
0.889537804226706,0.954545454545454,1,1
0.923365978163777,0.877955015581791,1,1
0.940601544430346,0.948679206311325,1,1
0.954545454545455,0.939630726484086,1,1
