size	colour	fill	x	y
2.17990825495019	#F8766D	#F8766D	0.583971018200663	0.491199826599711
3.16354231835138	#F8766D	#F8766D	0.627113450228487	0.577499110120862
4.48998886412873	#F8766D	#F8766D	0.806466918014988	0.563470896909147
2.77560804149289	#F8766D	#F8766D	0.556732022020797	0.585635634264965
1.3145341380124	#F8766D	#F8766D	0.53778641304856	0.492863184578214
3.31903600462544	#F8766D	#F8766D	0.66932870695619	0.537924893068819
3.65950816367446	#F8766D	#F8766D	0.587448853625725	0.657523570211871
2.54558441227157	#F8766D	#F8766D	0.59274195905271	0.538430161103296
3.82308775729776	#F8766D	#F8766D	0.704091494019161	0.588055540801188
2.4738633753706	#F8766D	#F8766D	0.595661540952274	0.524190214004565
4.12213536895624	#F8766D	#F8766D	0.764314851133488	0.533361471148601
2.19636062612678	#F8766D	#F8766D	0.558455793138826	0.539521549857331
3.35141761050455	#F8766D	#F8766D	0.66493097774502	0.555215723386371
2.51714123560836	#F8766D	#F8766D	0.595573605106047	0.531961257945351
1.89736659610103	#F8766D	#F8766D	0.565570680624529	0.497598095426855
3.69864840178139	#F8766D	#F8766D	0.533021403874012	0.673387055574427
3.76616515835405	#F8766D	#F8766D	0.611040068305487	0.65901594760979
3.47793041908547	#F8766D	#F8766D	0.694644163156284	0.493055782075638
2.97590322423294	#F8766D	#F8766D	0.627464975385493	0.550872658450114
2.81424945589406	#F8766D	#F8766D	0.546593127909096	0.592630576196246
4.86703194976158	#F8766D	#F8766D	0.825583859098747	0.645510466397841
2.51714123560836	#F8766D	#F8766D	0.575690626860396	0.554038091139941
4.13085947473404	#F8766D	#F8766D	0.742019025327106	0.59417469824648
3.50884596413123	#F8766D	#F8766D	0.615253762527336	0.627707699220796
2.69666460650931	#F8766D	#F8766D	0.605226217333854	0.541224524632322
3.40470263018667	#F8766D	#F8766D	0.606935973548323	0.620910613385737
3.30817170050165	#F8766D	#F8766D	0.667593143161276	0.541498916486077
3.97089410586583	#F8766D	#F8766D	0.65101668893381	0.662154563276213
3.51909079166764	#F8766D	#F8766D	0.535643445376252	0.655128901472756
2.30824608740056	#F8766D	#F8766D	0.531813071663028	0.560125204504699
3.48826604489967	#F8766D	#F8766D	0.695752631521362	0.502872287618347
4.4497190922574	#F8766D	#F8766D	0.611809945929471	0.74084568675756
2.6153393661244	#F8766D	#F8766D	0.606464048768653	0.527606338270043
3.785234470941	#F8766D	#F8766D	0.714944973485163	0.559128557492429
3.46756398643197	#F8766D	#F8766D	0.645932299599357	0.599372305965987
2.69666460650931	#F8766D	#F8766D	0.566473206505747	0.575577051411196
3.08285581887963	#F8766D	#F8766D	0.655721261662294	0.496558483478609
3.17490157327751	#F8766D	#F8766D	0.659690683211375	0.525009667598686
2.65631323454144	#F8766D	#F8766D	0.59999803707594	0.543419294647534
3.98898483326272	#F8766D	#F8766D	0.655933667094157	0.661160136030485
2.4	#F8766D	#F8766D	0.533687828423067	0.56532785872243
3	#F8766D	#F8766D	0.589163507387306	0.590202606395379
2.88998269891015	#F8766D	#F8766D	0.632943993283156	0.523555002004874
4.1046315303569	#F8766D	#F8766D	0.722738267046101	0.617329800574168
1.16961532137708	#F8766D	#F8766D	0.53059200680764	0.496822947011896
2.07846096908265	#F8766D	#F8766D	0.5751394286007	0.501724623799524
2.4738633753706	#F8766D	#F8766D	0.535088541808838	0.570188462092834
3.42578458166885	#F8766D	#F8766D	0.521725792719221	0.647643232211166
