alpha	colour	fill	x	y	clickSelects
0.7664	#7CAE00	#7CAE00	0.34827325928926	0.632614467592656	Q2
0.6632	#7CAE00	#7CAE00	0.422855626944255	0.490982617534725	Q2
0.6752	#7CAE00	#7CAE00	0.483109472049558	0.579086550590136	Q2
0.7672	#7CAE00	#7CAE00	0.424273066441151	0.678356459406783	Q2
0.6536	#7CAE00	#7CAE00	0.440762755621487	0.514132601169063	Q2
0.8056	#7CAE00	#7CAE00	0.411996623536503	0.723668340555558	Q2
0.732	#7CAE00	#7CAE00	0.496433161313776	0.650744215076784	Q2
0.7624	#7CAE00	#7CAE00	0.301629881614948	0.558162839298412	Q2
0.7872	#7CAE00	#7CAE00	0.473025497537836	0.715570583344979	Q2
0.7504	#7CAE00	#7CAE00	0.46828191798696	0.669372038485228	Q2
0.7208	#7CAE00	#7CAE00	0.385364426587122	0.586917762104514	Q2
0.7408	#7CAE00	#7CAE00	0.381749100867944	0.617479960164784	Q2
0.7288	#7CAE00	#7CAE00	0.477439808196371	0.644930987332074	Q2
0.812	#7CAE00	#7CAE00	0.227204686826764	0.546296710819496	Q2
0.7744	#7CAE00	#7CAE00	0.39313423564777	0.674726765745718	Q2
0.6648	#7CAE00	#7CAE00	0.508836117840786	0.570409379478638	Q2
0.7368	#7CAE00	#7CAE00	0.331494980739192	0.54172229419379	Q2
0.7056	#7CAE00	#7CAE00	0.498114341500451	0.61899302576681	Q2
0.7472	#7CAE00	#7CAE00	0.308777879640851	0.499691715560318	Q2
0.74	#7CAE00	#7CAE00	0.49369000528954	0.660006647184804	Q2
0.8936	#7CAE00	#7CAE00	0.180904687967305	0.693541349661935	Q2
0.6896	#7CAE00	#7CAE00	0.411324010585496	0.556353421018453	Q2
0.6968	#7CAE00	#7CAE00	0.376914324201726	0.491279513413094	Q2
0.6744	#7CAE00	#7CAE00	0.436809244234549	0.554065210687532	Q2
0.6464	#7CAE00	#7CAE00	0.478782842989366	0.540771677545907	Q2
0.748	#7CAE00	#7CAE00	0.362689496276148	0.613831405296639	Q2
0.7696	#7CAE00	#7CAE00	0.499965636134236	0.696789386501378	Q2
0.6552	#7CAE00	#7CAE00	0.440689182398835	0.519104060930484	Q2
0.848	#7CAE00	#7CAE00	0.191462109153636	0.59172533729771	Q2
0.8992	#7CAE00	#7CAE00	0.128819370846357	0.619279810806703	Q2
0.7064	#7CAE00	#7CAE00	0.363812176354652	0.493618498091557	Q2
0.7976	#7CAE00	#7CAE00	0.247232816748391	0.545079993521679	Q2
0.6328	#7CAE00	#7CAE00	0.506267169513389	0.531379166960567	Q2
0.8008	#7CAE00	#7CAE00	0.409143095103685	0.717014310818978	Q2
0.6848	#7CAE00	#7CAE00	0.50412693951368	0.593903152854899	Q2
0.6512	#7CAE00	#7CAE00	0.482482369406581	0.549095873326093	Q2
0.6888	#7CAE00	#7CAE00	0.49782764338619	0.598426895864081	Q2
0.7616	#7CAE00	#7CAE00	0.288845311410316	0.49060225435538	Q2
0.8488	#7CAE00	#7CAE00	0.201771305939102	0.616604643461891	Q2
0.6752	#7CAE00	#7CAE00	0.508392701539329	0.58321960585897	Q2
0.8152	#7CAE00	#7CAE00	0.239136454868926	0.590595617103282	Q2
0.6288	#7CAE00	#7CAE00	0.469593044208828	0.492297050593378	Q2
0.7016	#7CAE00	#7CAE00	0.387062651304388	0.547613144564506	Q2
0.7736	#7CAE00	#7CAE00	0.278295259186846	0.534568254576678	Q2
0.6888	#7CAE00	#7CAE00	0.490918618387732	0.597518170708946	Q2
0.7048	#7CAE00	#7CAE00	0.507083276224025	0.618855865983591	Q2
0.6816	#7CAE00	#7CAE00	0.405390556594411	0.525665877904965	Q2
0.8128	#7CAE00	#7CAE00	0.220068568432981	0.514062799095511	Q2
0.7136	#7CAE00	#7CAE00	0.369123297657348	0.549347243442587	Q2
0.6432	#7CAE00	#7CAE00	0.45085554472926	0.495953936563272	Q2
0.6384	#7CAE00	#7CAE00	0.508559563430652	0.538648330510876	Q2
0.6304	#7CAE00	#7CAE00	0.474044062556614	0.510242703045006	Q2
0.684	#7CAE00	#7CAE00	0.501865908307529	0.593545585884159	Q2
0.8488	#7CAE00	#7CAE00	0.195345808005249	0.605118578864791	Q2
0.692	#7CAE00	#7CAE00	0.439575887830657	0.58404120917834	Q2
0.7816	#7CAE00	#7CAE00	0.316628253824472	0.628077976094883	Q2
0.7528	#7CAE00	#7CAE00	0.314619916233055	0.555291080287809	Q2
0.816	#7CAE00	#7CAE00	0.261790122655325	0.631503309962503	Q2
0.8464	#7CAE00	#7CAE00	0.392442592562745	0.769954584329707	Q2
0.7112	#7CAE00	#7CAE00	0.428949217731851	0.605266625642944	Q2
0.8696	#7CAE00	#7CAE00	0.468485348422847	0.815327229366012	Q2
0.7096	#7CAE00	#7CAE00	0.428467668824175	0.601996510134201	Q2
0.7048	#7CAE00	#7CAE00	0.371642233255584	0.526223086404835	Q2
0.6288	#7CAE00	#7CAE00	0.499321973647862	0.525295067126711	Q2
0.6056	#7CAE00	#7CAE00	0.510438154413575	0.49896334897425	Q2
0.7968	#7CAE00	#7CAE00	0.276386837936231	0.608863407631509	Q2
0.8384	#7CAE00	#7CAE00	0.406964991135583	0.76455285598655	Q2
0.6296	#7CAE00	#7CAE00	0.480521475007346	0.516840331909244	Q2
0.7752	#7CAE00	#7CAE00	0.300587466416442	0.59440279541103	Q2
0.7248	#7CAE00	#7CAE00	0.341629638609041	0.515758826104572	Q2
0.7216	#7CAE00	#7CAE00	0.414987077901537	0.611511597876731	Q2
0.644	#7CAE00	#7CAE00	0.494604217973803	0.543375814391008	Q2
0.6808	#7CAE00	#7CAE00	0.399700310421759	0.49590311660443	Q2
0.7944	#7CAE00	#7CAE00	0.297090825689376	0.631755499330456	Q2
0.704	#7CAE00	#7CAE00	0.496087302878748	0.617237182932432	Q2
0.6528	#7CAE00	#7CAE00	0.458280728000322	0.535535797704935	Q2
0.84	#7CAE00	#7CAE00	0.497025028413933	0.781015013118202	Q2
0.6608	#7CAE00	#7CAE00	0.456584205644048	0.547383632965805	Q2
0.7616	#7CAE00	#7CAE00	0.405164144385013	0.663598797193282	Q2
0.6608	#7CAE00	#7CAE00	0.443519552502497	0.535178117435921	Q2
0.648	#7CAE00	#7CAE00	0.506133584203665	0.549466824181388	Q2
0.6896	#7CAE00	#7CAE00	0.420357086948408	0.564797263564651	Q2
0.8456	#7CAE00	#7CAE00	0.40237471184742	0.771964867891982	Q2
0.6856	#7CAE00	#7CAE00	0.392451386628971	0.496669403411445	Q2
0.724	#7CAE00	#7CAE00	0.361158761040099	0.562029760099533	Q2
0.7	#7CAE00	#7CAE00	0.381330735081684	0.53347281992696	Q2
0.6464	#7CAE00	#7CAE00	0.445952840890799	0.497480774987368	Q2
0.7048	#7CAE00	#7CAE00	0.415708057389975	0.586578310640932	Q2
0.7408	#7CAE00	#7CAE00	0.413106471430366	0.638580954004183	Q2
0.644	#7CAE00	#7CAE00	0.503287322427349	0.544436502897894	Q2
0.812	#7CAE00	#7CAE00	0.457042015249819	0.743360985573384	Q2
0.7344	#7CAE00	#7CAE00	0.502090007911474	0.65408331150375	Q2
