colour	fill	size	x	y	clickSelects
#C77CFF	#C77CFF	3.12	0.685153855288142	0.342337070478501	Q4
#C77CFF	#C77CFF	2.19	0.5978952156946	0.391117768495452	Q4
#C77CFF	#C77CFF	3.22	0.646804960565431	0.301478719394018	Q4
#C77CFF	#C77CFF	3.62	0.614090622535197	0.244711408590242	Q4
#C77CFF	#C77CFF	2.23	0.526820472804506	0.362847548396213	Q4
#C77CFF	#C77CFF	1.96	0.56076741922896	0.397253816119556	Q4
#C77CFF	#C77CFF	3.29	0.766000847704941	0.466085248383618	Q4
#C77CFF	#C77CFF	3.19	0.641008559069595	0.302254355680642	Q4
#C77CFF	#C77CFF	3.02	0.550786628271079	0.288728987394003	Q4
#C77CFF	#C77CFF	2.11	0.637176385575651	0.454997521110623	Q4
#C77CFF	#C77CFF	1.43	0.569805453588791	0.478170085759958	Q4
#C77CFF	#C77CFF	5.11	0.954545454545455	0.432025685975732	Q4
#C77CFF	#C77CFF	1.4	0.561214996249234	0.465523319558091	Q4
#C77CFF	#C77CFF	2.14	0.644038291962348	0.472769835718204	Q4
#C77CFF	#C77CFF	2.33	0.651825159389988	0.431683952413751	Q4
#C77CFF	#C77CFF	2.22	0.6009400143596	0.389671261305729	Q4
#C77CFF	#C77CFF	2.37	0.529752041895701	0.349442722646823	Q4
#C77CFF	#C77CFF	3.27	0.611065527978931	0.279601112096674	Q4
#C77CFF	#C77CFF	3.19	0.557211529240017	0.273628285285508	Q4
#C77CFF	#C77CFF	4.39	0.687616963936315	0.193299761231338	Q4
#C77CFF	#C77CFF	1.86	0.518241066832383	0.39823430987896	Q4
#C77CFF	#C77CFF	3.68	0.783814522531312	0.383292119226086	Q4
#C77CFF	#C77CFF	4.09	0.726142725073725	0.250185781431276	Q4
#C77CFF	#C77CFF	1.43	0.529074061554173	0.441072289315719	Q4
#C77CFF	#C77CFF	4.47	0.697338939355749	0.189272716838461	Q4
#C77CFF	#C77CFF	2.85	0.660760354001876	0.357231390727251	Q4
#C77CFF	#C77CFF	3.29	0.754190544863393	0.418124186338565	Q4
#C77CFF	#C77CFF	3.9	0.81304816404466	0.391703366149718	Q4
#C77CFF	#C77CFF	2.94	0.563127876515082	0.298699355325619	Q4
#C77CFF	#C77CFF	2.27	0.634792107616129	0.415406318727818	Q4
#C77CFF	#C77CFF	2.04	0.612466352486848	0.424790103897259	Q4
#C77CFF	#C77CFF	3.48	0.766585289961503	0.394415047770278	Q4
#C77CFF	#C77CFF	1.21	0.534850155609712	0.466671827660032	Q4
#C77CFF	#C77CFF	2.6	0.691161085986719	0.461319890760313	Q4
#C77CFF	#C77CFF	2.05	0.59573794776858	0.406997938778182	Q4
#C77CFF	#C77CFF	4.1	0.820998393852082	0.360225171758133	Q4
#C77CFF	#C77CFF	2.22	0.649658548609063	0.455394625640857	Q4
#C77CFF	#C77CFF	4.7	0.671465873024132	0.15360481016316	Q4
#C77CFF	#C77CFF	1.68	0.567835494908009	0.432369729865329	Q4
#C77CFF	#C77CFF	2.63	0.676080759007431	0.410958934994837	Q4
#C77CFF	#C77CFF	3.95	0.834320491658099	0.454783286486983	Q4
#C77CFF	#C77CFF	2.82	0.54037236637454	0.306746090489	Q4
#C77CFF	#C77CFF	2.96	0.535726241201465	0.293668728066941	Q4
#C77CFF	#C77CFF	4.17	0.568770158581119	0.179394035303481	Q4
#C77CFF	#C77CFF	2.54	0.685478972681159	0.465993525794485	Q4
#C77CFF	#C77CFF	2.04	0.607536434744557	0.419416618034468	Q4
#C77CFF	#C77CFF	4.01	0.617577201272682	0.205254187220412	Q4
#C77CFF	#C77CFF	2.19	0.564689350193342	0.375044227287774	Q4
#C77CFF	#C77CFF	3.15	0.585114258208199	0.28360648640334	Q4
#C77CFF	#C77CFF	1.56	0.583882260504159	0.483253352942086	Q4
#C77CFF	#C77CFF	2.66	0.564106764603579	0.327090581135501	Q4
#C77CFF	#C77CFF	3.29	0.633627834362952	0.286945429206197	Q4
#C77CFF	#C77CFF	3.63	0.786199873460503	0.400874182055357	Q4
#C77CFF	#C77CFF	1.75	0.604341752758266	0.482323106769822	Q4
#C77CFF	#C77CFF	2.27	0.571034208574616	0.368839199147201	Q4
#C77CFF	#C77CFF	1.43	0.570544456592253	0.48605128959424	Q4
#C77CFF	#C77CFF	5.16	0.704906638127141	0.117682139392047	Q4
#C77CFF	#C77CFF	3.12	0.62829138355745	0.303312274730631	Q4
#C77CFF	#C77CFF	3.14	0.750637923540796	0.47778986004938	Q4
#C77CFF	#C77CFF	2.83	0.540897350222716	0.30645512046188	Q4
#C77CFF	#C77CFF	3.38	0.775391103503722	0.471667225555401	Q4
#C77CFF	#C77CFF	2.66	0.628793464925716	0.355322877791021	Q4
#C77CFF	#C77CFF	2.79	0.712370542679664	0.463854189508819	Q4
#C77CFF	#C77CFF	2.75	0.650455959315086	0.361133650588047	Q4
#C77CFF	#C77CFF	3.13	0.698104307775429	0.354104230877215	Q4
#C77CFF	#C77CFF	5.2	0.942875023906424	0.352252973937995	Q4
#C77CFF	#C77CFF	1.86	0.607814535657779	0.451470638304451	Q4
#C77CFF	#C77CFF	1.21	0.537198537082916	0.468251473362843	Q4
#C77CFF	#C77CFF	4.18	0.706661991983459	0.226814863440987	Q4
#C77CFF	#C77CFF	2.92	0.702606174310408	0.39739449580522	Q4
#C77CFF	#C77CFF	1.9	0.575212995812512	0.410846537018071	Q4
#C77CFF	#C77CFF	1.11	0.537041672184469	0.487509640492194	Q4
#C77CFF	#C77CFF	3.36	0.685569335253554	0.310820360900581	Q4
#C77CFF	#C77CFF	2.74	0.577167043101717	0.322630209539974	Q4
#C77CFF	#C77CFF	1.66	0.571434999625825	0.437982653085594	Q4
#C77CFF	#C77CFF	1.68	0.595987931676086	0.475631808804296	Q4
#C77CFF	#C77CFF	2.82	0.65155661167794	0.353159313764688	Q4
#C77CFF	#C77CFF	3.81	0.58519968495832	0.21768349525911	Q4
#C77CFF	#C77CFF	2.68	0.57847863367253	0.328965640536242	Q4
#C77CFF	#C77CFF	3.74	0.747437135492883	0.316892059771048	Q4
#C77CFF	#C77CFF	1.4	0.529161917873817	0.444308977700887	Q4
#C77CFF	#C77CFF	3.66	0.520298237586938	0.224677351322897	Q4
#C77CFF	#C77CFF	3.15	0.751823504690681	0.481165248623119	Q4
#C77CFF	#C77CFF	2.58	0.691772292896945	0.475819927804667	Q4
#C77CFF	#C77CFF	1.41	0.552459603168974	0.454338954022486	Q4
#C77CFF	#C77CFF	3.18	0.546887764743387	0.273234034624165	Q4
#C77CFF	#C77CFF	3.35	0.764676688923369	0.429774044369074	Q4
#C77CFF	#C77CFF	3.26	0.621665249649766	0.284447475353681	Q4
#C77CFF	#C77CFF	2.26	0.543999316953955	0.36207720383989	Q4
#C77CFF	#C77CFF	4.1	0.575838662119386	0.187652626394674	Q4
#C77CFF	#C77CFF	2.57	0.683480177442124	0.442220452428444	Q4
#C77CFF	#C77CFF	2.9	0.723536011486213	0.462526084478379	Q4
#C77CFF	#C77CFF	2.42	0.57775025796113	0.355107166966584	Q4
#C77CFF	#C77CFF	3.32	0.767345233632731	0.453958031290794	Q4
#C77CFF	#C77CFF	1.54	0.552368829653217	0.438767820097627	Q4
#C77CFF	#C77CFF	2.14	0.61191096759679	0.40901020711436	Q4
#C77CFF	#C77CFF	2.58	0.649128614220511	0.384213652331294	Q4
#C77CFF	#C77CFF	3.79	0.699462171525284	0.267767346218019	Q4
#C77CFF	#C77CFF	2.11	0.607478488440552	0.409493811304006	Q4
#C77CFF	#C77CFF	2.46	0.562449759602527	0.34632876915929	Q4
#C77CFF	#C77CFF	2.44	0.664556495705273	0.432023718488116	Q4
#C77CFF	#C77CFF	4.15	0.824240720683313	0.354102508970034	Q4
#C77CFF	#C77CFF	2.68	0.702128300260506	0.474102436538689	Q4
#C77CFF	#C77CFF	2.6	0.586061908054261	0.340311610057183	Q4
#C77CFF	#C77CFF	1.97	0.625062513630287	0.467706573267775	Q4
#C77CFF	#C77CFF	2.67	0.679865806022274	0.410053878331145	Q4
#C77CFF	#C77CFF	4.74	0.901449247816978	0.378662991526516	Q4
#C77CFF	#C77CFF	3.76	0.760214642361739	0.328672382620597	Q4
#C77CFF	#C77CFF	2.27	0.658602806636603	0.474496950146897	Q4
#C77CFF	#C77CFF	1.26	0.552367576199626	0.488197508876993	Q4
#C77CFF	#C77CFF	4.16	0.691733658290159	0.220867239197521	Q4
#C77CFF	#C77CFF	2.61	0.620562678419888	0.356074448288482	Q4
#C77CFF	#C77CFF	1.15	0.540478660744895	0.483369139419757	Q4
#C77CFF	#C77CFF	2.5	0.666728478875064	0.421953750210234	Q4
#C77CFF	#C77CFF	4.13	0.852534718907446	0.451746488488935	Q4
#C77CFF	#C77CFF	3.92	0.751358625024962	0.294000213529209	Q4
#C77CFF	#C77CFF	1.4	0.541506006205264	0.448626756636562	Q4
#C77CFF	#C77CFF	2.69	0.701564653212682	0.466063045094118	Q4
#C77CFF	#C77CFF	1.78	0.53646053977093	0.407606398727667	Q4
#C77CFF	#C77CFF	1.88	0.591736642190324	0.427016372846784	Q4
#C77CFF	#C77CFF	1.96	0.620407026113567	0.454258980104308	Q4
#C77CFF	#C77CFF	2.4	0.672491845190443	0.48366886642422	Q4
#C77CFF	#C77CFF	1.54	0.524381694370711	0.429180101569403	Q4
#C77CFF	#C77CFF	2.06	0.522874989149959	0.379381522061101	Q4
#C77CFF	#C77CFF	2.74	0.571351225259748	0.321013019321725	Q4
#C77CFF	#C77CFF	1.78	0.543579617424469	0.409223257670062	Q4
#C77CFF	#C77CFF	2.09	0.610439677826073	0.415204617454856	Q4
#C77CFF	#C77CFF	1.95	0.625014468471688	0.476148665675274	Q4
#C77CFF	#C77CFF	2.78	0.701528492696164	0.429080590937351	Q4
#C77CFF	#C77CFF	2.92	0.632996400162612	0.327478979606483	Q4
#C77CFF	#C77CFF	2.64	0.683015554528876	0.422895061644852	Q4
#C77CFF	#C77CFF	3.66	0.729698648278246	0.310463903191259	Q4
#C77CFF	#C77CFF	3.47	0.567045476723161	0.247784753455058	Q4
#C77CFF	#C77CFF	2.61	0.694199807247181	0.475646725667532	Q4
#C77CFF	#C77CFF	4.03	0.772951623133976	0.301825442479615	Q4
#C77CFF	#C77CFF	2.3	0.609368036066254	0.38658169445021	Q4
#C77CFF	#C77CFF	5.16	0.521375802629592	0.0808355140636432	Q4
#C77CFF	#C77CFF	1.51	0.578534631598625	0.480797603142736	Q4
#C77CFF	#C77CFF	3.56	0.741681388248144	0.338468690086402	Q4
#C77CFF	#C77CFF	2.02	0.622365394289096	0.444245618704101	Q4
#C77CFF	#C77CFF	1.28	0.554815823738324	0.483340468288286	Q4
#C77CFF	#C77CFF	3.11	0.729026165921541	0.404380589123641	Q4
#C77CFF	#C77CFF	3.55	0.704917608359129	0.30173707905899	Q4
#C77CFF	#C77CFF	2.28	0.573205871044868	0.367818927508659	Q4
#C77CFF	#C77CFF	3.78	0.54704284761988	0.21450362172042	Q4
#C77CFF	#C77CFF	3.93	0.831359101674668	0.447756539881145	Q4
#C77CFF	#C77CFF	2.26	0.651765014568034	0.449324531562435	Q4
#C77CFF	#C77CFF	3.5	0.783381854579385	0.438390748605048	Q4
#C77CFF	#C77CFF	2.96	0.72271798750177	0.430832932113321	Q4
#C77CFF	#C77CFF	2.78	0.689549982173118	0.403406287812305	Q4
#C77CFF	#C77CFF	3.59	0.787590077745564	0.416305284721841	Q4
#C77CFF	#C77CFF	1.45	0.522371303398651	0.43788810193427	Q4
#C77CFF	#C77CFF	1.62	0.572220492576129	0.443394113072938	Q4
#C77CFF	#C77CFF	3.01	0.706175218172682	0.38485719731823	Q4
#C77CFF	#C77CFF	3.68	0.807462560570931	0.477975044881049	Q4
#C77CFF	#C77CFF	3.91	0.814659770223241	0.393900013841319	Q4
#C77CFF	#C77CFF	4.96	0.577665812277889	0.104198656087535	Q4
#C77CFF	#C77CFF	1.56	0.583951722842059	0.484443267691332	Q4
#C77CFF	#C77CFF	2.65	0.697834682743631	0.464213792006611	Q4
#C77CFF	#C77CFF	2.33	0.664780777588532	0.471183802329966	Q4
#C77CFF	#C77CFF	3.94	0.754978952235382	0.295811949890622	Q4
#C77CFF	#C77CFF	3.57	0.708010395187096	0.301781303050206	Q4
#C77CFF	#C77CFF	2.52	0.685697227084866	0.479057954120691	Q4
#C77CFF	#C77CFF	2.9	0.598488549377092	0.313508454736681	Q4
#C77CFF	#C77CFF	3.31	0.751515369815917	0.405584646667033	Q4
#C77CFF	#C77CFF	1.52	0.579409332306063	0.481402987896998	Q4
#C77CFF	#C77CFF	1.83	0.556116897459716	0.408738298565439	Q4
#C77CFF	#C77CFF	2.9	0.725008683358786	0.475560766327403	Q4
#C77CFF	#C77CFF	2.81	0.712489766179921	0.451256543984776	Q4
#C77CFF	#C77CFF	1.85	0.579156593764142	0.419651358796672	Q4
#C77CFF	#C77CFF	2.26	0.599901441720946	0.38450997103277	Q4
#C77CFF	#C77CFF	3.11	0.629621360049559	0.304348488829702	Q4
