colour	fill	size	x	y	clickSelects
#F8766D	#F8766D	1.65	0.583971018200663	0.491199826599711	Q1
#F8766D	#F8766D	2.38	0.627113450228487	0.577499110120862	Q1
#F8766D	#F8766D	3.79	0.806466918014988	0.563470896909147	Q1
#F8766D	#F8766D	2.05	0.556732022020797	0.585635634264965	Q1
#F8766D	#F8766D	1.23	0.53778641304856	0.492863184578214	Q1
#F8766D	#F8766D	2.51	0.66932870695619	0.537924893068819	Q1
#F8766D	#F8766D	2.85	0.587448853625725	0.657523570211871	Q1
#F8766D	#F8766D	1.88	0.59274195905271	0.538430161103296	Q1
#F8766D	#F8766D	3.02	0.704091494019161	0.588055540801188	Q1
#F8766D	#F8766D	1.83	0.595661540952274	0.524190214004565	Q1
#F8766D	#F8766D	3.35	0.764314851133488	0.533361471148601	Q1
#F8766D	#F8766D	1.65	0.558455793138826	0.539521549857331	Q1
#F8766D	#F8766D	2.54	0.66493097774502	0.555215723386371	Q1
#F8766D	#F8766D	1.87	0.595573605106047	0.531961257945351	Q1
#F8766D	#F8766D	1.49	0.565570680624529	0.497598095426855	Q1
#F8766D	#F8766D	2.89	0.533021403874012	0.673387055574427	Q1
#F8766D	#F8766D	2.96	0.611040068305487	0.65901594760979	Q1
#F8766D	#F8766D	2.66	0.694644163156284	0.493055782075638	Q1
#F8766D	#F8766D	2.22	0.627464975385493	0.550872658450114	Q1
#F8766D	#F8766D	2.09	0.546593127909096	0.592630576196246	Q1
#F8766D	#F8766D	4.28	0.825583859098747	0.645510466397841	Q1
#F8766D	#F8766D	1.87	0.575690626860396	0.554038091139941	Q1
#F8766D	#F8766D	3.36	0.742019025327106	0.59417469824648	Q1
#F8766D	#F8766D	2.7	0.615253762527336	0.627707699220796	Q1
#F8766D	#F8766D	1.99	0.605226217333854	0.541224524632322	Q1
#F8766D	#F8766D	2.59	0.606935973548323	0.620910613385737	Q1
#F8766D	#F8766D	2.51	0.667593143161276	0.541498916486077	Q1
#F8766D	#F8766D	3.18	0.65101668893381	0.662154563276213	Q1
#F8766D	#F8766D	2.7	0.535643445376252	0.655128901472756	Q1
#F8766D	#F8766D	1.73	0.531813071663028	0.560125204504699	Q1
#F8766D	#F8766D	2.68	0.695752631521362	0.502872287618347	Q1
#F8766D	#F8766D	3.74	0.611809945929471	0.74084568675756	Q1
#F8766D	#F8766D	1.94	0.606464048768653	0.527606338270043	Q1
#F8766D	#F8766D	2.98	0.714944973485163	0.559128557492429	Q1
#F8766D	#F8766D	2.66	0.645932299599357	0.599372305965987	Q1
#F8766D	#F8766D	2	0.566473206505747	0.575577051411196	Q1
#F8766D	#F8766D	2.31	0.655721261662294	0.496558483478609	Q1
#F8766D	#F8766D	2.39	0.659690683211375	0.525009667598686	Q1
#F8766D	#F8766D	1.96	0.59999803707594	0.543419294647534	Q1
#F8766D	#F8766D	3.19	0.655933667094157	0.661160136030485	Q1
#F8766D	#F8766D	1.78	0.533687828423067	0.56532785872243	Q1
#F8766D	#F8766D	2.24	0.589163507387306	0.590202606395379	Q1
#F8766D	#F8766D	2.15	0.632943993283156	0.523555002004874	Q1
#F8766D	#F8766D	3.33	0.722738267046101	0.617329800574168	Q1
#F8766D	#F8766D	1.17	0.53059200680764	0.496822947011896	Q1
#F8766D	#F8766D	1.58	0.5751394286007	0.501724623799524	Q1
#F8766D	#F8766D	1.84	0.535088541808838	0.570188462092834	Q1
#F8766D	#F8766D	2.61	0.521725792719221	0.647643232211166	Q1
#F8766D	#F8766D	2.68	0.633546339260589	0.612954526573676	Q1
#F8766D	#F8766D	2.81	0.709671016794402	0.506310806044828	Q1
#F8766D	#F8766D	3.5	0.780929581712498	0.533444049543971	Q1
#F8766D	#F8766D	2.56	0.542317654111887	0.640109897957688	Q1
#F8766D	#F8766D	1.49	0.54791830042478	0.526714985358897	Q1
#F8766D	#F8766D	1.45	0.547211669463222	0.522495828056015	Q1
#F8766D	#F8766D	1.7	0.587638915814105	0.503994008928396	Q1
#F8766D	#F8766D	3.29	0.709754581526856	0.627002643278403	Q1
#F8766D	#F8766D	3.83	0.653373087983086	0.734653377195948	Q1
#F8766D	#F8766D	1.25	0.538624760081445	0.500407167991889	Q1
#F8766D	#F8766D	3.83	0.57716343588621	0.758792637583192	Q1
#F8766D	#F8766D	2.74	0.595266348442867	0.642976359020092	Q1
#F8766D	#F8766D	3.2	0.747061775437818	0.538905509262124	Q1
#F8766D	#F8766D	3.33	0.753317680192803	0.563249654685253	Q1
#F8766D	#F8766D	2.91	0.708011646974079	0.556901470446183	Q1
#F8766D	#F8766D	2.33	0.65757160950453	0.50423278209584	Q1
#F8766D	#F8766D	2.67	0.623913975728006	0.619463137852608	Q1
#F8766D	#F8766D	2.57	0.567037933056458	0.635590133725204	Q1
#F8766D	#F8766D	2.8	0.542632510458312	0.663849499563972	Q1
#F8766D	#F8766D	2.75	0.689491265652883	0.555884709969784	Q1
#F8766D	#F8766D	1.71	0.585576716336953	0.515508790053714	Q1
#F8766D	#F8766D	2.94	0.706285094274718	0.567618249121028	Q1
#F8766D	#F8766D	2.81	0.546815477834234	0.663827064883815	Q1
#F8766D	#F8766D	4.15	0.643914858686282	0.772986651290866	Q1
#F8766D	#F8766D	4.2	0.625194471817721	0.784197955974549	Q1
#F8766D	#F8766D	1.98	0.528825502445043	0.585151189994154	Q1
#F8766D	#F8766D	2.34	0.649061286535261	0.538048808731124	Q1
#F8766D	#F8766D	2.92	0.603216255027773	0.658517204464509	Q1
#F8766D	#F8766D	4.67	0.906547636704963	0.554987081170764	Q1
#F8766D	#F8766D	3.31	0.754353958091703	0.556323639920485	Q1
#F8766D	#F8766D	2.9	0.601856253517754	0.657646235431604	Q1
#F8766D	#F8766D	2.32	0.56062113135937	0.61160361725346	Q1
#F8766D	#F8766D	3.08	0.730361822873356	0.547790085798657	Q1
#F8766D	#F8766D	2.61	0.573679313528636	0.637654661250282	Q1
#F8766D	#F8766D	3.62	0.549873228140023	0.742911335538927	Q1
#F8766D	#F8766D	2.73	0.661755281961487	0.593478872281913	Q1
#F8766D	#F8766D	3.23	0.751023261964524	0.534821903366664	Q1
#F8766D	#F8766D	1.74	0.591119131935373	0.509532262742878	Q1
#F8766D	#F8766D	1.87	0.546128063351659	0.570648968448692	Q1
#F8766D	#F8766D	2.21	0.635384351767321	0.53423885830319	Q1
#F8766D	#F8766D	2.67	0.646684192435925	0.600769996759935	Q1
#F8766D	#F8766D	4.35	0.762711016808837	0.726430885210547	Q1
#F8766D	#F8766D	1.34	0.534402145347376	0.51844975348054	Q1
#F8766D	#F8766D	2.33	0.646126597013055	0.541432151831372	Q1
#F8766D	#F8766D	2.42	0.526509229232057	0.628576150499812	Q1
#F8766D	#F8766D	1.33	0.548734088775346	0.491344513409489	Q1
#F8766D	#F8766D	2.35	0.598992573379439	0.597596612164787	Q1
#F8766D	#F8766D	2.8	0.613355167379949	0.64123104635818	Q1
#F8766D	#F8766D	4.04	0.734674358701894	0.709933248034559	Q1
#F8766D	#F8766D	3.63	0.785079404185807	0.571659738540966	Q1
#F8766D	#F8766D	2.18	0.556085607890857	0.599439849498376	Q1
#F8766D	#F8766D	2.36	0.633941590462461	0.566436445498692	Q1
#F8766D	#F8766D	1.81	0.578661130804919	0.543653175532268	Q1
#F8766D	#F8766D	1.67	0.560397823775409	0.540007219327743	Q1
#F8766D	#F8766D	3.24	0.573156732720267	0.701289258877136	Q1
#F8766D	#F8766D	2.91	0.575055141273207	0.667099938403932	Q1
#F8766D	#F8766D	2.76	0.571278089025523	0.6539326127448	Q1
#F8766D	#F8766D	4.38	0.816339204614008	0.67560945286869	Q1
#F8766D	#F8766D	2.51	0.613385523365099	0.606283852384332	Q1
#F8766D	#F8766D	1.25	0.535247249656896	0.505209966339754	Q1
#F8766D	#F8766D	4.23	0.753641959391659	0.718347593283554	Q1
#F8766D	#F8766D	1.72	0.526334778779135	0.56024366144333	Q1
#F8766D	#F8766D	3.24	0.654214209547847	0.667860211826847	Q1
#F8766D	#F8766D	2.78	0.581435624035253	0.652336294332855	Q1
#F8766D	#F8766D	2.53	0.63723046905404	0.589673545684733	Q1
#F8766D	#F8766D	4.71	0.546868545584449	0.84827177610481	Q1
#F8766D	#F8766D	1.92	0.607139257886467	0.521046367392906	Q1
#F8766D	#F8766D	4.81	0.548436838404448	0.858174198041759	Q1
#F8766D	#F8766D	2.77	0.569331659581681	0.654630838114544	Q1
#F8766D	#F8766D	5.43	0.945926818105017	0.67988505767748	Q1
#F8766D	#F8766D	2.28	0.606397099707239	0.582941434160349	Q1
#F8766D	#F8766D	4.06	0.812155468754978	0.622143058118043	Q1
#F8766D	#F8766D	1.5	0.537319884042388	0.534614866150374	Q1
#F8766D	#F8766D	1.85	0.559212241340534	0.56311001007612	Q1
#F8766D	#F8766D	1.31	0.513786463722337	0.522308013653806	Q1
#F8766D	#F8766D	1.8	0.596825845378554	0.512992029482011	Q1
#F8766D	#F8766D	3.58	0.729380925367349	0.650605183324111	Q1
#F8766D	#F8766D	2.27	0.569258130080761	0.603228761984751	Q1
#F8766D	#F8766D	2.68	0.645917794440023	0.602529013181284	Q1
#F8766D	#F8766D	3.32	0.634359306564759	0.687719771855373	Q1
#F8766D	#F8766D	2.58	0.644557153533744	0.589773199004099	Q1
#F8766D	#F8766D	3.29	0.615836145158325	0.693058661763561	Q1
#F8766D	#F8766D	3.19	0.695756990151263	0.627039574497501	Q1
#F8766D	#F8766D	3.9	0.798682764899152	0.611794744436093	Q1
#F8766D	#F8766D	2.58	0.549067230803215	0.640450418736499	Q1
#F8766D	#F8766D	3.84	0.551781686156143	0.763595210777078	Q1
#F8766D	#F8766D	1.7	0.574802370445623	0.530418684610543	Q1
#F8766D	#F8766D	2.78	0.698041370500365	0.542679243880053	Q1
#F8766D	#F8766D	3.48	0.778528043841401	0.534638501540032	Q1
#F8766D	#F8766D	1.45	0.545212242310991	0.524434173059644	Q1
#F8766D	#F8766D	1.61	0.579044807006407	0.496819100670529	Q1
#F8766D	#F8766D	3.57	0.786624643278399	0.543343538569921	Q1
#F8766D	#F8766D	1.58	0.557699546137991	0.531591726268987	Q1
#F8766D	#F8766D	1.7	0.530629954647769	0.557870583703561	Q1
#F8766D	#F8766D	3.32	0.545199604834502	0.713570932929325	Q1
#F8766D	#F8766D	2.2	0.528852927236884	0.606450753832482	Q1
#F8766D	#F8766D	5.03	0.952209765195426	0.506302913669216	Q1
#F8766D	#F8766D	3.11	0.557800901988371	0.691235502176329	Q1
#F8766D	#F8766D	2.08	0.62662515053552	0.518472163030518	Q1
#F8766D	#F8766D	2.19	0.606436001295343	0.570923063194081	Q1
#F8766D	#F8766D	3.97	0.656768888264149	0.748105700754525	Q1
#F8766D	#F8766D	2.71	0.699443160245301	0.492295800263331	Q1
#F8766D	#F8766D	1.83	0.583970192173467	0.540340502409324	Q1
#F8766D	#F8766D	1.47	0.563628919120657	0.49879737186808	Q1
#F8766D	#F8766D	2.72	0.553469949049499	0.653468082325892	Q1
#F8766D	#F8766D	1.87	0.512570004797073	0.575800293175034	Q1
#F8766D	#F8766D	2.74	0.671809176427232	0.583104181897013	Q1
#F8766D	#F8766D	3.16	0.668322144822552	0.647862128538416	Q1
#F8766D	#F8766D	4.06	0.64858990491951	0.761727708406352	Q1
#F8766D	#F8766D	3.27	0.628517107854437	0.684843490109173	Q1
#F8766D	#F8766D	2.94	0.679114595694807	0.607867048113511	Q1
#F8766D	#F8766D	2.56	0.683762629673728	0.491794851065391	Q1
#F8766D	#F8766D	3.32	0.71410867049085	0.627525013245908	Q1
#F8766D	#F8766D	2.66	0.694476961788935	0.494161887431829	Q1
#F8766D	#F8766D	1.61	0.538892520535952	0.545924287518266	Q1
#F8766D	#F8766D	3.28	0.620728433033544	0.689869828146231	Q1
#F8766D	#F8766D	3.4	0.699317067521707	0.654049828347229	Q1
#F8766D	#F8766D	1.29	0.533656681303772	0.512526174734348	Q1
#F8766D	#F8766D	3.55	0.679751077638483	0.688697321262993	Q1
#F8766D	#F8766D	1.69	0.569586164380477	0.53586751320307	Q1
#F8766D	#F8766D	2.26	0.631788931996403	0.551406775390721	Q1
#F8766D	#F8766D	2.1	0.583298888511084	0.577802807474706	Q1
#F8766D	#F8766D	1.79	0.599250415417797	0.498690383798055	Q1
#F8766D	#F8766D	1.41	0.519437144875969	0.531131661518288	Q1
#F8766D	#F8766D	4.52	0.730313400926526	0.771573256937791	Q1
#F8766D	#F8766D	1.76	0.527431023633324	0.564080228107195	Q1
#F8766D	#F8766D	2.59	0.677856160082955	0.537978518127491	Q1
#F8766D	#F8766D	1.4	0.556367248976584	0.493914470144548	Q1
#F8766D	#F8766D	2.45	0.636380159300949	0.577971813157541	Q1
#F8766D	#F8766D	1.71	0.573197253033674	0.534537631357537	Q1
#F8766D	#F8766D	3.09	0.737156782084625	0.530300370575858	Q1
#F8766D	#F8766D	2.23	0.513349822870545	0.610740114699841	Q1
#F8766D	#F8766D	2.32	0.641716772993754	0.54919837785852	Q1
#F8766D	#F8766D	1.17	0.519580603727929	0.50692393154319	Q1
#F8766D	#F8766D	4.03	0.764929133505968	0.680333193586206	Q1
#F8766D	#F8766D	2.3	0.635486377016309	0.554727535352888	Q1
#F8766D	#F8766D	3.91	0.707502839396514	0.713662612077213	Q1
#F8766D	#F8766D	2.83	0.611790559458223	0.644667311766896	Q1
#F8766D	#F8766D	3.27	0.712055296556115	0.621550181933232	Q1
#F8766D	#F8766D	3.71	0.584596219631747	0.745839955617949	Q1
#F8766D	#F8766D	3.58	0.733210139733238	0.646676670334398	Q1
#F8766D	#F8766D	1.72	0.584686898012563	0.519026925044759	Q1
#F8766D	#F8766D	2.79	0.682038866042916	0.57818995268139	Q1
#F8766D	#F8766D	3.04	0.542401771769875	0.687273776519876	Q1
#F8766D	#F8766D	2.8	0.525643847652587	0.665732088162989	Q1
#F8766D	#F8766D	1.51	0.544077846375884	0.532430541132798	Q1
#F8766D	#F8766D	1.5	0.538307304637721	0.534011172378318	Q1
#F8766D	#F8766D	3.79	0.656532257145643	0.728458909021023	Q1
#F8766D	#F8766D	3.56	0.651508131748847	0.705457026173738	Q1
#F8766D	#F8766D	3.35	0.767888057916529	0.519373259906125	Q1
#F8766D	#F8766D	1.95	0.616559360668434	0.490696119130351	Q1
#F8766D	#F8766D	1.71	0.587913744367466	0.507799012617991	Q1
#F8766D	#F8766D	3.76	0.666585516073371	0.720546143420552	Q1
#F8766D	#F8766D	1.31	0.527367332599294	0.51885411520504	Q1
#F8766D	#F8766D	2.53	0.574124927991349	0.628942208543074	Q1
#F8766D	#F8766D	2.44	0.573728223737775	0.619635096952824	Q1
#F8766D	#F8766D	2.15	0.614016510669914	0.556438270878217	Q1
#F8766D	#F8766D	3.49	0.746237359124859	0.614622761584234	Q1
#F8766D	#F8766D	2.29	0.523323132542173	0.616536122649414	Q1
#F8766D	#F8766D	3.31	0.723462215532361	0.613181441555919	Q1
#F8766D	#F8766D	2.96	0.666415504742818	0.623462527301476	Q1
#F8766D	#F8766D	2.55	0.632247280765915	0.597367887584206	Q1
#F8766D	#F8766D	2.35	0.522331740384627	0.622092671249986	Q1
#F8766D	#F8766D	2.7	0.625508683228513	0.621946142723514	Q1
#F8766D	#F8766D	2.25	0.642942052186189	0.527719272597943	Q1
#F8766D	#F8766D	2.37	0.561102418627138	0.616379063540442	Q1
#F8766D	#F8766D	5.05	0.650034500608273	0.863309988169047	Q1
#F8766D	#F8766D	1.52	0.555945558434597	0.52388743886098	Q1
#F8766D	#F8766D	2.19	0.551460984185701	0.601034217473082	Q1
#F8766D	#F8766D	2.68	0.648855126223303	0.600038361459806	Q1
#F8766D	#F8766D	3.08	0.7375361963156	0.519724615047715	Q1
#F8766D	#F8766D	2.24	0.641796045176078	0.527391225099673	Q1
#F8766D	#F8766D	2.28	0.623276479263868	0.566511936129775	Q1
#F8766D	#F8766D	2.25	0.648962414021483	0.493213562138813	Q1
#F8766D	#F8766D	4.49	0.864608927076632	0.618555660792695	Q1
#F8766D	#F8766D	2.35	0.608837386600758	0.590399407403894	Q1
#F8766D	#F8766D	3.27	0.760290835055177	0.499170067032462	Q1
#F8766D	#F8766D	2.07	0.599115942480379	0.561304422269172	Q1
#F8766D	#F8766D	3.26	0.649596709915419	0.672648530590688	Q1
#F8766D	#F8766D	3.35	0.764386239873373	0.535236220863522	Q1
#F8766D	#F8766D	2.25	0.636668324953986	0.541093553833194	Q1
#F8766D	#F8766D	2.36	0.620205095203418	0.58172724495796	Q1
#F8766D	#F8766D	1.69	0.516136777303542	0.55853452296692	Q1
#F8766D	#F8766D	2.23	0.620448284794144	0.561699373982014	Q1
#F8766D	#F8766D	3.11	0.699785961224172	0.610103490188437	Q1
#F8766D	#F8766D	2.35	0.574965237980766	0.60966881990691	Q1
#F8766D	#F8766D	5.23	0.606736618896425	0.890912152032354	Q1
#F8766D	#F8766D	2.69	0.547988263035877	0.652246855728295	Q1
#F8766D	#F8766D	1.43	0.522388491917891	0.532142997383326	Q1
#F8766D	#F8766D	2.4	0.647483123405693	0.555520166683155	Q1
