alpha	colour	fill	x	y	clickSelects
0.4	#7CAE00	#7CAE00	0.359157886121753	0.512924483983401	Q2
0.4	#7CAE00	#7CAE00	0.345904626344703	0.540253436215145	Q2
0.4	#7CAE00	#7CAE00	0.247641626564562	0.554111273894981	Q2
0.4	#7CAE00	#7CAE00	0.196903706404569	0.587785237215109	Q2
0.4	#7CAE00	#7CAE00	0.341374898078143	0.596643081726285	Q2
0.4	#7CAE00	#7CAE00	0.331546944160928	0.626883676985359	Q2
0.4	#7CAE00	#7CAE00	0.201951290070265	0.648349451949094	Q2
0.4	#7CAE00	#7CAE00	0.377813193212201	0.495717054982875	Q2
0.4	#7CAE00	#7CAE00	0.426824202755944	0.528737854351763	Q2
0.4	#7CAE00	#7CAE00	0.464965077093869	0.54068286802808	Q2
0.4	#7CAE00	#7CAE00	0.279744910222769	0.532532129401143	Q2
0.4	#7CAE00	#7CAE00	0.283322282401738	0.552533588005304	Q2
0.4	#7CAE00	#7CAE00	0.401094411925341	0.470724117631667	Q2
0.4	#7CAE00	#7CAE00	0.346622829614374	0.711441149789615	Q2
0.4	#7CAE00	#7CAE00	0.312711736312193	0.560241710214418	Q2
0.4	#7CAE00	#7CAE00	0.450129522318522	0.604069659736595	Q2
0.4	#7CAE00	#7CAE00	0.425069898634753	0.568106204881574	Q2
0.4	#7CAE00	#7CAE00	0.33914242560133	0.57500785325638	Q2
0.4	#7CAE00	#7CAE00	0.280501548325067	0.48315471306284	Q2
0.4	#7CAE00	#7CAE00	0.342569587022428	0.577160900030872	Q2
0.4	#7CAE00	#7CAE00	0.248591636310958	0.492654750428445	Q2
0.4	#7CAE00	#7CAE00	0.440935136736102	0.709022429501362	Q2
0.4	#7CAE00	#7CAE00	0.34708058352037	0.954545454545455	Q2
0.4	#7CAE00	#7CAE00	0.45743659207092	0.490525437714301	Q2
0.4	#7CAE00	#7CAE00	0.427214963410554	0.560286691326935	Q2
0.4	#7CAE00	#7CAE00	0.367177591870062	0.52555581600271	Q2
0.4	#7CAE00	#7CAE00	0.298493044502043	0.500506206520288	Q2
0.4	#7CAE00	#7CAE00	0.465485832496163	0.672702834875533	Q2
0.4	#7CAE00	#7CAE00	0.366955697902241	0.517727239278221	Q2
0.4	#7CAE00	#7CAE00	0.287643467736454	0.635398408177704	Q2
0.4	#7CAE00	#7CAE00	0.348756185224983	0.482736806779782	Q2
0.4	#7CAE00	#7CAE00	0.369494208568373	0.58477860092408	Q2
0.4	#7CAE00	#7CAE00	0.441371253501652	0.751228243849238	Q2
0.4	#7CAE00	#7CAE00	0.281065392427762	0.706498731118113	Q2
0.4	#7CAE00	#7CAE00	0.435267583987449	0.475767403972709	Q2
0.4	#7CAE00	#7CAE00	0.367302965881009	0.528606245643802	Q2
0.4	#7CAE00	#7CAE00	0.362831792933244	0.565841611065442	Q2
0.4	#7CAE00	#7CAE00	0.329789286730905	0.515297325431464	Q2
0.4	#7CAE00	#7CAE00	0.455767600834121	0.49885576552078	Q2
0.4	#7CAE00	#7CAE00	0.439958833865238	0.667300073492372	Q2
0.4	#7CAE00	#7CAE00	0.283124092940021	0.574910591992886	Q2
0.4	#7CAE00	#7CAE00	0.422323362951137	0.576986753169488	Q2
0.4	#7CAE00	#7CAE00	0.348982827140555	0.621859340139924	Q2
0.4	#7CAE00	#7CAE00	0.4123789205546	0.469820075662267	Q2
0.4	#7CAE00	#7CAE00	0.222254503519461	0.842862772623148	Q2
0.4	#7CAE00	#7CAE00	0.311512073033304	0.723232633402296	Q2
0.4	#7CAE00	#7CAE00	0.385539930238778	0.527242679067616	Q2
0.4	#7CAE00	#7CAE00	0.215731613274267	0.607776932793421	Q2
0.4	#7CAE00	#7CAE00	0.464881324598854	0.519201130327904	Q2
0.4	#7CAE00	#7CAE00	0.426919267803177	0.54872064063355	Q2
0.4	#7CAE00	#7CAE00	0.39309671011846	0.696557493910784	Q2
0.4	#7CAE00	#7CAE00	0.204634339508054	0.527482662078882	Q2
0.4	#7CAE00	#7CAE00	0.34294179194094	0.513204345512607	Q2
0.4	#7CAE00	#7CAE00	0.343398048418267	0.561353974781172	Q2
0.4	#7CAE00	#7CAE00	0.387404802617482	0.561704353035044	Q2
0.4	#7CAE00	#7CAE00	0.0740408849256926	0.535068181057634	Q2
0.4	#7CAE00	#7CAE00	0.408254168419474	0.479423490394061	Q2
0.4	#7CAE00	#7CAE00	0.444822308048047	0.569926559710296	Q2
0.4	#7CAE00	#7CAE00	0.254812338392387	0.58299209755731	Q2
0.4	#7CAE00	#7CAE00	0.46325552090823	0.558398965725633	Q2
0.4	#7CAE00	#7CAE00	0.433306792696488	0.482648116379526	Q2
0.4	#7CAE00	#7CAE00	0.325573395961326	0.493950296843016	Q2
0.4	#7CAE00	#7CAE00	0.295807110888514	0.483352387473824	Q2
0.4	#7CAE00	#7CAE00	0.252110626022376	0.604537704824525	Q2
0.4	#7CAE00	#7CAE00	0.420958570574152	0.603159409268683	Q2
0.4	#7CAE00	#7CAE00	0.395270660804623	0.524866153381382	Q2
0.4	#7CAE00	#7CAE00	0.444467543868072	0.553021248543437	Q2
0.4	#7CAE00	#7CAE00	0.310119353768648	0.4732293091582	Q2
0.4	#7CAE00	#7CAE00	0.278186796144459	0.486356264724684	Q2
0.4	#7CAE00	#7CAE00	0.383681563829156	0.568557664331861	Q2
0.4	#7CAE00	#7CAE00	0.296958244644558	0.504359038325533	Q2
0.4	#7CAE00	#7CAE00	0.22750014834619	0.504473781622581	Q2
0.4	#7CAE00	#7CAE00	0.276622983419721	0.534799277841233	Q2
0.4	#7CAE00	#7CAE00	0.44912159281329	0.514265696714906	Q2
0.4	#7CAE00	#7CAE00	0.345455744243647	0.54029088532358	Q2
0.4	#7CAE00	#7CAE00	0.444410675816161	0.567507216724244	Q2
0.4	#7CAE00	#7CAE00	0.409423563591061	0.663597178922305	Q2
0.4	#7CAE00	#7CAE00	0.43685018850119	0.583519521581747	Q2
0.4	#7CAE00	#7CAE00	0.2515346903835	0.528236396883924	Q2
0.4	#7CAE00	#7CAE00	0.247318904754993	0.5626153648078	Q2
0.4	#7CAE00	#7CAE00	0.459387501733248	0.550100341747898	Q2
0.4	#7CAE00	#7CAE00	0.352636774879143	0.479131277427671	Q2
0.4	#7CAE00	#7CAE00	0.421981369899507	0.494077909117824	Q2
0.4	#7CAE00	#7CAE00	0.318762065248606	0.575943352312592	Q2
0.4	#7CAE00	#7CAE00	0.342923664515079	0.778259286691501	Q2
0.4	#7CAE00	#7CAE00	0.443430754924799	0.483528086394651	Q2
0.4	#7CAE00	#7CAE00	0.450534981940631	0.533277151551493	Q2
0.4	#7CAE00	#7CAE00	0.387020423158658	0.482591908499209	Q2
0.4	#7CAE00	#7CAE00	0.380922899285895	0.489678909048177	Q2
0.4	#7CAE00	#7CAE00	0.232015532479174	0.506947647150396	Q2
0.4	#7CAE00	#7CAE00	0.392213607096462	0.692413543727809	Q2
0.4	#7CAE00	#7CAE00	0.328634920138634	0.536751000005793	Q2
0.4	#7CAE00	#7CAE00	0.2957649565096	0.645985361173428	Q2
0.4	#7CAE00	#7CAE00	0.336944852754725	0.515172827122132	Q2
0.4	#7CAE00	#7CAE00	0.374849331074134	0.673267219920976	Q2
0.4	#7CAE00	#7CAE00	0.361120288679847	0.828194910492958	Q2
0.4	#7CAE00	#7CAE00	0.178566314446873	0.556295363319968	Q2
0.4	#7CAE00	#7CAE00	0.361353556877673	0.714740668210286	Q2
0.4	#7CAE00	#7CAE00	0.381001252539611	0.593734800822808	Q2
0.4	#7CAE00	#7CAE00	0.300142467891243	0.488901481384437	Q2
0.4	#7CAE00	#7CAE00	0.359060153703703	0.511739528829137	Q2
0.4	#7CAE00	#7CAE00	0.423898066765625	0.489506150062595	Q2
0.4	#7CAE00	#7CAE00	0.344528611709345	0.915318463421899	Q2
0.4	#7CAE00	#7CAE00	0.398145387172272	0.63392345868017	Q2
0.4	#7CAE00	#7CAE00	0.399497821476783	0.694064180164952	Q2
0.4	#7CAE00	#7CAE00	0.352111798322495	0.557863147701256	Q2
0.4	#7CAE00	#7CAE00	0.452836826333164	0.596662470329588	Q2
0.4	#7CAE00	#7CAE00	0.37505750102042	0.7023746273959	Q2
0.4	#7CAE00	#7CAE00	0.409247210689168	0.635338990978036	Q2
0.4	#7CAE00	#7CAE00	0.38983882355476	0.571830157671139	Q2
0.4	#7CAE00	#7CAE00	0.332188291882876	0.742022698939028	Q2
0.4	#7CAE00	#7CAE00	0.317127556281827	0.516078824127378	Q2
0.4	#7CAE00	#7CAE00	0.349446337478772	0.473572499188308	Q2
0.4	#7CAE00	#7CAE00	0.249693730936724	0.579106633778187	Q2
0.4	#7CAE00	#7CAE00	0.462755630354234	0.49793987753733	Q2
0.4	#7CAE00	#7CAE00	0.286998476937302	0.714534174867042	Q2
