colour	fill	x	y
#F8766D	#F8766D	0.662681122737802	0.531477407874326
#F8766D	#F8766D	0.667624894168511	0.571751480584622
#F8766D	#F8766D	0.58750949992501	0.642993844136567
#F8766D	#F8766D	0.774099764820716	0.583775230652276
#F8766D	#F8766D	0.670581598609968	0.700877243528211
#F8766D	#F8766D	0.643917275316356	0.543959105393278
#F8766D	#F8766D	0.641841671757401	0.578970483279264
#F8766D	#F8766D	0.605313733706223	0.61748290867085
#F8766D	#F8766D	0.561272399222313	0.611644560916778
#F8766D	#F8766D	0.647965117191926	0.709494310574904
#F8766D	#F8766D	0.548764260872434	0.558121242585261
#F8766D	#F8766D	0.598049991414995	0.599895925027523
#F8766D	#F8766D	0.735942013234125	0.75651065828133
#F8766D	#F8766D	0.573961603812959	0.51287205641534
#F8766D	#F8766D	0.605272860754919	0.674036658384336
#F8766D	#F8766D	0.580409703083722	0.713016603361039
#F8766D	#F8766D	0.608966358948436	0.561796056437324
#F8766D	#F8766D	0.732899712436548	0.503042354730796
#F8766D	#F8766D	0.519192162881101	0.70901884307655
#F8766D	#F8766D	0.602272144749006	0.565034521132756
#F8766D	#F8766D	0.519990827029844	0.631738912963847
#F8766D	#F8766D	0.61855918904631	0.689460915859073
#F8766D	#F8766D	0.613225005287109	0.506579597131613
#F8766D	#F8766D	0.551666804796695	0.680705201927709
#F8766D	#F8766D	0.653071912502974	0.548560370738378
#F8766D	#F8766D	0.595152473834979	0.564926332233409
#F8766D	#F8766D	0.663835941279011	0.640242388564373
#F8766D	#F8766D	0.54438575487539	0.752774036698543
#F8766D	#F8766D	0.595718479341495	0.524648611150597
#F8766D	#F8766D	0.665646198947759	0.712162561518004
#F8766D	#F8766D	0.730386444926287	0.648812614738748
#F8766D	#F8766D	0.646287538895235	0.595937009787358
#F8766D	#F8766D	0.554440964588433	0.58166361739883
#F8766D	#F8766D	0.908762152864367	0.565953296587828
#F8766D	#F8766D	0.59447459694048	0.595630680073602
#F8766D	#F8766D	0.555281537155895	0.505238692337668
#F8766D	#F8766D	0.536119399575806	0.616544321067928
#F8766D	#F8766D	0.700843741534388	0.588130382066502
#F8766D	#F8766D	0.583420576934928	0.680012373228146
#F8766D	#F8766D	0.573498641910628	0.606759630322107
#F8766D	#F8766D	0.531135476812319	0.611716519764784
#F8766D	#F8766D	0.781382263759005	0.563219842185478
#F8766D	#F8766D	0.581396747910771	0.546014289761811
#F8766D	#F8766D	0.604330554740552	0.573189989733432
#F8766D	#F8766D	0.785805002443329	0.571725068036059
#F8766D	#F8766D	0.642694570721297	0.58741399743716
#F8766D	#F8766D	0.526398951346992	0.600930384599163
#F8766D	#F8766D	0.632688798163387	0.545371642411143
#F8766D	#F8766D	0.686046328463997	0.584519909318531
#F8766D	#F8766D	0.741899558053796	0.537816860826805
#F8766D	#F8766D	0.552341660601579	0.569672835500954
#F8766D	#F8766D	0.52665498815021	0.520361248194735
#F8766D	#F8766D	0.822744875477309	0.662985819326632
