colour	fill	x	y
#00BF7D	#00BF7D	0.5	0.552752047313727
#00BF7D	#00BF7D	0.5	0.544219667861674
#F8766D	#F8766D	0.115384615384615	0.0454545454545455
#00BF7D	#00BF7D	0.5	0.439514271881499
#00BF7D	#00BF7D	0.5	0.562179265503013
#A3A500	#A3A500	0.307692307692308	0.320302777405023
#00B0F6	#00B0F6	0.692307692307692	0.670133841446829
#00BF7D	#00BF7D	0.5	0.440940499571456
#00B0F6	#00B0F6	0.692307692307692	0.734795247644499
#A3A500	#A3A500	0.307692307692308	0.419625078015085
#A3A500	#A3A500	0.307692307692308	0.423208996845614
#F8766D	#F8766D	0.115384615384615	0.201109778342554
#A3A500	#A3A500	0.307692307692308	0.441366439676723
#F8766D	#F8766D	0.115384615384615	0.113554652273604
#00BF7D	#00BF7D	0.5	0.489069606149684
#00BF7D	#00BF7D	0.5	0.652427368759264
#00B0F6	#00B0F6	0.692307692307692	0.74763918999729
#A3A500	#A3A500	0.307692307692308	0.275367901184241
#A3A500	#A3A500	0.307692307692308	0.239885384595588
#A3A500	#A3A500	0.307692307692308	0.329361517814092
#00BF7D	#00BF7D	0.5	0.63716274192465
#00BF7D	#00BF7D	0.5	0.692171157819805
#A3A500	#A3A500	0.307692307692308	0.399813471911519
#A3A500	#A3A500	0.307692307692308	0.298829160779671
#A3A500	#A3A500	0.307692307692308	0.418578965447632
#A3A500	#A3A500	0.307692307692308	0.35829582964944
#A3A500	#A3A500	0.307692307692308	0.408931113581768
#F8766D	#F8766D	0.115384615384615	0.148578492576893
#00BF7D	#00BF7D	0.5	0.582766200496559
#A3A500	#A3A500	0.307692307692308	0.492225235116109
#00BF7D	#00BF7D	0.5	0.62993833485765
#A3A500	#A3A500	0.307692307692308	0.449069103527891
#A3A500	#A3A500	0.307692307692308	0.439980825569224
#A3A500	#A3A500	0.307692307692308	0.35262002288848
#00BF7D	#00BF7D	0.5	0.456666227625797
#00BF7D	#00BF7D	0.5	0.483619262594248
#A3A500	#A3A500	0.307692307692308	0.38979160241354
#A3A500	#A3A500	0.307692307692308	0.283832383563817
#F8766D	#F8766D	0.115384615384615	0.071271156037759
#00B0F6	#00B0F6	0.692307692307692	0.756433353448099
#A3A500	#A3A500	0.307692307692308	0.449287350150101
#00B0F6	#00B0F6	0.692307692307692	0.746652297956357
#00BF7D	#00BF7D	0.5	0.489021563709336
#00B0F6	#00B0F6	0.692307692307692	0.706393535105658
#00BF7D	#00BF7D	0.5	0.5184174400676
#00B0F6	#00B0F6	0.692307692307692	0.676012184605524
#A3A500	#A3A500	0.307692307692308	0.402163167901144
#A3A500	#A3A500	0.307692307692308	0.423070939633941
#A3A500	#A3A500	0.307692307692308	0.410021621478339
#00BF7D	#00BF7D	0.5	0.488150862893121
#00BF7D	#00BF7D	0.5	0.544302636297804
#A3A500	#A3A500	0.307692307692308	0.456115911616525
#00BF7D	#00BF7D	0.5	0.416515284815201
#A3A500	#A3A500	0.307692307692308	0.364479058570621
#00B0F6	#00B0F6	0.692307692307692	0.704903926275695
#A3A500	#A3A500	0.307692307692308	0.245829153754678
#00B0F6	#00B0F6	0.692307692307692	0.868684084271431
#A3A500	#A3A500	0.307692307692308	0.27280278414333
#F8766D	#F8766D	0.115384615384615	0.242942331735932
#00BF7D	#00BF7D	0.5	0.663032331542896
#A3A500	#A3A500	0.307692307692308	0.430616820806833
#A3A500	#A3A500	0.307692307692308	0.326502067511523
#A3A500	#A3A500	0.307692307692308	0.350505895482562
#00B0F6	#00B0F6	0.692307692307692	0.709956700327401
#A3A500	#A3A500	0.307692307692308	0.234274475374119
#A3A500	#A3A500	0.307692307692308	0.43522223552566
#A3A500	#A3A500	0.307692307692308	0.459038180341537
#A3A500	#A3A500	0.307692307692308	0.3253827147844
#F8766D	#F8766D	0.115384615384615	0.219461126767212
#00BF7D	#00BF7D	0.5	0.530552007371734
#00BF7D	#00BF7D	0.5	0.685608216256611
#F8766D	#F8766D	0.115384615384615	0.140378724062779
#A3A500	#A3A500	0.307692307692308	0.319982335283171
#E76BF3	#E76BF3	0.884615384615385	0.954545454545455
#F8766D	#F8766D	0.115384615384615	0.264732711177782
#F8766D	#F8766D	0.115384615384615	0.202313103771105
#F8766D	#F8766D	0.115384615384615	0.160755782011266
#A3A500	#A3A500	0.307692307692308	0.419687985006027
#A3A500	#A3A500	0.307692307692308	0.356769138281562
#A3A500	#A3A500	0.307692307692308	0.255369481662455
#A3A500	#A3A500	0.307692307692308	0.306380641751067
#00B0F6	#00B0F6	0.692307692307692	0.7173855240391
#00BF7D	#00BF7D	0.5	0.542129055733281
#A3A500	#A3A500	0.307692307692308	0.245365616925302
#00BF7D	#00BF7D	0.5	0.470288395789896
#00BF7D	#00BF7D	0.5	0.605591246825228
#F8766D	#F8766D	0.115384615384615	0.200531428068268
#A3A500	#A3A500	0.307692307692308	0.45410538789044
#00BF7D	#00BF7D	0.5	0.519245505673793
#A3A500	#A3A500	0.307692307692308	0.2725105841345
#00B0F6	#00B0F6	0.692307692307692	0.720007672363992
#A3A500	#A3A500	0.307692307692308	0.416559604014323
#00BF7D	#00BF7D	0.5	0.639035907454852
#00BF7D	#00BF7D	0.5	0.446212530119096
#F8766D	#F8766D	0.115384615384615	0.152630088464156
#A3A500	#A3A500	0.307692307692308	0.335792874984409
#A3A500	#A3A500	0.307692307692308	0.406853965158076
#A3A500	#A3A500	0.307692307692308	0.4082082355529
#00B0F6	#00B0F6	0.692307692307692	0.70892911744132
#A3A500	#A3A500	0.307692307692308	0.210427082984707
