y	x	group
0.373256343358766	0.632127985433066	1
0.372949943610479	0.631766606909531	1
0.372949943610479	0.631134525205803	1
0.37223504486356	0.631044210639688	1
0.372132877615046	0.630412008676885	1
0.372132877615046	0.63014106497854	1
0.371826511865844	0.630050750412426	1
0.371417978868128	0.630050750412426	1
0.371213712369269	0.628786346486818	1
0.370907346620067	0.626618796900063	1
0.370703046122124	0.625535142365761	1
0.370703046122124	0.624902940402957	1
0.370703046122124	0.624361053006268	1
0.37060094687178	0.623548221911235	1
0.370805179371553	0.623367592779005	1
0.37111157911984	0.62345790734512	1
0.371213712369269	0.623728851043465	1
0.371213712369269	0.624361053006268	1
0.371315879617783	0.625173884101302	1
0.371417978868128	0.626347973460794	1
0.371417978868128	0.626799426032292	1
0.372132877615046	0.626799426032292	1
0.372439311362418	0.626528602593024	1
0.373154244108421	0.626167344328565	1
0.373460643856708	0.625986594937259	1
0.373664876356482	0.625625456931876	1
0.373869176854424	0.625173884101302	1
0.37427770985214	0.624812625836842	1
0.375094707849404	0.624722311270728	1
0.375707541345063	0.624541682138498	1
0.376320306842552	0.624902940402957	1
0.376728839840269	0.624993254969072	1
0.377341605337758	0.624812625836842	1
0.37826080458262	0.624902940402957	1
0.37877143683068	0.624451367572383	1
0.380405568821545	0.623819165609579	1
0.380507702070974	0.623548221911235	1
0.380609801321319	0.623367592779005	1
0.380405568821545	0.623096649080661	1
0.379792803324055	0.622916019948431	1
0.379282103077826	0.622825705382316	1
0.378975737328623	0.622825705382316	1
0.378567204330907	0.622645196509163	1
0.378465037082393	0.622554761683972	1
0.377545905835701	0.622374132551742	1
0.377239506087414	0.622374132551742	1
0.377137372837985	0.622103188853398	1
0.376933072340042	0.621922679980244	1
0.376728839840269	0.621832245155053	1
0.376218139594039	0.621922679980244	1
0.37489047534963	0.621741930588939	1
0.374175542603627	0.621741930588939	1
0.373256343358766	0.621651616022824	1
0.372745711110705	0.621561301456709	1
0.372439311362418	0.621380672324479	1
0.372337178112989	0.621109728626135	1
0.372337178112989	0.620929099493905	1
0.372643577861276	0.620658276054637	1
0.373052110858992	0.620116268398872	1
0.373358476608195	0.619935759525718	1
0.373460643856708	0.619122928430685	1
0.373460643856708	0.618671355600111	1
0.373460643856708	0.618400411901767	1
0.373869176854424	0.618129347944346	1
0.373664876356482	0.617497145981542	1
0.379384270326339	0.617226322542274	1
0.384082297802821	0.617045693410044	1
0.386329195291176	0.616865064277815	1
0.391844322762175	0.616503806013356	1
0.396542350238657	0.616323176881126	1
0.400014778721991	0.616142547748896	1
0.405938405191622	0.616865064277815	1
0.407470403933058	0.616865064277815	1
0.412270598658053	0.617497145981542	1
0.418398457627458	0.618129347944346	1
0.419521923371177	0.618310097335652	1
0.424832784343318	0.618942179039379	1
0.429224446070598	0.619303557562915	1
0.432901175051874	0.619664695568298	1
0.438722634272992	0.620387212097216	1
0.439029034021279	0.620387212097216	1
0.443216429249701	0.620748470361676	1
0.445871825736687	0.62101941406002	1
0.448016623974696	0.621290478017441	1
0.453633816696956	0.621922679980244	1
