y,x,PANEL,group
0.668362051007801,0.626721768595041,1,1
0.561109229128449,0.318181818181818,1,1
0.363736560024322,0.62396694214876,1,1
0.668362051007801,0.62396694214876,1,1
0.610363504174754,0.62396694214876,1,1
0.634013963033446,0.293388429752066,1,1
0.409832077620955,0.687327818181818,1,1
0.733354139510757,0.670798892561983,1,1
0.634013963033446,0.298898066115702,1,1
0.347830559495792,0.761707983471074,1,1
0.679525742013131,0.265840214876033,1,1
0.245985972008344,0.863636363636364,1,1
0.764168549245573,0.230027553719008,1,1
0.315148209846721,0.767217636363636,1,1
0.774209609787365,0.687327818181818,1,1
0.586073766918701,0.25482094214876,1,1
0.409832077620955,0.734159785123967,1,1
0.701445501118427,0.293388429752066,1,1
0.481763703072238,0.74517905785124,1,1
0.690552451756219,0.659779619834711,1,1
0.712208091662202,0.276859504132231,1,1
0.315148209846721,0.783746561983471,1,1
0.722843311279651,0.293388429752066,1,1
0.379365920387763,0.62396694214876,1,1
0.657057932536103,0.293388429752066,1,1
0.363736560024322,0.62396694214876,1,1
0.754014027991656,0.43112947107438,1,1
0.522311884725852,0.706611570247934,1,1
0.622266533411168,0.634986231404959,1,1
0.64560980868485,0.577134991735537,1,1
0.598300697967666,0.544077140495868,1,1
0.722843311279651,0.701101933884298,1,1
0.610363504174754,0.329201107438017,1,1
0.481763703072238,0.769972446280992,1,1
0.622266533411168,0.392561983471074,1,1
0.379365920387763,0.648760330578512,1,1
0.784139717113486,0.326446280991736,1,1
0.245985972008344,0.750688710743802,1,1
0.743743452554173,0.265840214876033,1,1
0.209300651067156,0.723140495867769,1,1
0.803676694578365,0.337465570247934,1,1
0.315148209846721,0.646005504132231,1,1
0.733354139510757,0.293388429752066,1,1
0.298350233493901,0.62396694214876,1,1
0.64560980868485,0.293388429752066,1,1
0.28123227651844,0.62396694214876,1,1
0.701445501118427,0.27410467768595,1,1
0.409832077620955,0.668044082644628,1,1
0.743743452554173,0.30716252892562,1,1
0.227830494537581,0.701101933884298,1,1
0.668362051007801,0.37603305785124,1,1
0.409832077620955,0.62396694214876,1,1
0.79396129650406,0.25482094214876,1,1
0.110446633957501,0.679063355371901,1,1
0.764168549245573,0.323691454545455,1,1
0.409832077620955,0.703856743801653,1,1
0.712208091662202,0.604683190082644,1,1
0.535431323117214,0.513774099173554,1,1
0.598300697967666,0.579889801652893,1,1
0.561109229128449,0.62396694214876,1,1
0.938055715399977,0.285123966942149,1,1
0.245985972008344,0.833333338842975,1,1
0.634013963033446,0.293388429752066,1,1
0.363736560024322,0.62396694214876,1,1
0.668362051007801,0.293388429752066,1,1
0.424686392167323,0.62396694214876,1,1
0.690552451756219,0.293388429752066,1,1
0.209300651067156,0.62396694214876,1,1
0.679525742013131,0.546831950413223,1,1
0.586073766918701,0.320936644628099,1,1
0.439299162411955,0.706611570247934,1,1
0.657057932536103,0.296143256198347,1,1
0.315148209846721,0.648760330578512,1,1
0.668362051007801,0.65702479338843,1,1
0.586073766918701,0.679063355371901,1,1
0.679525742013131,0.282369140495868,1,1
0.439299162411955,0.731404958677686,1,1
0.679525742013131,0.593663917355372,1,1
0.561109229128449,0.629476578512397,1,1
0.657057932536103,0.651515157024793,1,1
0.679525742013131,0.734159785123967,1,1
0.598300697967666,0.263085404958678,1,1
0.39472809907265,0.62396694214876,1,1
0.679525742013131,0.458677685950413,1,1
0.49548405460481,0.62396694214876,1,1
0.743743452554173,0.293388429752066,1,1
0.298350233493901,0.698347107438017,1,1
0.668362051007801,0.301652892561983,1,1
0.245985972008344,0.665289256198347,1,1
0.743743452554173,0.279614330578512,1,1
0.263781911339006,0.734159785123967,1,1
0.690552451756219,0.249311289256198,1,1
0.379365920387763,0.687327818181818,1,1
0.679525742013131,0.25482094214876,1,1
0.227830494537581,0.723140495867769,1,1
0.79396129650406,0.271349867768595,1,1
0.245985972008344,0.698347107438017,1,1
0.754014027991656,0.232782363636364,1,1
0.439299162411955,0.794765834710744,1,1
0.803676694578365,0.263085404958678,1,1
0.347830559495792,0.805785123966942,1,1
0.764168549245573,0.232782363636364,1,1
0.263781911339006,0.670798892561983,1,1
0.657057932536103,0.293388429752066,1,1
0.379365920387763,0.62396694214876,1,1
0.690552451756219,0.293388429752066,1,1
0.28123227651844,0.71212120661157,1,1
0.754014027991656,0.293388429752066,1,1
0.28123227651844,0.62396694214876,1,1
0.64560980868485,0.447658396694215,1,1
0.535431323117214,0.74517905785124,1,1
0.610363504174754,0.607438016528925,1,1
0.634013963033446,0.285123966942149,1,1
0.298350233493901,0.643250694214876,1,1
0.668362051007801,0.260330578512397,1,1
0.331637948992199,0.734159785123967,1,1
0.743743452554173,0.265840214876033,1,1
0.298350233493901,0.739669421487603,1,1
0.722843311279651,0.312672181818182,1,1
0.424686392167323,0.753443520661157,1,1
0.803676694578365,0.263085404958678,1,1
0.315148209846721,0.640495867768595,1,1
0.622266533411168,0.731404958677686,1,1
0.668362051007801,0.62396694214876,1,1
0.679525742013131,0.293388429752066,1,1
0.39472809907265,0.62396694214876,1,1
0.733354139510757,0.62396694214876,1,1
0.64560980868485,0.659779619834711,1,1
0.561109229128449,0.646005504132231,1,1
0.634013963033446,0.612947652892562,1,1
0.622266533411168,0.582644628099174,1,1
0.813288182660164,0.69283747107438,1,1
0.610363504174754,0.370523421487603,1,1
0.245985972008344,0.651515157024793,1,1
0.701445501118427,0.590909090909091,1,1
0.690552451756219,0.676308545454545,1,1
0.573678183233567,0.601928380165289,1,1
0.634013963033446,0.736914595041322,1,1
0.610363504174754,0.243801652892562,1,1
0.481763703072238,0.783746561983471,1,1
0.657057932536103,0.668044082644628,1,1
0.573678183233567,0.720385669421488,1,1
0.64560980868485,0.62396694214876,1,1
0.634013963033446,0.62396694214876,1,1
0.657057932536103,0.62396694214876,1,1
0.610363504174754,0.62396694214876,1,1
0.64560980868485,0.290633603305785,1,1
0.467830624454002,0.723140495867769,1,1
0.668362051007801,0.100550958677686,1,1
0.227830494537581,0.775482099173554,1,1
0.754014027991656,0.249311289256198,1,1
0.315148209846721,0.720385669421488,1,1
0.722843311279651,0.243801652892562,1,1
0.263781911339006,0.747933884297521,1,1
0.832208156620413,0.265840214876033,1,1
0.245985972008344,0.706611570247934,1,1
0.668362051007801,0.271349867768595,1,1
0.64560980868485,0.698347107438017,1,1
0.679525742013131,0.698347107438017,1,1
0.573678183233567,0.62396694214876,1,1
0.610363504174754,0.756198347107438,1,1
0.64560980868485,0.62396694214876,1,1
0.743743452554173,0.62396694214876,1,1
0.535431323117214,0.293388429752066,1,1
0.331637948992199,0.62396694214876,1,1
0.701445501118427,0.282369140495868,1,1
0.227830494537581,0.720385669421488,1,1
0.690552451756219,0.293388429752066,1,1
0.363736560024322,0.574380165289256,1,1
0.712208091662202,0.436639123966942,1,1
0.363736560024322,0.761707983471074,1,1
0.712208091662202,0.533057851239669,1,1
0.586073766918701,0.687327818181818,1,1
0.64560980868485,0.260330578512397,1,1
0.363736560024322,0.690082644628099,1,1
