x	y	clickSelects	group	ymin	ymax	xmin	xmax
0.138676109264345	0.05	1956	45	0.0454545454545455	0.05	0.132172279231102	0.145179939297587
0.153129064893771	0.05	1957	45	0.0454545454545455	0.05	0.146625234860529	0.159632894927013
0.182034976152623	0.0545454545454545	1959	45	0.0454545454545455	0.0545454545454545	0.175531146119381	0.188538806185866
0.210940887411476	0.0590909090909091	1961	45	0.0454545454545455	0.0590909090909091	0.204437057378233	0.217444717444718
0.225393843040902	0.05	1962	45	0.0454545454545455	0.05	0.21889001300766	0.231897673074145
0.254299754299754	0.0545454545454545	1964	45	0.0454545454545455	0.0545454545454545	0.247795924266512	0.260803584332997
0.283205665558607	0.0545454545454545	1966	45	0.0454545454545455	0.0545454545454545	0.276701835525364	0.289709495591849
0.312111576817459	0.0590909090909091	1968	45	0.0454545454545455	0.0590909090909091	0.305607746784217	0.318615406850702
0.326564532446886	0.0545454545454545	1969	45	0.0454545454545455	0.0545454545454545	0.320060702413643	0.333068362480128
0.341017488076312	0.05	1970	45	0.0454545454545455	0.05	0.334513658043069	0.347521318109554
0.355470443705738	0.0727272727272727	1971	45	0.0454545454545455	0.0727272727272727	0.348966613672495	0.36197427373898
0.369923399335164	0.104545454545455	1972	45	0.0454545454545455	0.104545454545455	0.363419569301922	0.376427229368407
0.38437635496459	0.05	1973	45	0.0454545454545455	0.05	0.377872524931348	0.390880184997833
0.398829310594017	0.0636363636363636	1974	45	0.0454545454545455	0.0636363636363636	0.392325480560774	0.405333140627259
0.427735221852869	0.0590909090909091	1976	45	0.0454545454545455	0.0590909090909091	0.421231391819627	0.434239051886111
0.471094088741148	0.05	1979	45	0.0454545454545455	0.05	0.464590258707905	0.47759791877439
0.485547044370574	0.05	1980	45	0.0454545454545455	0.05	0.479043214337331	0.492050874403816
0.543358866888279	0.0545454545454545	1984	45	0.0454545454545455	0.0545454545454545	0.536855036855036	0.549862696921521
0.557811822517705	0.05	1985	45	0.0454545454545455	0.05	0.551307992484462	0.564315652550947
0.586717733776557	0.05	1987	45	0.0454545454545455	0.05	0.580213903743315	0.5932215638098
0.658982511923688	0.0590909090909091	1992	45	0.0454545454545455	0.0590909090909091	0.652478681890446	0.665486341956931
0.673435467553114	0.0590909090909091	1993	45	0.0454545454545455	0.0590909090909091	0.666931637519872	0.679939297586357
0.687888423182541	0.0545454545454545	1994	45	0.0454545454545455	0.0545454545454545	0.681384593149298	0.694392253215783
0.702341378811967	0.0590909090909091	1995	45	0.0454545454545455	0.0590909090909091	0.695837548778724	0.708845208845209
0.716794334441393	0.0863636363636364	1996	45	0.0454545454545455	0.0863636363636364	0.710290504408151	0.723298164474636
0.731247290070819	0.0681818181818182	1997	45	0.0454545454545455	0.0681818181818182	0.724743460037577	0.737751120104062
0.745700245700246	0.0545454545454545	1998	45	0.0454545454545455	0.0545454545454545	0.739196415667003	0.752204075733488
0.760153201329672	0.0681818181818182	1999	45	0.0454545454545455	0.0681818181818182	0.753649371296429	0.766657031362914
0.789059112588524	0.0636363636363636	2001	45	0.0454545454545455	0.0636363636363636	0.782555282555282	0.795562942621767
0.817965023847377	0.0863636363636364	2003	45	0.0454545454545455	0.0863636363636364	0.811461193814134	0.824468853880619
0.832417979476803	0.0590909090909091	2004	45	0.0454545454545455	0.0590909090909091	0.82591414944356	0.838921809510045
0.846870935106229	0.0818181818181818	2005	45	0.0454545454545455	0.0818181818181818	0.840367105072987	0.853374765139471
0.861323890735655	0.0727272727272727	2006	45	0.0454545454545455	0.0727272727272727	0.854820060702413	0.867827720768898
0.890229801994508	0.05	2008	45	0.0454545454545455	0.05	0.883725971961265	0.89673363202775
0.904682757623934	0.0636363636363636	2009	45	0.0454545454545455	0.0636363636363636	0.898178927590691	0.911186587657176
0.91913571325336	0.1	2010	45	0.0454545454545455	0.1	0.912631883220118	0.925639543286602
0.933588668882786	0.0590909090909091	2011	45	0.0454545454545455	0.0590909090909091	0.927084838849544	0.940092498916029
0.948041624512212	0.05	2012	45	0.0454545454545455	0.05	0.94153779447897	0.954545454545455
