x	y	clickSelects	group	ymin	ymax	xmin	xmax
0.0664113311172138	0.0681818181818182	1951	30	0.0454545454545455	0.0681818181818182	0.0599075010839714	0.0729151611504563
0.0953172423760662	0.1	1953	30	0.0454545454545455	0.1	0.0888134123428238	0.101821072409309
0.109770198005492	0.0772727272727273	1954	30	0.0454545454545455	0.0772727272727273	0.10326636797225	0.116274028038735
0.124223153634919	0.0863636363636364	1955	30	0.0454545454545455	0.0863636363636364	0.117719323601676	0.130726983668161
0.138676109264345	0.127272727272727	1956	30	0.0454545454545455	0.127272727272727	0.132172279231102	0.145179939297587
0.153129064893771	0.0863636363636364	1957	30	0.0454545454545455	0.0863636363636364	0.146625234860529	0.159632894927013
0.167582020523197	0.0727272727272727	1958	30	0.0454545454545455	0.0727272727272727	0.161078190489955	0.17408585055644
0.182034976152623	0.0545454545454545	1959	30	0.0454545454545455	0.0545454545454545	0.175531146119381	0.188538806185866
0.19648793178205	0.0636363636363636	1960	30	0.0454545454545455	0.0636363636363636	0.189984101748807	0.202991761815292
0.210940887411476	0.0636363636363636	1961	30	0.0454545454545455	0.0636363636363636	0.204437057378233	0.217444717444718
0.225393843040902	0.0545454545454545	1962	30	0.0454545454545455	0.0545454545454545	0.21889001300766	0.231897673074145
0.239846798670328	0.0545454545454545	1963	30	0.0454545454545455	0.0545454545454545	0.233342968637086	0.246350628703571
0.254299754299754	0.1	1964	30	0.0454545454545455	0.1	0.247795924266512	0.260803584332997
0.268752709929181	0.109090909090909	1965	30	0.0454545454545455	0.109090909090909	0.262248879895938	0.275256539962423
0.283205665558607	0.0681818181818182	1966	30	0.0454545454545455	0.0681818181818182	0.276701835525364	0.289709495591849
0.297658621188033	0.113636363636364	1967	30	0.0454545454545455	0.113636363636364	0.291154791154791	0.304162451221276
0.312111576817459	0.0954545454545455	1968	30	0.0454545454545455	0.0954545454545455	0.305607746784217	0.318615406850702
0.326564532446886	0.0636363636363636	1969	30	0.0454545454545455	0.0636363636363636	0.320060702413643	0.333068362480128
0.355470443705738	0.0681818181818182	1971	30	0.0454545454545455	0.0681818181818182	0.348966613672495	0.36197427373898
0.369923399335164	0.113636363636364	1972	30	0.0454545454545455	0.113636363636364	0.363419569301922	0.376427229368407
0.38437635496459	0.154545454545455	1973	30	0.0454545454545455	0.154545454545455	0.377872524931348	0.390880184997833
0.398829310594017	0.127272727272727	1974	30	0.0454545454545455	0.127272727272727	0.392325480560774	0.405333140627259
0.413282266223443	0.131818181818182	1975	30	0.0454545454545455	0.131818181818182	0.4067784361902	0.419786096256685
0.427735221852869	0.140909090909091	1976	30	0.0454545454545455	0.140909090909091	0.421231391819627	0.434239051886111
0.442188177482295	0.127272727272727	1977	30	0.0454545454545455	0.127272727272727	0.435684347449053	0.448692007515538
0.456641133111721	0.0545454545454545	1978	30	0.0454545454545455	0.0545454545454545	0.450137303078479	0.463144963144964
0.471094088741148	0.0681818181818182	1979	30	0.0454545454545455	0.0681818181818182	0.464590258707905	0.47759791877439
0.485547044370574	0.122727272727273	1980	30	0.0454545454545455	0.122727272727273	0.479043214337331	0.492050874403816
0.5	0.0545454545454545	1981	30	0.0454545454545455	0.0545454545454545	0.493496169966758	0.506503830033242
0.514452955629426	0.104545454545455	1982	30	0.0454545454545455	0.104545454545455	0.507949125596184	0.520956785662669
