x,y,label,showSelected,PANEL,group
0.434496625031251,0.954545454545455,Tornadoes in 1950,1950,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1951,1951,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1952,1952,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1953,1953,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1954,1954,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1955,1955,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1956,1956,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1957,1957,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1958,1958,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1959,1959,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1960,1960,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1961,1961,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1962,1962,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1963,1963,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1964,1964,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1965,1965,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1966,1966,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1967,1967,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1968,1968,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1969,1969,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1970,1970,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1971,1971,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1972,1972,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1973,1973,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1974,1974,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1975,1975,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1976,1976,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1977,1977,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1978,1978,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1979,1979,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1980,1980,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1981,1981,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1982,1982,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1983,1983,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1984,1984,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1985,1985,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1986,1986,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1987,1987,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1988,1988,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1989,1989,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1990,1990,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1991,1991,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1992,1992,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1993,1993,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1994,1994,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1995,1995,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1996,1996,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1997,1997,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1998,1998,1,1
0.434496625031251,0.954545454545455,Tornadoes in 1999,1999,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2000,2000,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2001,2001,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2002,2002,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2003,2003,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2004,2004,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2005,2005,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2006,2006,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2007,2007,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2008,2008,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2009,2009,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2010,2010,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2011,2011,1,1
0.434496625031251,0.954545454545455,Tornadoes in 2012,2012,1,1
