x	y	label	showSelected
0.434496625031251	0.954545454545455	Tornadoes in 1950	1950
0.434496625031251	0.954545454545455	Tornadoes in 1951	1951
0.434496625031251	0.954545454545455	Tornadoes in 1952	1952
0.434496625031251	0.954545454545455	Tornadoes in 1953	1953
0.434496625031251	0.954545454545455	Tornadoes in 1954	1954
0.434496625031251	0.954545454545455	Tornadoes in 1955	1955
0.434496625031251	0.954545454545455	Tornadoes in 1956	1956
0.434496625031251	0.954545454545455	Tornadoes in 1957	1957
0.434496625031251	0.954545454545455	Tornadoes in 1958	1958
0.434496625031251	0.954545454545455	Tornadoes in 1959	1959
0.434496625031251	0.954545454545455	Tornadoes in 1960	1960
0.434496625031251	0.954545454545455	Tornadoes in 1961	1961
0.434496625031251	0.954545454545455	Tornadoes in 1962	1962
0.434496625031251	0.954545454545455	Tornadoes in 1963	1963
0.434496625031251	0.954545454545455	Tornadoes in 1964	1964
0.434496625031251	0.954545454545455	Tornadoes in 1965	1965
0.434496625031251	0.954545454545455	Tornadoes in 1966	1966
0.434496625031251	0.954545454545455	Tornadoes in 1967	1967
0.434496625031251	0.954545454545455	Tornadoes in 1968	1968
0.434496625031251	0.954545454545455	Tornadoes in 1969	1969
0.434496625031251	0.954545454545455	Tornadoes in 1970	1970
0.434496625031251	0.954545454545455	Tornadoes in 1971	1971
0.434496625031251	0.954545454545455	Tornadoes in 1972	1972
0.434496625031251	0.954545454545455	Tornadoes in 1973	1973
0.434496625031251	0.954545454545455	Tornadoes in 1974	1974
0.434496625031251	0.954545454545455	Tornadoes in 1975	1975
0.434496625031251	0.954545454545455	Tornadoes in 1976	1976
0.434496625031251	0.954545454545455	Tornadoes in 1977	1977
0.434496625031251	0.954545454545455	Tornadoes in 1978	1978
0.434496625031251	0.954545454545455	Tornadoes in 1979	1979
0.434496625031251	0.954545454545455	Tornadoes in 1980	1980
0.434496625031251	0.954545454545455	Tornadoes in 1981	1981
0.434496625031251	0.954545454545455	Tornadoes in 1982	1982
0.434496625031251	0.954545454545455	Tornadoes in 1983	1983
0.434496625031251	0.954545454545455	Tornadoes in 1984	1984
0.434496625031251	0.954545454545455	Tornadoes in 1985	1985
0.434496625031251	0.954545454545455	Tornadoes in 1986	1986
0.434496625031251	0.954545454545455	Tornadoes in 1987	1987
0.434496625031251	0.954545454545455	Tornadoes in 1988	1988
0.434496625031251	0.954545454545455	Tornadoes in 1989	1989
0.434496625031251	0.954545454545455	Tornadoes in 1990	1990
0.434496625031251	0.954545454545455	Tornadoes in 1991	1991
0.434496625031251	0.954545454545455	Tornadoes in 1992	1992
0.434496625031251	0.954545454545455	Tornadoes in 1993	1993
0.434496625031251	0.954545454545455	Tornadoes in 1994	1994
0.434496625031251	0.954545454545455	Tornadoes in 1995	1995
0.434496625031251	0.954545454545455	Tornadoes in 1996	1996
0.434496625031251	0.954545454545455	Tornadoes in 1997	1997
0.434496625031251	0.954545454545455	Tornadoes in 1998	1998
0.434496625031251	0.954545454545455	Tornadoes in 1999	1999
0.434496625031251	0.954545454545455	Tornadoes in 2000	2000
0.434496625031251	0.954545454545455	Tornadoes in 2001	2001
0.434496625031251	0.954545454545455	Tornadoes in 2002	2002
0.434496625031251	0.954545454545455	Tornadoes in 2003	2003
0.434496625031251	0.954545454545455	Tornadoes in 2004	2004
0.434496625031251	0.954545454545455	Tornadoes in 2005	2005
0.434496625031251	0.954545454545455	Tornadoes in 2006	2006
0.434496625031251	0.954545454545455	Tornadoes in 2007	2007
0.434496625031251	0.954545454545455	Tornadoes in 2008	2008
0.434496625031251	0.954545454545455	Tornadoes in 2009	2009
0.434496625031251	0.954545454545455	Tornadoes in 2010	2010
0.434496625031251	0.954545454545455	Tornadoes in 2011	2011
0.434496625031251	0.954545454545455	Tornadoes in 2012	2012
