x	y	group	clickSelects
0.632127985433066	0.237717482577549	1	AL
0.631766606909531	0.237089161616812	1	AL
0.631134525205803	0.237089161616812	1	AL
0.631044210639688	0.235623149095572	1	AL
0.630412008676885	0.235413639054847	1	AL
0.63014106497854	0.235413639054847	1	AL
0.630050750412426	0.234785387814589	1	AL
0.630050750412426	0.233947626533607	1	AL
0.628786346486818	0.233528745893115	1	AL
0.626618796900063	0.232900494652858	1	AL
0.625535142365761	0.232481544291887	1	AL
0.624902940402957	0.232481544291887	1	AL
0.624361053006268	0.232481544291887	1	AL
0.623548221911235	0.23227217369212	1	AL
0.623367592779005	0.232690984612132	1	AL
0.62345790734512	0.233319305572869	1	AL
0.623728851043465	0.233528745893115	1	AL
0.624361053006268	0.233528745893115	1	AL
0.625173884101302	0.23373825593384	1	AL
0.626347973460794	0.233947626533607	1	AL
0.626799426032292	0.233947626533607	1	AL
0.626799426032292	0.235413639054847	1	AL
0.626528602593024	0.236042029736063	1	AL
0.626167344328565	0.237508111977783	1	AL
0.625986594937259	0.23813643293852	1	AL
0.625625456931876	0.238555243858532	1	AL
0.625173884101302	0.238974194219503	1	AL
0.624812625836842	0.239811955500486	1	AL
0.624722311270728	0.241487338621492	1	AL
0.624541682138498	0.242744050263446	1	AL
0.624902940402957	0.24400062246444	1	AL
0.624993254969072	0.244838383745423	1	AL
0.624812625836842	0.246094955946418	1	AL
0.624902940402957	0.247979918828629	1	AL
0.624451367572383	0.249027050709378	1	AL
0.623819165609579	0.252378095833309	1	AL
0.623548221911235	0.252587536153555	1	AL
0.623367592779005	0.252796906753321	1	AL
0.623096649080661	0.252378095833309	1	AL
0.622916019948431	0.251121523632314	1	AL
0.622825705382316	0.250074252310606	1	AL
0.622825705382316	0.249446001070349	1	AL
0.622645196509163	0.248608239789366	1	AL
0.622554761683972	0.248398729748641	1	AL
0.622374132551742	0.246513906307389	1	AL
0.622374132551742	0.245885585346652	1	AL
0.622103188853398	0.245676145026406	1	AL
0.621922679980244	0.245257194665435	1	AL
0.621832245155053	0.244838383745423	1	AL
0.621922679980244	0.243791112423715	1	AL
0.621741930588939	0.24106852770148	1	AL
0.621741930588939	0.239602445459761	1	AL
0.621651616022824	0.237717482577549	1	AL
0.621561301456709	0.2366703506968	1	AL
0.621380672324479	0.236042029736063	1	AL
0.621109728626135	0.235832589415818	1	AL
0.620929099493905	0.235832589415818	1	AL
0.620658276054637	0.236460910376555	1	AL
0.620116268398872	0.237298671657537	1	AL
0.619935759525718	0.237926922897795	1	AL
0.619122928430685	0.23813643293852	1	AL
0.618671355600111	0.23813643293852	1	AL
0.618400411901767	0.23813643293852	1	AL
0.618129347944346	0.238974194219503	1	AL
0.617497145981542	0.238555243858532	1	AL
0.617226322542274	0.250283762351332	1	AL
0.617045693410044	0.259917807921195	1	AL
0.616865064277815	0.26452542524612	1	AL
0.616503806013356	0.275835063098428	1	AL
0.616323176881126	0.285469108668291	1	AL
0.616142547748896	0.292589870395206	1	AL
0.616865064277815	0.304737199808018	1	AL
0.616865064277815	0.307878804611703	1	AL
0.617497145981542	0.317722360222291	1	AL
0.618129347944346	0.330288500555114	1	AL
0.618310097335652	0.332592344077817	1	AL
0.618942179039379	0.343483101289634	1	AL
0.619303557562915	0.352488895619239	1	AL
0.619664695568298	0.360028607707125	1	AL
0.620387212097216	0.371966427079211	1	AL
0.620387212097216	0.372594748039948	1	AL
0.620748470361676	0.381181661729062	1	AL
0.62101941406002	0.386626970614491	1	AL
0.621290478017441	0.391025217339651	1	AL
0.621922679980244	0.402544156071245	1	AL
