1  2,FALSE
1  3,FALSE
2  3,FALSE
1  4,FALSE
2  4,FALSE
3  4,FALSE
1  5,FALSE
2  5,FALSE
3  5,FALSE
4  5,FALSE
1  6,FALSE
2  6,FALSE
3  6,FALSE
4  6,FALSE
5  6,FALSE
1  7,FALSE
2  7,FALSE
3  7,FALSE
4  7,FALSE
5  7,FALSE
6  7,FALSE
1  8,FALSE
2  8,FALSE
3  8,FALSE
4  8,FALSE
5  8,FALSE
6  8,FALSE
7  8,FALSE
1  9,FALSE
2  9,FALSE
3  9,FALSE
4  9,FALSE
5  9,FALSE
6  9,FALSE
7  9,FALSE
8  9,FALSE
1  10,FALSE
2  10,FALSE
3  10,FALSE
4  10,FALSE
5  10,FALSE
6  10,FALSE
7  10,FALSE
8  10,FALSE
9  10,FALSE
1  11,FALSE
2  11,FALSE
3  11,FALSE
4  11,TRUE
5  11,FALSE
6  11,FALSE
7  11,FALSE
8  11,FALSE
9  11,FALSE
10  11,FALSE
1  12,FALSE
2  12,FALSE
3  12,FALSE
4  12,FALSE
5  12,FALSE
6  12,FALSE
7  12,FALSE
8  12,FALSE
9  12,FALSE
10  12,FALSE
11  12,FALSE
1  13,FALSE
2  13,FALSE
3  13,FALSE
4  13,FALSE
5  13,FALSE
6  13,FALSE
7  13,FALSE
8  13,FALSE
9  13,FALSE
10  13,FALSE
11  13,FALSE
12  13,FALSE
1  14,FALSE
2  14,FALSE
3  14,FALSE
4  14,FALSE
5  14,FALSE
6  14,FALSE
7  14,FALSE
8  14,FALSE
9  14,FALSE
10  14,FALSE
11  14,FALSE
12  14,FALSE
13  14,FALSE
1  15,FALSE
2  15,FALSE
3  15,FALSE
4  15,FALSE
5  15,FALSE
6  15,FALSE
7  15,FALSE
8  15,FALSE
9  15,FALSE
10  15,FALSE
11  15,FALSE
12  15,FALSE
13  15,FALSE
14  15,FALSE
1  16,FALSE
2  16,FALSE
3  16,FALSE
4  16,FALSE
5  16,FALSE
6  16,FALSE
7  16,FALSE
8  16,FALSE
9  16,FALSE
10  16,FALSE
11  16,FALSE
12  16,FALSE
13  16,FALSE
14  16,FALSE
15  16,FALSE
1  17,FALSE
2  17,FALSE
3  17,FALSE
4  17,FALSE
5  17,FALSE
6  17,FALSE
7  17,FALSE
8  17,FALSE
9  17,FALSE
10  17,FALSE
11  17,FALSE
12  17,FALSE
13  17,FALSE
14  17,FALSE
15  17,FALSE
16  17,FALSE
1  18,FALSE
2  18,FALSE
3  18,FALSE
4  18,FALSE
5  18,FALSE
6  18,FALSE
7  18,FALSE
8  18,FALSE
9  18,FALSE
10  18,FALSE
11  18,FALSE
12  18,FALSE
13  18,FALSE
14  18,FALSE
15  18,FALSE
16  18,FALSE
17  18,FALSE
1  19,FALSE
2  19,FALSE
