"australian", 100, 0.2, "PE-CA-LSPC", 0.0255389, 0.0022086, 0.882766, 0.00430587
"australian", 100, 0.2, "PE-CA-KLR", 0.0255389, 0.0022086, 0.896553, 0.00344807
"australian", 100, 0.2, "EL-LSPC-CA-LSPC", 0.0881115, 0.00612735, 0.821985, 0.0091555
"australian", 100, 0.2, "EL-LSPC-CA-KLR", 0.0881115, 0.00612735, 0.875038, 0.00569353
"australian", 100, 0.2, "EL-KLR-CA-LSPC", 0.0737682, 0.00605926, 0.842674, 0.0067549
"australian", 100, 0.2, "EL-KLR-CA-KLR", 0.0737682, 0.00605926, 0.87317, 0.00662633
"australian", 150, 0.2, "PE-CA-LSPC", 0.0180984, 0.00150145, 0.893496, 0.00292318
"australian", 150, 0.2, "PE-CA-KLR", 0.0180984, 0.00150145, 0.90384, 0.00210565
"australian", 150, 0.2, "EL-LSPC-CA-LSPC", 0.0548938, 0.00457039, 0.858352, 0.00599266
"australian", 150, 0.2, "EL-LSPC-CA-KLR", 0.0548938, 0.00457039, 0.887793, 0.00469778
"australian", 150, 0.2, "EL-KLR-CA-LSPC", 0.0509873, 0.0038942, 0.865509, 0.00468584
"australian", 150, 0.2, "EL-KLR-CA-KLR", 0.0509873, 0.0038942, 0.889509, 0.00421107
"australian", 200, 0.2, "PE-CA-LSPC", 0.0151617, 0.00111466, 0.901482, 0.00213937
"australian", 200, 0.2, "PE-CA-KLR", 0.0151617, 0.00111466, 0.905724, 0.00146844
"australian", 200, 0.2, "EL-LSPC-CA-LSPC", 0.0418711, 0.0025919, 0.876769, 0.00393624
"australian", 200, 0.2, "EL-LSPC-CA-KLR", 0.0418711, 0.0025919, 0.896624, 0.00207248
"australian", 200, 0.2, "EL-KLR-CA-LSPC", 0.0407486, 0.00279009, 0.878255, 0.00337124
"australian", 200, 0.2, "EL-KLR-CA-KLR", 0.0407486, 0.00279009, 0.89646, 0.0022948
"australian", 250, 0.2, "PE-CA-LSPC", 0.0132206, 0.000824656, 0.903522, 0.00157243
"australian", 250, 0.2, "PE-CA-KLR", 0.0132206, 0.000824656, 0.906253, 0.00129045
"australian", 250, 0.2, "EL-LSPC-CA-LSPC", 0.0348674, 0.00271217, 0.88749, 0.00322507
"australian", 250, 0.2, "EL-LSPC-CA-KLR", 0.0348674, 0.00271217, 0.897987, 0.0026939
"australian", 250, 0.2, "EL-KLR-CA-LSPC", 0.0329809, 0.00210839, 0.889122, 0.00284129
"australian", 250, 0.2, "EL-KLR-CA-KLR", 0.0329809, 0.00210839, 0.899698, 0.00195682
"australian", 100, 0.4, "PE-CA-LSPC", 0.0200302, 0.0021209, 0.840862, 0.00528681
"australian", 100, 0.4, "PE-CA-KLR", 0.0200302, 0.0021209, 0.850514, 0.00540644
"australian", 100, 0.4, "EL-LSPC-CA-LSPC", 0.05875, 0.00450898, 0.799688, 0.00811805
"australian", 100, 0.4, "EL-LSPC-CA-KLR", 0.05875, 0.00450898, 0.830959, 0.00717084
"australian", 100, 0.4, "EL-KLR-CA-LSPC", 0.0574436, 0.00422873, 0.798013, 0.00797109
"australian", 100, 0.4, "EL-KLR-CA-KLR", 0.0574436, 0.00422873, 0.822326, 0.00783166
"australian", 150, 0.4, "PE-CA-LSPC", 0.0163584, 0.00133842, 0.861532, 0.00343819
"australian", 150, 0.4, "PE-CA-KLR", 0.0163584, 0.00133842, 0.866693, 0.0033467
