0.1,0,0
0.078475997,0,0
0.061584821,0,0
0.048329302,0,0
0.037926902,0.001219565,0.000880929
0.029763514,0.006475073,0.00476002
0.023357215,0.014369733,0.009703171
0.018329807,0.02608617,0.0131023
0.014384499,0.050913251,-0.001534313
0.011288379,0.094303448,-0.131650632
0.008858668,0.144952479,-0.520169331
0.006951928,0.22096837,-1.772129814
0.005455595,0.27281338,-3.269977002
0.004281332,0.337558771,-5.703135432
0.003359818,0.38573972,-7.677423207
0.002636651,0.423415973,-9.241117302
0.002069138,0.452387232,-10.44792319
0.001623777,0.478005728,-11.51641409
0.001274275,0.497410716,-12.32620056
0.001,0.50286307,-12.55359097
