colour	x	ymin	ymax	group
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#F8766D	0.1875	0.184372169593998	0.419706207837611	1
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
