x,y,group,PANEL
0.632127985433066,0.242606779601786,1,1
0.631766606909531,0.241962480273874,1,1
0.631134525205803,0.241962480273874,1,1
0.631044210639688,0.240459186668901,1,1
0.630412008676885,0.240244348732774,1,1
0.63014106497854,0.240244348732774,1,1
0.630050750412426,0.239600120898351,1,1
0.630050750412426,0.2387410551278,1,1
0.628786346486818,0.238311522242525,1,1
0.626618796900063,0.237667294408102,1,1
0.625535142365761,0.237237690029338,1,1
0.624902940402957,0.237237690029338,1,1
0.624361053006268,0.237237690029338,1,1
0.623548221911235,0.23702299508019,1,1
0.623367592779005,0.237452456471975,1,1
0.62345790734512,0.238096755799888,1,1
0.623728851043465,0.238311522242525,1,1
0.624361053006268,0.238311522242525,1,1
0.625173884101302,0.238526360178653,1,1
0.626347973460794,0.2387410551278,1,1
0.626799426032292,0.2387410551278,1,1
0.626799426032292,0.240244348732774,1,1
0.626528602593024,0.240888719554176,1,1
0.626167344328565,0.242392084652638,1,1
0.625986594937259,0.243036383980551,1,1
0.625625456931876,0.243465845372337,1,1
0.625173884101302,0.243895449751101,1,1
0.624812625836842,0.244754515521651,1,1
0.624722311270728,0.246472504075772,1,1
0.624541682138498,0.247761174225087,1,1
0.624902940402957,0.249049701387423,1,1
0.624993254969072,0.249908767157973,1,1
0.624812625836842,0.251197294320308,1,1
0.624902940402957,0.253130192304046,1,1
0.624451367572383,0.254203953023744,1,1
0.623819165609579,0.257640216105945,1,1
0.623548221911235,0.257854982548582,1,1
0.623367592779005,0.25806967749773,1,1
0.623096649080661,0.257640216105945,1,1
0.622916019948431,0.256351688943609,1,1
0.622825705382316,0.255277785236932,1,1
0.622825705382316,0.254633557402509,1,1
0.622645196509163,0.253774491631959,1,1
0.622554761683972,0.253559653695832,1,1
0.622374132551742,0.251626898699073,1,1
0.622374132551742,0.25098259937116,1,1
0.622103188853398,0.250767832928523,1,1
0.621922679980244,0.250338228549758,1,1
0.621832245155053,0.249908767157973,1,1
0.621922679980244,0.248834863451296,1,1
0.621741930588939,0.246043042683987,1,1
0.621741930588939,0.244539677585524,1,1
0.621651616022824,0.242606779601786,1,1
0.621561301456709,0.241533018882088,1,1
0.621380672324479,0.240888719554176,1,1
0.621109728626135,0.240673953111538,1,1
0.620929099493905,0.240673953111538,1,1
0.620658276054637,0.241318252439451,1,1
0.620116268398872,0.242177318210001,1,1
0.619935759525718,0.242821546044424,1,1
0.619122928430685,0.243036383980551,1,1
0.618671355600111,0.243036383980551,1,1
0.618400411901767,0.243036383980551,1,1
0.618129347944346,0.243895449751101,1,1
0.617497145981542,0.243465845372337,1,1
0.617226322542274,0.255492623173059,1,1
0.617045693410044,0.265371665053917,1,1
0.616865064277815,0.270096455298453,1,1
0.616503806013356,0.2816937002139,1,1
0.616323176881126,0.291572742094758,1,1
0.616142547748896,0.298874586663965,1,1
0.616865064277815,0.311330825856473,1,1
0.616865064277815,0.314552322496036,1,1
0.617497145981542,0.32464620231302,1,1
0.618129347944346,0.337531902897314,1,1
0.618310097335652,0.339894333766326,1,1
0.618942179039379,0.351062045796499,1,1
0.619303557562915,0.360296859842933,1,1
0.619664695568298,0.368028308790905,1,1
0.620387212097216,0.380269710047286,1,1
0.620387212097216,0.380914009375199,1,1
0.620748470361676,0.389719290536358,1,1
0.62101941406002,0.395303075057955,1,1
0.621290478017441,0.399813170353343,1,1
0.621922679980244,0.411625038724449,1,1
0.621561301456709,0.411839948154065,1,1
0.62101941406002,0.413558079695166,1,1
0.620658276054637,0.415276211236266,1,1
0.620748470361676,0.415920367577199,1,1
0.623819165609579,0.415920367577199,1,1
0.629870121280196,0.415705601134562,1,1
0.635830762384698,0.415490834691924,1,1
0.636192140908233,0.415490834691924,1,1
0.642152661753658,0.415276211236266,1,1
0.642875178282577,0.415061301806649,1,1
0.650280852444916,0.415061301806649,1,1
0.657505897475025,0.414846535364012,1,1
0.661299109251847,0.414631768921374,1,1
0.66166024725723,0.409477517285052,1,1
0.662382763786149,0.401101769009168,1,1
0.662653827743569,0.399813170353343,1,1
0.663556853145641,0.38778639255262,1,1
0.664189055108445,0.380914009375199,1,1
0.664550313372904,0.37640405706679,1,1
0.664730942505134,0.374471159083052,1,1
0.665453459034052,0.365236345036617,1,1
0.665995346430741,0.359008118200129,1,1
0.666266290129086,0.356645973305075,1,1
0.667079121224119,0.34483396194699,1,1
0.667169435790234,0.344404286074735,1,1
0.667891952319152,0.335599147900555,1,1
0.667891952319152,0.335169472028301,1,1
0.668253090324536,0.334525315687367,1,1
0.668614468848071,0.33259241770363,1,1
0.668885292287339,0.33173335193308,1,1
0.668885292287339,0.331089052605167,1,1
0.668975606853454,0.330444896264234,1,1
0.669336985376989,0.328297088850879,1,1
0.669336985376989,0.326793723752416,1,1
0.669878872773678,0.325720034526208,1,1
0.670149696212947,0.32378713654247,1,1
0.67078189817575,0.322713447316262,1,1
0.67114315644021,0.321639472116095,1,1
0.671052841874095,0.320565639902907,1,1
0.671323785572439,0.318847651348786,1,1
0.6712335912654,0.317129519807686,1,1
0.670872212741865,0.315626154709223,1,1
0.671323785572439,0.314552322496036,1,1
0.672136616667473,0.313478490282848,1,1
0.672497874931932,0.31240465806966,1,1
0.672046302101358,0.311760501728727,1,1
0.671685043836899,0.31154559229911,1,1
0.671414100138554,0.310471760085923,1,1
0.671052841874095,0.30982746075801,1,1
0.670149696212947,0.30896839498746,1,1
0.669969187339793,0.307465172875976,1,1
0.669969187339793,0.306820873548064,1,1
0.669969187339793,0.306176574220151,1,1
0.669969187339793,0.305317508449601,1,1
0.669969187339793,0.304029052780755,1,1
0.669969187339793,0.302740311137951,1,1
0.669698123382373,0.301451783975615,1,1
0.669246670810875,0.300592718205065,1,1
0.668704783414186,0.298015663880394,1,1
0.668794977721225,0.295008862189979,1,1
0.668794977721225,0.294579400798193,1,1
0.668885292287339,0.292861269257093,1,1
0.669066041678645,0.291143137715993,1,1
0.669698123382373,0.288566083391322,1,1
0.669969187339793,0.286418490458436,1,1
0.669969187339793,0.285129820309121,1,1
0.669607808816258,0.283411688768021,1,1
0.669607808816258,0.282123161605685,1,1
0.669427179684028,0.28083463444335,1,1
0.669427179684028,0.2782574371317,1,1
0.669336985376989,0.276754072033237,1,1
0.668975606853454,0.276109772705324,1,1
0.668975606853454,0.275035940492137,1,1
0.66915635624476,0.272673509623124,1,1
0.66915635624476,0.272029281788701,1,1
0.669517494250143,0.270740754626365,1,1
0.670240010779061,0.269666850919688,1,1
0.670330325345176,0.269022623085265,1,1
0.670420639911291,0.268378323757352,1,1
0.670420639911291,0.266875030152379,1,1
0.670691583609636,0.265586502990044,1,1
0.670691583609636,0.265371665053917,1,1
0.663105280315067,0.265801126445702,1,1
0.662744142309684,0.265801126445702,1,1
0.654435322486197,0.265801126445702,1,1
0.651996829201097,0.265801126445702,1,1
0.649016568778384,0.265801126445702,1,1
0.644049387901146,0.265801126445702,1,1
0.642604354843309,0.265801126445702,1,1
0.636553278913616,0.265801126445702,1,1
0.629870121280196,0.265801126445702,1,1
0.629870121280196,0.263868371448943,1,1
0.629779926973157,0.263009305678393,1,1
0.629418548449622,0.261720778516058,1,1
0.629328233883507,0.260861712745508,1,1
0.629418548449622,0.260217413417595,1,1
0.629779926973157,0.259573042596193,1,1
0.630773266941344,0.256995916778032,1,1
0.631676412602492,0.255063018794294,1,1
0.632127985433066,0.254633557402509,1,1
0.632308614565296,0.254203953023744,1,1
0.63276018739587,0.253344887253194,1,1
0.6329408165281,0.252271126533496,1,1
0.6329408165281,0.251197294320308,1,1
0.63257955826364,0.249908767157973,1,1
0.632127985433066,0.24840540205951,1,1
0.632037670866951,0.247761174225087,1,1
0.632127985433066,0.247116874897175,1,1
0.632398808872335,0.246472504075772,1,1
0.633121325401253,0.245183976913437,1,1
0.633211639967368,0.244754515521651,1,1
0.633031010835138,0.24411007320676,1,1
0.63276018739587,0.24411007320676,1,1
0.632489123438449,0.243895449751101,1,1
0.632489123438449,0.243680611814974,1,1
0.632308614565296,0.243036383980551,1,1
0.632127985433066,0.242606779601786,1,1
0.203773334154142,0.416135134019837,2,1
0.203682899328951,0.419356487672421,2,1
0.204315101291754,0.420000787000333,2,1
0.204766794381405,0.422148594413687,2,1
0.204586044990099,0.424296115853084,2,1
0.204405536116945,0.426014247394184,2,1
0.204224906984716,0.428806211148472,2,1
0.203953843027295,0.43073896614523,2,1
0.203321641064491,0.432457097686331,2,1
0.203412075889682,0.434175229227431,2,1
0.203321641064491,0.435678594325893,2,1
0.203231326498377,0.438255791637544,2,1
0.203050697366147,0.44040331307694,2,1
0.202779873926879,0.44212144461804,2,1
0.202779873926879,0.445128174814966,2,1
0.202960503059108,0.448564294910187,2,1
0.202599244794649,0.449638127123375,2,1
0.202237866271114,0.451356258664475,2,1
0.202237866271114,0.45350392309085,2,1
0.20187672826573,0.45522205463195,2,1
0.202237866271114,0.45694018617305,2,1
0.202779873926879,0.457369576071346,2,1
0.203682899328951,0.458228641841896,2,1
0.205037617820673,0.458658174727172,2,1
0.206121392614051,0.458013875399259,2,1
