colour	x	y	fill
#F8766D	0.310526716685074	0.0464646464646465	#F8766D
#7CAE00	0.183893818791179	0.112121212121212	#7CAE00
#7CAE00	0.387077731652512	0.297979797979798	#7CAE00
#7CAE00	0.437921316220436	0.278787878787879	#7CAE00
#F8766D	0.455250028563812	0.309090909090909	#F8766D
#7CAE00	0.468579807289485	0.42020202020202	#7CAE00
#7CAE00	0.153997029363598	0.146464646464646	#7CAE00
#7CAE00	0.498857447537799	0.25959595959596	#7CAE00
#7CAE00	0.273393761663556	0.142424242424242	#7CAE00
#7CAE00	0.268442700994021	0.270707070707071	#7CAE00
#7CAE00	0.182560840918612	0.117171717171717	#7CAE00
#F8766D	0.658433941425144	0.44949494949495	#F8766D
#7CAE00	0.280629927257493	0.103030303030303	#7CAE00
#7CAE00	0.337947975777888	0.247474747474748	#7CAE00
#F8766D	0.269394828045854	0.24949494949495	#F8766D
#7CAE00	0.397931980043417	0.34040404040404	#7CAE00
#F8766D	0.183703393380813	0.113131313131313	#F8766D
#7CAE00	0.297196937959401	0.319191919191919	#7CAE00
#F8766D	0.310145865864341	0.297979797979798	#F8766D
#7CAE00	0.380222416879308	0.282828282828283	#7CAE00
#7CAE00	0.328236279849183	0.356565656565657	#7CAE00
#F8766D	0.373367102106105	0.222222222222222	#F8766D
#F8766D	0.28729481662033	0.16969696969697	#F8766D
#7CAE00	0.737650912137716	0.71010101010101	#7CAE00
#7CAE00	0.364417107818867	0.265656565656566	#7CAE00
#7CAE00	0.326141600335149	0.180808080808081	#7CAE00
#7CAE00	0.241592718132308	0.146464646464646	#7CAE00
#7CAE00	0.228643790227368	0.146464646464646	#7CAE00
#7CAE00	0.400217084967818	0.378787878787879	#7CAE00
#F8766D	0.361179875842632	0.247474747474748	#F8766D
#7CAE00	0.168850211372206	0.0909090909090909	#7CAE00
#7CAE00	0.336424572494954	0.196969696969697	#7CAE00
#F8766D	0.27377461248429	0.247474747474748	#F8766D
#F8766D	0.380984118520775	0.191919191919192	#F8766D
#7CAE00	0.325570324104048	0.274747474747475	#7CAE00
#7CAE00	0.445157481814373	0.308080808080808	#7CAE00
#7CAE00	0.297577788780135	0.146464646464646	#7CAE00
#F8766D	0.309384164222874	0.254545454545455	#F8766D
#7CAE00	0.342899036447424	0.177777777777778	#7CAE00
#7CAE00	0.582454202688807	0.44949494949495	#7CAE00
#7CAE00	0.292436302700232	0.170707070707071	#7CAE00
#7CAE00	0.319476710972312	0.201010101010101	#7CAE00
#7CAE00	0.252446966523213	0.253535353535354	#7CAE00
#7CAE00	0.171325741706973	0.0777777777777778	#7CAE00
#7CAE00	0.565887191986899	0.51010101010101	#7CAE00
#7CAE00	0.335282020032753	0.247474747474748	#7CAE00
#7CAE00	0.410309631717256	0.44949494949495	#7CAE00
#7CAE00	0.603972274060251	0.550505050505051	#7CAE00
#7CAE00	0.530658491069048	0.151515151515152	#7CAE00
#7CAE00	0.330521384773584	0.247474747474748	#7CAE00
#7CAE00	0.225787409071867	0.196969696969697	#7CAE00
#F8766D	0.182941691739346	0.207070707070707	#F8766D
#F8766D	0.64986479795864	0.46969696969697	#F8766D
#7CAE00	0.176276802376509	0.102020202020202	#7CAE00
#7CAE00	0.473721293369387	0.382828282828283	#7CAE00
#7CAE00	0.358133069276764	0.298989898989899	#7CAE00
#C77CFF	0.710800929276002	0.247474747474748	#C77CFF
#F8766D	0.489907453250562	0.095959595959596	#F8766D
#C77CFF	0.201032105724188	0.122222222222222	#C77CFF
#7CAE00	0.906177400312298	0.624242424242424	#7CAE00
#C77CFF	0.373367102106105	0.268686868686869	#C77CFF
#C77CFF	0.249971436188445	0.146464646464646	#C77CFF
#C77CFF	0.196842746696119	0.144444444444444	#C77CFF
#C77CFF	0.335282020032753	0.324242424242424	#C77CFF
#7CAE00	0.32195224130708	0.211111111111111	#7CAE00
#7CAE00	0.369368168488403	0.262626262626263	#7CAE00
#F8766D	0.300243744525269	0.193939393939394	#F8766D
#00BFC4	0.0454545454545454	0.0454545454545455	#00BFC4
#7CAE00	0.372224549643905	0.147474747474747	#7CAE00
#C77CFF	0.272822485432456	0.155555555555556	#C77CFF
#7CAE00	0.215885287732795	0.143434343434343	#7CAE00
#F8766D	0.312050119968009	0.247474747474748	#F8766D
#00BFC4	0.498476596717066	0.261616161616162	#00BFC4
#00BFC4	0.468389381879118	0.44949494949495	#00BFC4
#F8766D	0.267490573942187	0.166666666666667	#F8766D
#7CAE00	0.187131050767414	0.0707070707070707	#7CAE00
#C77CFF	0.328236279849183	0.255555555555556	#C77CFF
#7CAE00	0.504951060669536	0.348484848484849	#7CAE00
#7CAE00	0.420402178466695	0.247474747474748	#7CAE00
#7CAE00	0.316239478996077	0.218181818181818	#7CAE00
#C77CFF	0.357180942224931	0.247474747474748	#C77CFF
#7CAE00	0.304242678142971	0.287878787878788	#7CAE00
#F8766D	0.178752332711277	0.129292929292929	#F8766D
#C77CFF	0.60930418555052	0.44949494949495	#C77CFF
#7CAE00	0.291293750238032	0.149494949494949	#7CAE00
#F8766D	0.650245648779373	0.466666666666667	#F8766D
#7CAE00	0.235118254179838	0.146464646464646	#7CAE00
#7CAE00	0.335091594622386	0.348484848484849	#7CAE00
#7CAE00	0.457535133488213	0.535353535353535	#7CAE00
#7CAE00	0.389934112808013	0.247474747474748	#7CAE00
#C77CFF	0.538656358304452	0.247474747474748	#C77CFF
#7CAE00	0.415260692386792	0.297979797979798	#7CAE00
#00BFC4	0.096488555432837	0.0454545454545455	#00BFC4
#00BFC4	0.297768214190502	0.378787878787879	#00BFC4
#F8766D	0.420211753056328	0.272727272727273	#F8766D
#C77CFF	0.751932817915223	0.422222222222222	#C77CFF
#C77CFF	0.50647446395247	0.348484848484849	#C77CFF
#C77CFF	0.216075713143162	0.095959595959596	#C77CFF
#C77CFF	0.387077731652512	0.247474747474748	#C77CFF
#7CAE00	0.224264005788932	0.095959595959596	#7CAE00
#00BFC4	0.203126785238222	0.196969696969697	#00BFC4
#00BFC4	0.279868225616026	0.247474747474748	#00BFC4
#00BFC4	0.830578512396694	0.196969696969697	#00BFC4
#00BFC4	0.413927714514225	0.295959595959596	#00BFC4
#F8766D	0.385363902959211	0.356565656565657	#F8766D
#C77CFF	0.279487374795293	0.11010101010101	#C77CFF
#C77CFF	0.37717561031344	0.354545454545455	#C77CFF
#C77CFF	0.467056404006551	0.377777777777778	#C77CFF
#7CAE00	0.334329892980919	0.324242424242424	#7CAE00
#00BFC4	0.259492706706783	0.348484848484849	#00BFC4
#7CAE00	0.253589518985413	0.247474747474748	#7CAE00
#F8766D	0.125052366987851	0.0454545454545455	#F8766D
#7CAE00	0.711943481738203	0.348484848484849	#7CAE00
#7CAE00	0.443062802300339	0.202020202020202	#7CAE00
#F8766D	0.476577674524889	0.348484848484849	#F8766D
#F8766D	0.316620329816811	0.297979797979798	#F8766D
#7CAE00	0.556937197699661	0.456565656565657	#7CAE00
#F8766D	0.189797006512549	0.095959595959596	#F8766D
#F8766D	0.223692729557832	0.126262626262626	#F8766D
#F8766D	0.445538332635107	0.239393939393939	#F8766D
#7CAE00	0.209601249190692	0.177777777777778	#7CAE00
#F8766D	0.242544845184141	0.114141414141414	#F8766D
#7CAE00	0.258540579654949	0.196969696969697	#7CAE00
#7CAE00	0.290722474006931	0.146464646464646	#7CAE00
#F8766D	0.224644856609666	0.198989898989899	#F8766D
#F8766D	0.554461667364893	0.368686868686869	#F8766D
#7CAE00	0.149236394104429	0.0939393939393939	#7CAE00
#F8766D	0.263491640324485	0.146464646464646	#F8766D
#F8766D	0.203698061469322	0.146464646464646	#F8766D
#7CAE00	0.421544730928895	0.164646464646465	#7CAE00
#7CAE00	0.350325627451727	0.095959595959596	#7CAE00
#F8766D	0.372986251285371	0.23030303030303	#F8766D
#F8766D	0.199699127851621	0.095959595959596	#F8766D
#F8766D	0.220455497581597	0.146464646464646	#F8766D
#F8766D	0.334710743801653	0.272727272727273	#F8766D
#F8766D	0.149045968694063	0.0707070707070707	#F8766D
#F8766D	0.183703393380813	0.146464646464646	#F8766D
#F8766D	0.256445900140915	0.146464646464646	#F8766D
#C77CFF	0.291674601058765	0.146464646464646	#C77CFF
#F8766D	0.237593784514606	0.222222222222222	#F8766D
#F8766D	0.319667136382679	0.297979797979798	#F8766D
#7CAE00	0.640153102029935	0.621212121212121	#7CAE00
#7CAE00	0.771356209772632	0.44949494949495	#7CAE00
#F8766D	0.502094679514034	0.44949494949495	#F8766D
#F8766D	0.299862893704536	0.176767676767677	#F8766D
#F8766D	0.145999162128194	0.095959595959596	#F8766D
#F8766D	0.34194690939559	0.0818181818181818	#F8766D
#F8766D	0.213028906577294	0.109090909090909	#F8766D
#7CAE00	0.173229995810641	0.119191919191919	#7CAE00
#7CAE00	0.130003427657387	0.146464646464646	#7CAE00
#7CAE00	0.254922496857981	0.196969696969697	#7CAE00
#7CAE00	0.237022508283505	0.146464646464646	#7CAE00
#7CAE00	0.315668202764977	0.221212121212121	#7CAE00
#7CAE00	0.454488326922345	0.146464646464646	#7CAE00
#7CAE00	0.363464980767034	0.146464646464646	#7CAE00
#F8766D	0.555413794416727	0.463636363636364	#F8766D
#7CAE00	0.90427314620863	0.44949494949495	#7CAE00
#F8766D	0.463057470388849	0.323232323232323	#F8766D
#F8766D	0.241973568953041	0.208080808080808	#F8766D
#7CAE00	0.301005446166736	0.146464646464646	#7CAE00
#7CAE00	0.396408576760483	0.297979797979798	#7CAE00
#7CAE00	0.228072513996268	0.196969696969697	#7CAE00
#F8766D	0.295673534676467	0.146464646464646	#F8766D
#7CAE00	0.249971436188445	0.146464646464646	#7CAE00
#00BFC4	0.320428838024146	0.247474747474748	#00BFC4
#7CAE00	0.453917050691244	0.295959595959596	#7CAE00
#7CAE00	0.382317096393343	0.170707070707071	#7CAE00
#7CAE00	0.590832920744944	0.398989898989899	#7CAE00
#00BFC4	0.188654454050348	0.107070707070707	#00BFC4
#00BFC4	0.189416155691816	0.146464646464646	#00BFC4
#C77CFF	0.954545454545455	0.954545454545455	#C77CFF
#C77CFF	0.288056518261797	0.263636363636364	#C77CFF
#C77CFF	0.125052366987851	0.464646464646465	#C77CFF
#C77CFF	0.593498876490079	0.265656565656566	#C77CFF
#C77CFF	0.30728948470884	0.348484848484849	#C77CFF
#C77CFF	0.613493544578589	0.258585858585859	#C77CFF
#C77CFF	0.327665003618083	0.146464646464646	#C77CFF
#C77CFF	0.262729938683018	0.146464646464646	#C77CFF
#00BFC4	0.169802338424039	0.348484848484849	#00BFC4
#C77CFF	0.646437140572038	0.303030303030303	#C77CFF
#C77CFF	0.646817991392771	0.316161616161616	#C77CFF
#C77CFF	0.4312564268576	0.515151515151515	#C77CFF
#C77CFF	0.850573180485204	0.297979797979798	#C77CFF
#C77CFF	0.428209620291732	0.601010101010101	#C77CFF
#C77CFF	0.759168983509159	0.247474747474748	#C77CFF
#7CAE00	0.380984118520775	0.44949494949495	#7CAE00
#00BFC4	0.384983052138477	0.297979797979798	#00BFC4
#C77CFF	0.567029744449099	0.146464646464646	#C77CFF
#00BFC4	0.332616064287618	0.297979797979798	#00BFC4
#C77CFF	0.426876642419164	0.348484848484849	#C77CFF
#C77CFF	0.285771413337396	0.095959595959596	#C77CFF
#00BFC4	0.364226682408501	0.367676767676768	#00BFC4
#C77CFF	0.528563811555014	0.203030303030303	#C77CFF
#C77CFF	0.281772479719694	0.148484848484848	#C77CFF
#C77CFF	0.302719274860037	0.348484848484849	#C77CFF
#7CAE00	0.13095555470922	0.0898989898989899	#7CAE00
#C77CFF	0.183893818791179	0.146464646464646	#C77CFF
#00BFC4	0.80791788856305	0.44949494949495	#00BFC4
#00BFC4	0.234546977948737	0.146464646464646	#00BFC4
#C77CFF	0.244258673877442	0.146464646464646	#C77CFF
#C77CFF	0.343279887268157	0.348484848484849	#C77CFF
#00BFC4	0.229595917279202	0.147474747474747	#00BFC4
#00BFC4	0.234546977948737	0.146464646464646	#00BFC4
#00BFC4	0.299291617473436	0.196969696969697	#00BFC4
#C77CFF	0.377937311954907	0.348484848484849	#C77CFF
#00BFC4	0.300624595346003	0.270707070707071	#00BFC4
#C77CFF	0.493335110637163	0.288888888888889	#C77CFF
#C77CFF	0.724511558822409	0.247474747474748	#C77CFF
#C77CFF	0.449156415432075	0.149494949494949	#C77CFF
#00BFC4	0.229976768099935	0.16969696969697	#00BFC4
#C77CFF	0.559412728034429	0.146464646464646	#C77CFF
#C77CFF	0.48000533191149	0.465656565656566	#C77CFF
#7CAE00	0.907319952774498	0.853535353535354	#7CAE00
#00BFC4	0.23968846402864	0.196969696969697	#00BFC4
#00BFC4	0.523422325475111	0.601010101010101	#00BFC4
#00BFC4	0.23264272384507	0.0555555555555556	#00BFC4
#C77CFF	0.523041474654378	0.247474747474748	#C77CFF
#C77CFF	0.207696995087024	0.095959595959596	#C77CFF
#C77CFF	0.134383212095822	0.0898989898989899	#C77CFF
#00BFC4	0.560936131317363	0.256565656565657	#00BFC4
#C77CFF	0.21855124347793	0.166666666666667	#C77CFF
#00BFC4	0.242544845184141	0.295959595959596	#00BFC4
#C77CFF	0.15037894656663	0.138383838383838	#C77CFF
#F8766D	0.291293750238032	0.247474747474748	#F8766D
#C77CFF	0.242544845184141	0.104040404040404	#C77CFF
#00BFC4	0.296816087138668	0.196969696969697	#00BFC4
#00BFC4	0.17913318353201	0.146464646464646	#00BFC4
#7CAE00	0.376413908671973	0.247474747474748	#7CAE00
#7CAE00	0.239878889439007	0.219191919191919	#7CAE00
#00BFC4	0.408214952203222	0.235353535353535	#00BFC4
#C77CFF	0.44420535476254	0.146464646464646	#C77CFF
#C77CFF	0.285771413337396	0.247474747474748	#C77CFF
#7CAE00	0.208077845907758	0.286868686868687	#7CAE00
#7CAE00	0.19208211143695	0.0929292929292929	#7CAE00
#C77CFF	0.282724606771528	0.247474747474748	#C77CFF
#7CAE00	0.178752332711277	0.0707070707070707	#7CAE00
#C77CFF	0.226929961534067	0.0454545454545455	#C77CFF
#C77CFF	0.612160566706021	0.0626262626262626	#C77CFF
#F8766D	0.669288189816049	0.416161616161616	#F8766D
#7CAE00	0.539798910766653	0.542424242424242	#7CAE00
#00BFC4	0.504570209848802	0.146464646464646	#00BFC4
#C77CFF	0.418688349773394	0.146464646464646	#C77CFF
#7CAE00	0.326332025745515	0.121212121212121	#7CAE00
#F8766D	0.344612865140724	0.247474747474748	#F8766D
