x	y	label
0.0454545454545454	0.0454545454545455	solid
0.0454545454545454	0.121212121212121	22
0.0454545454545454	0.196969696969697	42
0.0454545454545454	0.272727272727273	44
0.0454545454545454	0.348484848484848	13
0.0454545454545454	0.424242424242424	1343
0.0454545454545454	0.5	73
0.0454545454545454	0.575757575757576	2262
0.0454545454545454	0.651515151515151	12223242
0.0454545454545454	0.727272727272727	F282
0.0454545454545454	0.803030303030303	F4448444
0.0454545454545454	0.878787878787879	224282F2
0.0454545454545454	0.954545454545455	F1
