x,y,PANEL,group
0.626721768595041,0.668362051007801,1,1
0.318181818181818,0.561109229128449,1,1
0.62396694214876,0.363736560024322,1,1
0.62396694214876,0.668362051007801,1,1
0.62396694214876,0.610363504174754,1,1
0.293388429752066,0.634013963033446,1,1
0.687327818181818,0.409832077620955,1,1
0.670798892561983,0.733354139510757,1,1
0.298898066115702,0.634013963033446,1,1
0.761707983471074,0.347830559495792,1,1
0.265840214876033,0.679525742013131,1,1
0.863636363636364,0.245985972008344,1,1
0.230027553719008,0.764168549245573,1,1
0.767217636363636,0.315148209846721,1,1
0.687327818181818,0.774209609787365,1,1
0.25482094214876,0.586073766918701,1,1
0.734159785123967,0.409832077620955,1,1
0.293388429752066,0.701445501118427,1,1
0.74517905785124,0.481763703072238,1,1
0.659779619834711,0.690552451756219,1,1
0.276859504132231,0.712208091662202,1,1
0.783746561983471,0.315148209846721,1,1
0.293388429752066,0.722843311279651,1,1
0.62396694214876,0.379365920387763,1,1
0.293388429752066,0.657057932536103,1,1
0.62396694214876,0.363736560024322,1,1
0.43112947107438,0.754014027991656,1,1
0.706611570247934,0.522311884725852,1,1
0.634986231404959,0.622266533411168,1,1
0.577134991735537,0.64560980868485,1,1
0.544077140495868,0.598300697967666,1,1
0.701101933884298,0.722843311279651,1,1
0.329201107438017,0.610363504174754,1,1
0.769972446280992,0.481763703072238,1,1
0.392561983471074,0.622266533411168,1,1
0.648760330578512,0.379365920387763,1,1
0.326446280991736,0.784139717113486,1,1
0.750688710743802,0.245985972008344,1,1
0.265840214876033,0.743743452554173,1,1
0.723140495867769,0.209300651067156,1,1
0.337465570247934,0.803676694578365,1,1
0.646005504132231,0.315148209846721,1,1
0.293388429752066,0.733354139510757,1,1
0.62396694214876,0.298350233493901,1,1
0.293388429752066,0.64560980868485,1,1
0.62396694214876,0.28123227651844,1,1
0.27410467768595,0.701445501118427,1,1
0.668044082644628,0.409832077620955,1,1
0.30716252892562,0.743743452554173,1,1
0.701101933884298,0.227830494537581,1,1
0.37603305785124,0.668362051007801,1,1
0.62396694214876,0.409832077620955,1,1
0.25482094214876,0.79396129650406,1,1
0.679063355371901,0.110446633957501,1,1
0.323691454545455,0.764168549245573,1,1
0.703856743801653,0.409832077620955,1,1
0.604683190082644,0.712208091662202,1,1
0.513774099173554,0.535431323117214,1,1
0.579889801652893,0.598300697967666,1,1
0.62396694214876,0.561109229128449,1,1
0.285123966942149,0.938055715399977,1,1
0.833333338842975,0.245985972008344,1,1
0.293388429752066,0.634013963033446,1,1
0.62396694214876,0.363736560024322,1,1
0.293388429752066,0.668362051007801,1,1
0.62396694214876,0.424686392167323,1,1
0.293388429752066,0.690552451756219,1,1
