fill	y	density	scaled	count	n	x	group	violinwidth	width	ymin	ymax	xmin	xmax	xminv	xmaxv
#F8766D	0.157388592620679	0.0850563649739037	0.232928231802735	4.25281824869519	50	0.15474446740274	1	0.232928231802735	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.895182295688769	1.10481770431123
#F8766D	0.158650678962269	0.0893704260920591	0.244742357981877	4.46852130460296	50	0.153083105908799	1	0.244742357981877	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.889865938908155	1.11013406109184
#F8766D	0.15991276530386	0.0937492945294617	0.256733960053444	4.68746472647309	50	0.151396786867484	1	0.256733960053444	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.88446971797595	1.11553028202405
#F8766D	0.161174851645451	0.0982125217969603	0.268956580146263	4.91062608984801	50	0.149677980916932	1	0.268956580146263	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.878969538934182	1.12103046106582
#F8766D	0.162436937987041	0.102771301468119	0.281440872042667	5.13856507340596	50	0.147922377369	1	0.281440872042667	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.8733516075808	1.1266483924192
#F8766D	0.163699024328632	0.10743707550908	0.294218169752079	5.37185377545398	50	0.146125569878614	1	0.294218169752079	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.867601823611564	1.13239817638844
#F8766D	0.164961110670222	0.112228867351792	0.307340569250719	5.61144336758958	50	0.144280232449118	1	0.307340569250719	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.861696743837176	1.13830325616282
#F8766D	0.166223197011813	0.117161942212241	0.320849874579573	5.85809711061204	50	0.142380486387247	1	0.320849874579573	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.855617556439192	1.14438244356081
#F8766D	0.167485283353404	0.122236869652532	0.334747645493683	6.11184348262659	50	0.140426112352451	1	0.334747645493683	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.849363559527843	1.15063644047216
#F8766D	0.168747369694994	0.127459882113125	0.349050949632096	6.37299410565625	50	0.138414710207987	1	0.349050949632096	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.842927072665557	1.15707292733444
#F8766D	0.170009456036585	0.132843648316927	0.36379448049749	6.64218241584637	50	0.13634140118004	1	0.36379448049749	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.836292483776129	1.16370751622387
#F8766D	0.171271542378176	0.138367772412339	0.378922383720228	6.91838862061694	50	0.134214039789343	1	0.378922383720228	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.829484927325897	1.1705150726741
#F8766D	0.172533628719766	0.144021039868066	0.394403948124896	7.20105199340328	50	0.132036944794937	1	0.394403948124896	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.822518223343797	1.1774817766562
#F8766D	0.173795715061357	0.149793809985769	0.410212772503094	7.48969049928847	50	0.129813828866752	1	0.410212772503094	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.815404252373608	1.18459574762639
#F8766D	0.175057801402948	0.155652465461975	0.426256795325284	7.78262327309873	50	0.127557638157382	1	0.426256795325284	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.808184442103622	1.19181555789638
#F8766D	0.176319887744538	0.161565025427868	0.442448436464731	8.07825127139341	50	0.125280688622147	1	0.442448436464731	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.800898203590871	1.19910179640913
#F8766D	0.177581974086129	0.167496570919023	0.458692069772315	8.37482854595113	50	0.122996427688268	1	0.458692069772315	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.793588568602458	1.20641143139754
#F8766D	0.178844060427719	0.173400988728891	0.474861413485735	8.67004943644455	50	0.120722613728568	1	0.474861413485735	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.786312363931419	1.21368763606858
#F8766D	0.18010614676931	0.179235324715109	0.490838836991076	8.96176623575547	50	0.11847578854813	1	0.490838836991076	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.779122523354016	1.22087747664598
#F8766D	0.181368233110901	0.184954432345512	0.506500705779474	9.24772161727562	50	0.116273338249761	1	0.506500705779474	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.772074682399237	1.22792531760076
#F8766D	0.182630319452491	0.190494416347311	0.521672041612486	9.52472081736554	50	0.114139869148244	1	0.521672041612486	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.765247581274381	1.23475241872562
#F8766D	0.183892405794082	0.195823452865098	0.536265694347129	9.79117264325488	50	0.112087636732435	1	0.536265694347129	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.758680437543792	1.24131956245621
#F8766D	0.185154492135673	0.200901918568678	0.550173154852511	10.0450959284339	50	0.110131900098866	1	0.550173154852511	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.75242208031637	1.24757791968363
#F8766D	0.186416578477263	0.205666268458856	0.56322040412009	10.2833134229428	50	0.108297130670612	1	0.56322040412009	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.746550818145959	1.25344918185404
#F8766D	0.187678664818854	0.210099594160391	0.57536113829067	10.5049797080195	50	0.106589839927874	1	0.57536113829067	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.741087487769198	1.2589125122308
#F8766D	0.188940751160445	0.214186420354697	0.586552977953899	10.7093210177349	50	0.105015987475233	1	0.586552977953899	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.736051159920746	1.26394884007925
#F8766D	0.190202837502035	0.217893361352231	0.596704495858731	10.8946680676115	50	0.103588430269866	1	0.596704495858731	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.731482976863571	1.26851702313643
#F8766D	0.191464923843626	0.22120975114186	0.605786482961096	11.060487557093	50	0.102311275833596	1	0.605786482961096	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.727396082667507	1.27260391733249
#F8766D	0.192727010185216	0.224161267233923	0.613869257538547	11.2080633616961	50	0.101174635658642	1	0.613869257538547	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.723758834107654	1.27624116589235
#F8766D	0.193989096526807	0.226756041317891	0.620975088354287	11.3378020658946	50	0.100175378200178	1	0.620975088354287	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.720561210240571	1.27943878975943
#F8766D	0.195251182868398	0.22899312877715	0.627101388560427	11.4496564388575	50	0.09931386723369	1	0.627101388560427	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.717804375147808	1.28219562485219
#F8766D	0.196513269209988	0.230938135924647	0.632427822106571	11.5469067962323	50	0.0985648375162634	1	0.632427822106571	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.715407480052043	1.28459251994796
#F8766D	0.197775355551579	0.232630080509982	0.637061239731358	11.6315040254991	50	0.0979132631627777	1	0.637061239731358	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.713322442120889	1.28667755787911
#F8766D	0.19903744189317	0.23410227626696	0.641092871633867	11.705113813348	50	0.0973463149264874	1	0.641092871633867	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.71150820776476	1.28849179223524
#F8766D	0.20029952823476	0.235427856254503	0.644722993879349	11.7713928127251	50	0.0968358289857166	1	0.644722993879349	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.709874652754293	1.29012534724571
#F8766D	0.201561614576351	0.236667353150799	0.648117376186514	11.8333676575399	50	0.0963584939737715	1	0.648117376186514	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.708347180716069	1.29165281928393
#F8766D	0.202823700917941	0.237881523569371	0.651442401524616	11.8940761784685	50	0.0958909122856009	1	0.651442401524616	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.706850919313923	1.29314908068608
#F8766D	0.204085787259532	0.239142111428707	0.654894541775346	11.9571055714354	50	0.095405455062842	1	0.654894541775346	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.705297456201094	1.29470254379891
#F8766D	0.205347873601123	0.240509423600577	0.658638948282886	12.0254711800288	50	0.0948788978977192	1	0.658638948282886	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.703612473272701	1.2963875267273
#F8766D	0.206609959942713	0.242043397523063	0.662839760691291	12.1021698761531	50	0.0942881586527872	1	0.662839760691291	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.701722107688919	1.29827789231108
#F8766D	0.207872046284304	0.243822302260433	0.667711320099552	12.1911151130216	50	0.0936030956110005	1	0.667711320099552	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.699529905955202	1.3004700940448
#F8766D	0.209134132625895	0.245877783290601	0.673340288161003	12.2938891645301	50	0.092811521977359	1	0.673340288161003	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.696996870327549	1.30300312967245
#F8766D	0.210396218967485	0.248250233975767	0.679837282751641	12.4125116987884	50	0.0918978821130504	1	0.679837282751641	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.694073222761761	1.30592677723824
#F8766D	0.211658305309076	0.251006738465458	0.687386014900459	12.5503369232729	50	0.090836341654623	1	0.687386014900459	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.690676293294794	1.30932370670521
#F8766D	0.212920391650667	0.254151460579209	0.695997887294626	12.7075730289605	50	0.0896252970991932	1	0.695997887294626	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.686800950717418	1.31319904928258
#F8766D	0.214182477992257	0.257691110132904	0.705691274873516	12.8845555066452	50	0.0882621644709118	1	0.705691274873516	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.682438926306918	1.31756107369308
#F8766D	0.215444564333848	0.261651533090603	0.716536957227925	13.0825766545301	50	0.0867369903898231	1	0.716536957227925	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.677558369247434	1.32244163075257
#F8766D	0.216706650675438	0.266027884308483	0.728521665853097	13.3013942154241	50	0.0850516407394082	1	0.728521665853097	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.672165250366106	1.32783474963389
#F8766D	0.217968737017029	0.270781384224343	0.741539202290442	13.5390692112172	50	0.0832210496779066	1	0.741539202290442	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.666307358969301	1.3336926410307
#F8766D	0.21923082335862	0.275892454272379	0.755535950320694	13.794622713619	50	0.0812527569861524	1	0.755535950320694	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.660008822355688	1.33999117764431
#F8766D	0.22049290970021	0.281345088460097	0.770468077274413	14.0672544230048	50	0.0791529266332856	1	0.770468077274413	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.653289365226514	1.34671063477349
#F8766D	0.221754996041801	0.287063093910171	0.786126927724145	14.3531546955086	50	0.0769509007887921	1	0.786126927724145	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.646242882524135	1.35375711747587
#F8766D	0.223017082383392	0.29299652384548	0.802375721612539	14.649826192274	50	0.0746659141482367	1	0.802375721612539	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.638930925274357	1.36106907472564
#F8766D	0.224279168724982	0.299096767977451	0.819081338877761	14.9548383988726	50	0.0723166867203149	1	0.819081338877761	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.631413397505008	1.36858660249499
#F8766D	0.225541255066573	0.305282222393056	0.836020305883525	15.2641111196528	50	0.0699346444851294	1	0.836020305883525	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.623790862352414	1.37620913764759
#F8766D	0.226803341408164	0.311485342765711	0.853007651398529	15.5742671382855	50	0.0675457990220818	1	0.853007651398529	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.616146556870662	1.38385344312934
#F8766D	0.228065427749754	0.317632811195756	0.869842593168178	15.8816405597878	50	0.065178385335725	1	0.869842593168178	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.60857083307432	1.39142916692568
#F8766D	0.229327514091345	0.323644252693002	0.886305022981264	16.1822126346501	50	0.0628633561432598	1	0.886305022981264	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.601162739658431	1.39883726034157
#F8766D	0.230589600432935	0.329457190677398	0.902223847712367	16.4728595338699	50	0.0606247714154484	1	0.902223847712367	0.9	0.157388592620679	0.310101039953145	0.046875	0.328125	0.593999268529435	1.40600073147057
