fill,y,density,scaled,count,n,x,group,PANEL,violinwidth,width,ymin,ymax,xmin,xmax,xminv,xmaxv
#F8766D,0.259948556400278,0.0805418392060782,0.213694089527111,4.02709196030391,50,0.159810137305853,1,1,0.19690569026949,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.91139243937873,1.08860756062127
#F8766D,0.261791963434226,0.0840499304440077,0.22300177818256,4.20249652220039,50,0.158604073902604,1,1,0.205482141137038,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.907533036488333,1.09246696351167
#F8766D,0.263635370468174,0.0873801277331526,0.231837477549055,4.36900638665763,50,0.157459169507698,1,1,0.213623683500813,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.903869342424634,1.09613065757537
#F8766D,0.265478777502122,0.090519605651374,0.240167159139864,4.5259802825687,50,0.156379833434127,1,1,0.221298962246205,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.900415466989208,1.09958453301079
#F8766D,0.26732218453607,0.0934439916696493,0.247926157615205,4.67219958348247,50,0.155374444829783,1,1,0.228448392321543,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.897198223455306,1.10280177654469
#F8766D,0.269165591570018,0.0961616829092341,0.25513675226742,4.8080841454617,50,0.154440116808335,1,1,0.235092502696283,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.894208373786673,1.10579162621333
#F8766D,0.271008998603966,0.0986840179583637,0.261829026706634,4.93420089791819,50,0.153572951222504,1,1,0.241259013528858,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.891433443912014,1.10856655608799
#F8766D,0.272852405637914,0.101013832402677,0.268010504325624,5.05069162013387,50,0.152771973212792,1,1,0.246954857153482,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.888870314280933,1.11112968571907
#F8766D,0.274695812671862,0.103171615997223,0.273735548665042,5.15858079986117,50,0.152030138508672,1,1,0.252230126160552,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.886496443227752,1.11350355677225
#F8766D,0.27653921970581,0.105193785577105,0.279100781089603,5.25968927885525,50,0.151334927192875,1,1,0.25717385107289,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.8842717670172,1.1157282329828
#F8766D,0.278382626739758,0.10710959775651,0.284183825423062,5.35547988782549,50,0.150676280994596,1,1,0.261857557371764,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.882164099182706,1.11783590081729
#F8766D,0.280226033773706,0.108957156868777,0.289085780310549,5.44785784343884,50,0.150041099843504,1,1,0.266374401112863,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.880131519499212,1.11986848050079
#F8766D,0.282069440807654,0.110787948016495,0.293943246334202,5.53939740082476,50,0.149411683430845,1,1,0.270850251158433,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.878117386978705,1.12188261302129
#F8766D,0.283912847841602,0.112646902202295,0.298875434698942,5.63234511011473,50,0.148772584713124,1,1,0.275394953151115,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.876072271081998,1.123927728918
#F8766D,0.28575625487555,0.114596037987151,0.304046893421705,5.72980189935757,50,0.148102482033735,1,1,0.280160127760105,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.873927942507953,1.12607205749205
#F8766D,0.287599661909498,0.116684603403217,0.309588287675963,5.83423017016084,50,0.14738444417703,1,1,0.285266174741117,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.871630221366497,1.1283697786335
#F8766D,0.289443068943446,0.118961267776984,0.315628747209874,5.94806338884922,50,0.146601738883338,1,1,0.290832079051816,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.869125564426683,1.13087443557332
#F8766D,0.291286475977394,0.121495743035094,0.322353232124167,6.0747871517547,50,0.145730399557213,1,1,0.297028269815378,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.86633727858308,1.13366272141692
#F8766D,0.293129883011342,0.124334656192881,0.329885453494823,6.21673280964407,50,0.144754396074866,1,1,0.303968739023176,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.863214067439571,1.13678593256043
#F8766D,0.29497329004529,0.127510199985565,0.338310825279476,6.37550999927824,50,0.143662660742455,1,1,0.311732190275878,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.859720514375855,1.14027948562415
#F8766D,0.296816697079238,0.131076521841882,0.347773011759927,6.55382609209412,50,0.142436577957433,1,1,0.320451001191589,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.855797049463785,1.14420295053622
#F8766D,0.298660104113186,0.135080783178717,0.358397141889536,6.75403915893583,50,0.141059933871559,1,1,0.330240470246689,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.85139178838899,1.14860821161101
#F8766D,0.300503511147134,0.13951920962278,0.370173201478519,6.97596048113898,50,0.139534026094612,1,1,0.341091369993869,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.846508883502759,1.15349111649724
#F8766D,0.302346918181082,0.14441186391705,0.383154421116548,7.22059319585248,50,0.137851957160581,1,1,0.353052749080311,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.84112626291386,1.15887373708614
#F8766D,0.30419032521503,0.149804571468695,0.397462385048018,7.49022857343475,50,0.135997972534371,1,1,0.366236639755583,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.835193512109988,1.16480648789001
#F8766D,0.306033732248978,0.155647758670912,0.412965564282842,7.78238793354559,50,0.133989115362491,1,1,0.380521846311178,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.82876516915997,1.17123483084003
#F8766D,0.307877139282926,0.161927846186041,0.429627930041122,8.09639230930207,50,0.131830054150141,1,1,0.395875170487888,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.82185617328045,1.17814382671955
#F8766D,0.309720546316874,0.168657475795118,0.44748302357191,8.43287378975588,50,0.12951644271918,1,1,0.412327518441387,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.814452616701376,1.18554738329862
#F8766D,0.311563953350822,0.175768740687498,0.466350674119039,8.7884370343749,50,0.127071627075625,1,1,0.42971287412889,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.806629206642,1.193370793358
#F8766D,0.31340736038477,0.183213690200193,0.486103658696658,9.16068451000967,50,0.124512092406396,1,1,0.447914009554516,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.798438695700468,1.20156130429953
#F8766D,0.315250767418718,0.190959105919362,0.506653842010473,9.54795529596809,50,0.121849259028279,1,1,0.46684971357668,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.789917628890494,1.21008237110951
#F8766D,0.317094174452666,0.198936374606759,0.527819179006375,9.94681873033794,50,0.119106715813402,1,1,0.486352243104693,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.781141490602888,1.21885850939711
#F8766D,0.318937581486614,0.207073251495351,0.549407989436353,10.3536625747675,50,0.116309300134481,1,1,0.506244976821471,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.772189760430338,1.22781023956966
#F8766D,0.320780988520562,0.215309288327988,0.571259891622979,10.7654644163994,50,0.113477793785884,1,1,0.526380133078158,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.763128940114829,1.23687105988517
#F8766D,0.32262439555451,0.223571403439109,0.593180984854062,11.1785701719555,50,0.11063732186166,1,1,0.546579044539304,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.754039429957313,1.24596057004269
#F8766D,0.324467802588458,0.23178962986203,0.614985632355098,11.5894814931015,50,0.107811938638689,1,1,0.56667065856932,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.744998203643806,1.25500179635619
#F8766D,0.326311209622406,0.239903472387978,0.636513327876335,11.9951736193989,50,0.105022442053063,1,1,0.586507078733775,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.736071814569801,1.2639281854302
#F8766D,0.328154616656354,0.247831218382031,0.657547270966045,12.3915609191015,50,0.102296924480914,1,1,0.605888537024615,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.727350158338923,1.27264984166108
#F8766D,0.329998023690302,0.255533838235626,0.677983908033344,12.7766919117813,50,0.0996488040973508,1,1,0.624719615307728,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.718876173111523,1.28112382688848
#F8766D,0.33184143072425,0.262968114240565,0.697708573596344,13.1484057120283,50,0.0970929389242144,1,1,0.64289465653892,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.710697404557486,1.28930259544251
#F8766D,0.333684837758198,0.270069342947529,0.716549596076298,13.5034671473765,50,0.0946515736686673,1,1,0.660255476133921,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.702885035739735,1.29711496426026
#F8766D,0.335528244792146,0.27682427919848,0.734471833340673,13.841213959924,50,0.0923292619467069,1,1,0.676769692823418,0.9,0.259948556400278,0.483000807507988,0.046875,0.328125,0.695453638229462,1.30454636177054
