a,b,anew,c,d
0,-10,-0.00113447830357952,-9.81180005433605,0.066316669930831
0.005,-10,0.00416108389465938,-9.76986946565904,0.0025360515647197
0.01,-10,0.01059846079216,-9.84667370278594,0.0674322258947182
0.015,-10,0.0137676391105062,-9.98735633460645,0.271880114074596
0.02,-10,0.0205964341636901,-9.87288524214076,0.31081383068381
0.025,-10,0.026231886709611,-9.88041030426043,0.238045413844045
0.03,-10,0.0309191094436133,-9.99758547951626,0.416547224285384
0.035,-10,0.035501800859891,-9.79534010778616,0.342020126630075
0.04,-10,0.0396922441199025,-9.83860655501574,0.322386741722458
0.045,-10,0.0451448304335518,-9.95672412420645,0.42795538255839
0.05,-10,0.0499323182162348,-9.71192140768831,0.561603282086791
0.055,-10,0.055217084291827,-9.74640398219977,0.544563342101113
0.06,-10,0.0601418474614721,-9.51230480402286,0.515004519404579
0.065,-10,0.0650414665204703,-9.55439725605351,0.646285536529201
0.07,-10,0.069589948433987,-9.68557505415658,0.638300940815941
0.075,-10,0.0732900630115175,-9.60441507415612,0.794074840341435
0.08,-10,0.0801659259775175,-9.72680918754747,0.901406820289955
0.085,-10,0.0843349838553663,-9.47728731886588,0.968595899564895
0.09,-10,0.0896849262298279,-9.41449214374562,1.03522919461676
0.095,-10,0.0952261775591432,-9.37903140232537,0.985097675985987
0.1,-10,0.101754005668,-9.71118594505379,1.14719237821543
0.105,-10,0.104289154392054,-9.43038784592905,1.13528002929753
0.11,-10,0.11147506662281,-9.3788495491581,0.995693919810639
0.115,-10,0.115045044945605,-9.36778866075651,1.27376038271388
0.12,-10,0.12045454429969,-9.35546589917487,1.28765596498273
0.125,-10,0.123202497805916,-9.27970575925463,1.38647249460016
0.13,-10,0.130878407123728,-9.2521732536829,1.18883117720948
0.135,-10,0.134885466513574,-9.40019653122076,1.37790999291405
0.14,-10,0.139325047812648,-9.3191158084124,1.61605289532499
0.145,-10,0.146244605600447,-9.29778002573251,1.53457117502039
0.15,-10,0.149673756467651,-9.28518234333298,1.54782203119361
0.155,-10,0.154112880530105,-9.31065992866002,1.71284574958665
0.16,-10,0.158998514425901,-9.28306136210188,1.62835635978076
0.165,-10,0.166150623998604,-9.12237263101235,1.81457198335112
0.17,-10,0.171424665957272,-9.12951196701813,1.67483479206238
0.175,-10,0.175212154868671,-9.10718437506909,1.9035631197896
0.18,-10,0.180589064403236,-9.05411233593359,1.9192047387465
0.185,-10,0.185349591770397,-9.30951328518617,1.88801132783376
0.19,-10,0.189744473086068,-9.02509989519626,2.12051614850591
0.195,-10,0.195806419340448,-8.86991687318391,1.99362526546335
0.2,-10,0.201520011880845,-9.19459873622132,2.17358325657375
0.205,-10,0.207053153530827,-9.11225400336419,2.26016059773174
0.21,-10,0.210012122129352,-8.95370923781953,1.99365335098898
0.215,-10,0.216069256574748,-8.83627746905863,2.17065568452685
0.22,-10,0.219239384086948,-8.99065866660516,2.27199096278147
0.225,-10,0.226921443240918,-8.94125784980864,2.34985444883338
0.23,-10,0.232058544158636,-8.86369314809392,2.34759222172713
0.235,-10,0.232950411749877,-8.91556707880391,2.4191916788434
0.24,-10,0.24049205218079,-8.7114117592017,2.41012966934943
0.245,-10,0.245396979071401,-8.87971681376029,2.6659803100175
0.25,-10,0.250233893019513,-8.85654812849785,2.59239670777372
0.255,-10,0.25593717689162,-8.70836373685312,2.64159954244693
0.26,-10,0.260706668622874,-8.73381781741164,2.78577417976961
0.265,-10,0.264582507074827,-8.72285363914178,2.77719461292495
0.27,-10,0.270481646936337,-8.57553050842559,2.70603738594693
0.275,-10,0.276067130240945,-8.6930809710746,3.09706366063209
0.28,-10,0.280941393096258,-8.55514881208944,2.86141723564043
