colour,fill,x,y,PANEL,group
#4086BE,#4086BE,0.781621017530483,0.773687871540954,1,1
#1D405F,#1D405F,0.303107781291718,0.356811294018477,1,1
#3977A9,#3977A9,0.701081323406585,0.707341087760435,1,1
#3978AA,#3978AA,0.728587837923516,0.688661433140707,1,1
#183551,#183551,0.211360369109833,0.214840532739018,1,1
#3A7AAD,#3A7AAD,0.760199493980465,0.682965497111552,1,1
#55B1F7,#55B1F7,0.954545454545455,0.954545454545455,1,1
#1E4262,#1E4262,0.358081372837767,0.349213173076433,1,1
#204668,#204668,0.362081623527905,0.414723469194798,1,1
#142E48,#142E48,0.107115263220936,0.124838270381148,1,1
#193753,#193753,0.238671742291427,0.236336038500847,1,1
#356F9F,#356F9F,0.701778865060895,0.631937172771316,1,1
#16324C,#16324C,0.133512615257354,0.200628061568711,1,1
#1E4060,#1E4060,0.324809407479675,0.349127437708676,1,1
#2C5D86,#2C5D86,0.57866615508678,0.534875679634789,1,1
#1F4363,#1F4363,0.348402202938513,0.367742594660889,1,1
#1C3D5B,#1C3D5B,0.3027682753073,0.297145806914938,1,1
#193854,#193854,0.263078840298959,0.228000649665334,1,1
#4086BE,#4086BE,0.798712036731208,0.759736928591828,1,1
#316693,#316693,0.615945165024668,0.612738536037675,1,1
#2D5F89,#2D5F89,0.571491741038313,0.567599528892248,1,1
#234C6F,#234C6F,0.438998618875075,0.431470827010619,1,1
#254F73,#254F73,0.440075621789761,0.475724380596831,1,1
#336C9A,#336C9A,0.629515820234754,0.656851831180563,1,1
#1E4262,#1E4262,0.342201626053418,0.359178048581016,1,1
#132B43,#132B43,0.0454545454545455,0.0454545454545455,1,1
#28567D,#28567D,0.544438500466008,0.480027968234676,1,1
#1F4364,#1F4364,0.335178169155896,0.394142040032721,1,1
#2F638E,#2F638E,0.602380765420981,0.583857552372907,1,1
#265277,#265277,0.451037760781485,0.506791774916342,1,1
#2B5A83,#2B5A83,0.561143873124283,0.520934709149736,1,1
#1D405F,#1D405F,0.323624129450979,0.336018097813525,1,1
#204566,#204566,0.342505081235222,0.4163331800702,1,1
#28567D,#28567D,0.520800658482911,0.499553206123707,1,1
#234C6F,#234C6F,0.442348109924775,0.426320477612482,1,1
#183550,#183550,0.187954712286702,0.229716700338147,1,1
#234A6D,#234A6D,0.419774816844024,0.423946302352145,1,1
#2E618B,#2E618B,0.589880714975474,0.567863390730488,1,1
#316794,#316794,0.629644276559366,0.605247004684931,1,1
#142D45,#142D45,0.095839224910576,0.0788273530523548,1,1
#2D5E88,#2D5E88,0.539891179022535,0.589565979726235,1,1
#275379,#275379,0.523627649729222,0.460674121923102,1,1
#3A7AAD,#3A7AAD,0.744866943559057,0.697929979718644,1,1
#2B5B84,#2B5B84,0.531754426509011,0.557064773614469,1,1
#265176,#265176,0.441316923883989,0.504222599692349,1,1
#234B6F,#234B6F,0.413062643184541,0.447610867586287,1,1
#204668,#204668,0.420952188055851,0.362725880370812,1,1
#17334E,#17334E,0.194008366232291,0.177346002445544,1,1
#28557C,#28557C,0.498494025786347,0.509580187573902,1,1
#2C5D87,#2C5D87,0.56442912780159,0.554077380735215,1,1
#1E4060,#1E4060,0.323696329723432,0.351498228023804,1,1
#346D9D,#346D9D,0.69942530373698,0.613184203821584,1,1
