colour,fill,x,y,PANEL,group
#C77CFF,#C77CFF,0.857142857142857,0.773687871540954,1,4
#7CAE00,#7CAE00,0.380952380952381,0.356811294018477,1,2
#00BFC4,#00BFC4,0.619047619047619,0.707341087760435,1,3
#00BFC4,#00BFC4,0.619047619047619,0.688661433140707,1,3
#7CAE00,#7CAE00,0.380952380952381,0.214840532739018,1,2
#00BFC4,#00BFC4,0.619047619047619,0.682965497111552,1,3
#C77CFF,#C77CFF,0.857142857142857,0.954545454545455,1,4
#7CAE00,#7CAE00,0.380952380952381,0.349213173076433,1,2
#7CAE00,#7CAE00,0.380952380952381,0.414723469194798,1,2
#F8766D,#F8766D,0.142857142857143,0.124838270381148,1,1
#7CAE00,#7CAE00,0.380952380952381,0.236336038500847,1,2
#00BFC4,#00BFC4,0.619047619047619,0.631937172771316,1,3
#F8766D,#F8766D,0.142857142857143,0.200628061568711,1,1
#7CAE00,#7CAE00,0.380952380952381,0.349127437708676,1,2
#00BFC4,#00BFC4,0.619047619047619,0.534875679634789,1,3
#7CAE00,#7CAE00,0.380952380952381,0.367742594660889,1,2
#7CAE00,#7CAE00,0.380952380952381,0.297145806914938,1,2
#7CAE00,#7CAE00,0.380952380952381,0.228000649665334,1,2
#C77CFF,#C77CFF,0.857142857142857,0.759736928591828,1,4
#00BFC4,#00BFC4,0.619047619047619,0.612738536037675,1,3
#00BFC4,#00BFC4,0.619047619047619,0.567599528892248,1,3
#7CAE00,#7CAE00,0.380952380952381,0.431470827010619,1,2
#7CAE00,#7CAE00,0.380952380952381,0.475724380596831,1,2
#00BFC4,#00BFC4,0.619047619047619,0.656851831180563,1,3
#7CAE00,#7CAE00,0.380952380952381,0.359178048581016,1,2
#F8766D,#F8766D,0.142857142857143,0.0454545454545455,1,1
#00BFC4,#00BFC4,0.619047619047619,0.480027968234676,1,3
#7CAE00,#7CAE00,0.380952380952381,0.394142040032721,1,2
#00BFC4,#00BFC4,0.619047619047619,0.583857552372907,1,3
#7CAE00,#7CAE00,0.380952380952381,0.506791774916342,1,2
#00BFC4,#00BFC4,0.619047619047619,0.520934709149736,1,3
#7CAE00,#7CAE00,0.380952380952381,0.336018097813525,1,2
#7CAE00,#7CAE00,0.380952380952381,0.4163331800702,1,2
#00BFC4,#00BFC4,0.619047619047619,0.499553206123707,1,3
#7CAE00,#7CAE00,0.380952380952381,0.426320477612482,1,2
#7CAE00,#7CAE00,0.380952380952381,0.229716700338147,1,2
#7CAE00,#7CAE00,0.380952380952381,0.423946302352145,1,2
#00BFC4,#00BFC4,0.619047619047619,0.567863390730488,1,3
#00BFC4,#00BFC4,0.619047619047619,0.605247004684931,1,3
#F8766D,#F8766D,0.142857142857143,0.0788273530523548,1,1
#00BFC4,#00BFC4,0.619047619047619,0.589565979726235,1,3
#00BFC4,#00BFC4,0.619047619047619,0.460674121923102,1,3
#00BFC4,#00BFC4,0.619047619047619,0.697929979718644,1,3
#00BFC4,#00BFC4,0.619047619047619,0.557064773614469,1,3
#7CAE00,#7CAE00,0.380952380952381,0.504222599692349,1,2
#7CAE00,#7CAE00,0.380952380952381,0.447610867586287,1,2
#7CAE00,#7CAE00,0.380952380952381,0.362725880370812,1,2
#7CAE00,#7CAE00,0.380952380952381,0.177346002445544,1,2
#00BFC4,#00BFC4,0.619047619047619,0.509580187573902,1,3
#00BFC4,#00BFC4,0.619047619047619,0.554077380735215,1,3
#7CAE00,#7CAE00,0.380952380952381,0.351498228023804,1,2
#00BFC4,#00BFC4,0.619047619047619,0.613184203821584,1,3
#F8766D,#F8766D,0.142857142857143,0.200452023665239,1,1
#00BFC4,#00BFC4,0.619047619047619,0.492024836906288,1,3
#C77CFF,#C77CFF,0.857142857142857,0.765605952082798,1,4
#7CAE00,#7CAE00,0.380952380952381,0.390954616913475,1,2
#7CAE00,#7CAE00,0.380952380952381,0.327553390234023,1,2
#C77CFF,#C77CFF,0.857142857142857,0.749193515593179,1,4
#00BFC4,#00BFC4,0.619047619047619,0.644509553103824,1,3
#00BFC4,#00BFC4,0.619047619047619,0.518206990445787,1,3
#C77CFF,#C77CFF,0.857142857142857,0.774082628286015,1,4
#7CAE00,#7CAE00,0.380952380952381,0.36913892560473,1,2
#00BFC4,#00BFC4,0.619047619047619,0.505516311646769,1,3
#7CAE00,#7CAE00,0.380952380952381,0.329421886043936,1,2
#00BFC4,#00BFC4,0.619047619047619,0.661638460230486,1,3
#7CAE00,#7CAE00,0.380952380952381,0.34020790829525,1,2
#00BFC4,#00BFC4,0.619047619047619,0.533767859010997,1,3
#F8766D,#F8766D,0.142857142857143,0.124622166130699,1,1
#7CAE00,#7CAE00,0.380952380952381,0.29404808923432,1,2
#C77CFF,#C77CFF,0.857142857142857,0.683756631612102,1,4
#00BFC4,#00BFC4,0.619047619047619,0.628906665298401,1,3
#00BFC4,#00BFC4,0.619047619047619,0.660455936692308,1,3
#7CAE00,#7CAE00,0.380952380952381,0.340418467537552,1,2
#7CAE00,#7CAE00,0.380952380952381,0.203235723958044,1,2
#7CAE00,#7CAE00,0.380952380952381,0.244218762877675,1,2
#7CAE00,#7CAE00,0.380952380952381,0.33674433248832,1,2
#7CAE00,#7CAE00,0.380952380952381,0.324001573202832,1,2
#00BFC4,#00BFC4,0.619047619047619,0.510885163395551,1,3
#00BFC4,#00BFC4,0.619047619047619,0.692716519371348,1,3
#7CAE00,#7CAE00,0.380952380952381,0.435918416768519,1,2
#00BFC4,#00BFC4,0.619047619047619,0.499615261445206,1,3
#00BFC4,#00BFC4,0.619047619047619,0.744783832125208,1,3
#00BFC4,#00BFC4,0.619047619047619,0.556409932599211,1,3
#F8766D,#F8766D,0.142857142857143,0.168508138919675,1,1
#00BFC4,#00BFC4,0.619047619047619,0.702089010890469,1,3
#00BFC4,#00BFC4,0.619047619047619,0.647590953960922,1,3
#7CAE00,#7CAE00,0.380952380952381,0.459591451231108,1,2
#00BFC4,#00BFC4,0.619047619047619,0.517337135534025,1,3
#7CAE00,#7CAE00,0.380952380952381,0.315743909708578,1,2
#7CAE00,#7CAE00,0.380952380952381,0.320512111007246,1,2
#C77CFF,#C77CFF,0.857142857142857,0.853923729375649,1,4
#00BFC4,#00BFC4,0.619047619047619,0.748297775707624,1,3
#00BFC4,#00BFC4,0.619047619047619,0.677761631870784,1,3
#00BFC4,#00BFC4,0.619047619047619,0.47678006992731,1,3
#00BFC4,#00BFC4,0.619047619047619,0.560839205851252,1,3
#00BFC4,#00BFC4,0.619047619047619,0.465862655608725,1,3
#7CAE00,#7CAE00,0.380952380952381,0.336305179351467,1,2
#00BFC4,#00BFC4,0.619047619047619,0.489478602570091,1,3
#00BFC4,#00BFC4,0.619047619047619,0.594586966125483,1,3
#7CAE00,#7CAE00,0.380952380952381,0.376971488466331,1,2
