size,colour,fill,x,y,PANEL,group
3.16354231835138,#F8766D,#F8766D,0.626905838333146,0.653134067663945,1,1
2.42981480775799,#F8766D,#F8766D,0.518994244985099,0.656646608270275,1,1
4.13085947473404,#F8766D,#F8766D,0.649055530936851,0.791425390178109,1,1
1.77988763690296,#F8766D,#F8766D,0.518463280565944,0.584344293732321,1,1
4.39272125225355,#F8766D,#F8766D,0.816262444861894,0.657981270707914,1,1
2.83971829588782,#F8766D,#F8766D,0.589587215540077,0.646374768447881,1,1
2.8649607327152,#F8766D,#F8766D,0.585322275992367,0.655120348791479,1,1
2.26097324177001,#F8766D,#F8766D,0.476592001607057,0.657005345138595,1,1
2.26097324177001,#F8766D,#F8766D,0.552439074793754,0.600766998726612,1,1
3.2310988842807,#F8766D,#F8766D,0.612236304691471,0.681508859454848,1,1
3.50884596413123,#F8766D,#F8766D,0.571734268739434,0.743977607360957,1,1
4.2680206185069,#F8766D,#F8766D,0.760509923538331,0.72082210029031,1,1
3.24222146066551,#F8766D,#F8766D,0.534237950831716,0.727958807974364,1,1
3.785234470941,#F8766D,#F8766D,0.630939966330222,0.750230154972224,1,1
1.0733126291999,#F8766D,#F8766D,0.479496781642364,0.584404111310376,1,1
3.16354231835138,#F8766D,#F8766D,0.60086962426763,0.682072742002852,1,1
2.8649607327152,#F8766D,#F8766D,0.601284583083299,0.634068687988845,1,1
3.73737876057538,#F8766D,#F8766D,0.686663321577624,0.691778301633492,1,1
3.74699879903904,#F8766D,#F8766D,0.459419091351419,0.793515296759825,1,1
3.57994413364231,#F8766D,#F8766D,0.698561826935042,0.621510034254928,1,1
2.85236743776113,#F8766D,#F8766D,0.480702973165808,0.703114659650443,1,1
3.95272058208015,#F8766D,#F8766D,0.757846680555231,0.585972716780461,1,1
3.41525987298185,#F8766D,#F8766D,0.458558541435551,0.757053824370064,1,1
3.44673758792282,#F8766D,#F8766D,0.686967607403764,0.581647794774386,1,1
3.43627705518632,#F8766D,#F8766D,0.601771649836653,0.719879295879063,1,1
2.00798406368178,#F8766D,#F8766D,0.53524127512919,0.587348233835463,1,1
3.3834893231692,#F8766D,#F8766D,0.531873030605362,0.7436602841691,1,1
2.4738633753706,#F8766D,#F8766D,0.575051277159732,0.584888236874711,1,1
1.8,#F8766D,#F8766D,0.510561885477603,0.606393192622106,1,1
1.89736659610103,#F8766D,#F8766D,0.464870375036974,0.634959245968308,1,1
1.63217646104825,#F8766D,#F8766D,0.469914898277809,0.620428522438756,1,1
3.82308775729776,#F8766D,#F8766D,0.663105294085126,0.73277559577367,1,1
1.98997487421324,#F8766D,#F8766D,0.489052833413081,0.635238559969022,1,1
1.36821051011897,#F8766D,#F8766D,0.461351062712854,0.608678972510206,1,1
3.67913033202141,#F8766D,#F8766D,0.5196348007573,0.780180626879762,1,1
3.99799949974984,#F8766D,#F8766D,0.760064611322707,0.624559600440812,1,1
0.967470929795826,#F8766D,#F8766D,0.459468921481233,0.594328608494237,1,1
3.51909079166764,#F8766D,#F8766D,0.688279342214894,0.630505793810827,1,1
3.6,#F8766D,#F8766D,0.686001748047637,0.659184539842351,1,1
2.48837296239933,#F8766D,#F8766D,0.569057408027253,0.616197455620915,1,1
2.54558441227157,#F8766D,#F8766D,0.568838688872755,0.625669048368711,1,1
2.22890107452081,#F8766D,#F8766D,0.470993352323269,0.654911492269008,1,1
2.4,#F8766D,#F8766D,0.507820147949039,0.658138939955064,1,1
3.55977527380592,#F8766D,#F8766D,0.592173847901027,0.741618825659492,1,1
3.20873806970903,#F8766D,#F8766D,0.649681847971413,0.621827598984062,1,1
2.65631323454144,#F8766D,#F8766D,0.51192214305801,0.679229725519468,1,1
2.8649607327152,#F8766D,#F8766D,0.556322912199781,0.678223767165544,1,1
1.34164078649987,#F8766D,#F8766D,0.473075548520652,0.605114874394895,1,1
2.1466252583998,#F8766D,#F8766D,0.484126495630414,0.647702626816095,1,1
4.01596812736356,#F8766D,#F8766D,0.632425947479759,0.78266554126072,1,1
3.8698837191833,#F8766D,#F8766D,0.736918403080364,0.636216294616703,1,1
1.39427400463467,#F8766D,#F8766D,0.482860511742749,0.602418159579541,1,1
2.35457002444183,#F8766D,#F8766D,0.470484332758143,0.664610871463641,1,1
1.71813852759316,#F8766D,#F8766D,0.502650570196679,0.609074763455963,1,1
3.76616515835405,#F8766D,#F8766D,0.667900465975876,0.717882263449564,1,1
2.90241278938748,#F8766D,#F8766D,0.619008910691171,0.596396459764081,1,1
1.0733126291999,#F8766D,#F8766D,0.478775332830666,0.588126895040729,1,1
1.91624633072056,#F8766D,#F8766D,0.506445932527166,0.620814655323719,1,1
4.30162759894438,#F8766D,#F8766D,0.633201231291673,0.824866208935684,1,1
3.34065861769801,#F8766D,#F8766D,0.581000893182226,0.719750387953766,1,1
2.26097324177001,#F8766D,#F8766D,0.550310074216423,0.606972946885942,1,1
2.00798406368178,#F8766D,#F8766D,0.531703134272379,0.598680866964485,1,1
2.07846096908265,#F8766D,#F8766D,0.524759002184547,0.619421274311653,1,1
3.14070055879258,#F8766D,#F8766D,0.624951732782131,0.651531162161353,1,1
4.5457672619702,#F8766D,#F8766D,0.680259034470616,0.840733313228837,1,1
1.87829710109982,#F8766D,#F8766D,0.523319029095673,0.596790225103602,1,1
3.14070055879258,#F8766D,#F8766D,0.61206641479002,0.667558470507552,1,1
2.60153800664146,#F8766D,#F8766D,0.482664022411216,0.681307023047789,1,1
3.61994475095961,#F8766D,#F8766D,0.692669572293403,0.652621287902656,1,1
4.23414690345056,#F8766D,#F8766D,0.768066992263516,0.698743031739392,1,1
3.40470263018667,#F8766D,#F8766D,0.672437955353631,0.627869814637536,1,1
3.2199378875997,#F8766D,#F8766D,0.462845225526911,0.737218998830608,1,1
4.43350876845868,#F8766D,#F8766D,0.794500746863342,0.716710913308209,1,1
2.76260746397312,#F8766D,#F8766D,0.60028248478418,0.607844463551104,1,1
3.286335345031,#F8766D,#F8766D,0.519385603040147,0.737412453358685,1,1
3.27536257534948,#F8766D,#F8766D,0.505818319027115,0.738944082995669,1,1
3.10612298533075,#F8766D,#F8766D,0.463183633000049,0.727077359059203,1,1
2.65631323454144,#F8766D,#F8766D,0.496579115017452,0.68314872920565,1,1
1.00399203184089,#F8766D,#F8766D,0.474305354858167,0.589625157310629,1,1
