x,xend,y,yend,showSelected,PANEL,group
0.641774783684889,0.641774783684889,0.394178602115543,0.394178602115543,2006,1,1
0.631584264325986,0.631730856483817,0.325052068871563,0.326843195797138,2011,1,1
0.647291692850575,0.647764570779062,0.383212518897736,0.382481446683216,2006,1,1
0.624751178259343,0.62522405618783,0.381750374468695,0.383212518897736,2006,1,1
0.643351043446514,0.642878165518026,0.265509892359946,0.266606500681727,2004,1,1
0.660689900824384,0.660689900824384,0.384309127219517,0.384309127219517,2006,1,1
0.636997140347405,0.641845715374162,0.31663377232136,0.319792004288088,2012,1,1
0.640986653804076,0.652335724087774,0.389061096613899,0.400758252046226,1974,1,1
0.649971334445337,0.649971334445337,0.359452671925822,0.359452671925822,2002,1,1
0.632001973162816,0.632001973162816,0.264413284038166,0.265509892359946,2005,1,1
0.618446139212845,0.618446139212845,0.28817313101008,0.28817313101008,2004,1,1
0.624751178259343,0.625696934116318,0.405510221440609,0.40624129365513,2004,1,1
0.640198523923264,0.640513775875589,0.392350921579241,0.392350921579241,2006,1,1
0.643351043446514,0.651705220183124,0.329478711130484,0.328382102808703,1968,1,1
0.653439105920911,0.653439105920911,0.313395122411035,0.313395122411035,2008,1,1
0.670462711346457,0.671250841227269,0.312298514089254,0.313029586303774,1961,1,1
0.642247661613376,0.642878165518026,0.356893919175,0.35616284696048,2006,1,1
0.656433999467998,0.657537381301135,0.361280352462123,0.361645888569383,1964,1,1
0.649340830540687,0.651547594206962,0.267337572896247,0.274282758934191,2006,1,1
0.639095142090127,0.639725645994777,0.343369083206372,0.344100155420893,2004,1,1
0.638937516113965,0.639725645994777,0.366763394071026,0.366763394071026,1998,1,1
0.649183204564525,0.652335724087774,0.342272474884592,0.344831227635413,1984,1,1
0.664816548880318,0.6653430196407,0.315931942995421,0.315398260278821,2009,1,1
0.6488679526122,0.649656082493012,0.310105297445693,0.313029586303774,1984,1,1
0.622859666545393,0.623174918497718,0.401854860368007,0.403317004797048,2004,1,1
0.640986653804076,0.652335724087774,0.318512627912678,0.333134072203086,2004,1,1
0.668886451584833,0.668886451584833,0.274648295041452,0.274648295041452,1974,1,1
0.646615477412838,0.647099389159657,0.324942408039385,0.3253006334245,2011,1,1
0.654384861777886,0.655015365682536,0.276110439470493,0.277207047792273,2006,1,1
0.651530255349584,0.65300090570718,0.318472418940879,0.320501144336173,2010,1,1
0.643035791494189,0.643035791494189,0.378095013396093,0.378095013396093,2006,1,1
0.659901770943572,0.662739038514496,0.281959017186656,0.284517769937478,1968,1,1
0.62837657571108,0.633105354995953,0.334961752739387,0.340444794348291,2000,1,1
0.661654571798499,0.665524289513287,0.388900260726705,0.390442823099343,2010,1,1
0.620602462566747,0.625343851929714,0.375817723447862,0.381479877749323,2011,1,1
0.63736125635234,0.639410394042452,0.400027179831706,0.403317004797048,2004,1,1
0.640986653804076,0.641301905756402,0.307546544694871,0.306815472480351,2004,1,1
0.632303038777286,0.632246293425868,0.237751080374605,0.238138548648301,2011,1,1
0.646722663076629,0.654023898292474,0.32306720780914,0.327625443066675,2012,1,1
0.632317225115141,0.632790103043628,0.363473569105684,0.364204641320205,1998,1,1
0.654384861777886,0.654384861777886,0.264413284038166,0.264413284038166,1998,1,1
0.63862226416164,0.640986653804076,0.382481446683216,0.383212518897736,1955,1,1
0.620337650926794,0.620337650926794,0.363473569105684,0.363473569105684,2007,1,1
0.658892964696132,0.665157020988828,0.318293306248322,0.312620185863643,2009,1,1
0.617027505427382,0.617957498686741,0.292230581800668,0.293875494283339,2011,1,1
0.634895986085159,0.642671675489253,0.359949801031696,0.364321612874528,2010,1,1
0.6488679526122,0.6488679526122,0.315588339054596,0.315588339054596,2004,1,1
0.654506233779531,0.654443183389066,0.367790550532427,0.368141465195397,2011,1,1
0.664315298276121,0.668571199632507,0.359818208033082,0.359818208033082,1964,1,1
0.635784996590715,0.639095142090127,0.312298514089254,0.315588339054596,2004,1,1
0.629164705591892,0.632790103043628,0.397833963188145,0.400758252046226,1968,1,1
0.617815635308194,0.619707147022144,0.295483853155284,0.300235822549667,1968,1,1
0.666304538095291,0.666785297322587,0.333711619252557,0.336189954059782,2011,1,1
0.633578232924441,0.633893484876766,0.37407411621623,0.376267332859792,2005,1,1
0.627273193877942,0.627588445830267,0.262585603501864,0.262951139609125,2006,1,1
0.641774783684889,0.642562913565701,0.397102890973624,0.398930571509925,2004,1,1
0.631844347186654,0.632317225115141,0.344100155420893,0.345196763742673,2000,1,1
0.643823921375001,0.645242555160463,0.312298514089254,0.313760658518295,2005,1,1
0.640986653804076,0.642247661613376,0.380653766146914,0.383212518897736,1958,1,1
0.653462749817335,0.65871642360283,0.381315386501055,0.386348818698029,2010,1,1
0.622859666545393,0.622859666545393,0.359818208033082,0.359818208033082,2005,1,1
0.643035791494189,0.644454425279651,0.398199499295405,0.398930571509925,2001,1,1
0.619707147022144,0.620810528855281,0.359818208033082,0.360549280247603,2008,1,1
0.647189235966069,0.648626784868671,0.312229062228875,0.313449952827124,2010,1,1
0.648079822731387,0.648079822731387,0.268434181218028,0.268434181218028,2002,1,1
0.651705220183124,0.655488243611023,0.379557157825134,0.3908887771502,1958,1,1
0.655694733639796,0.664540703422033,0.328257820532235,0.33353250656,2012,1,1
0.635312118662228,0.63546974463839,0.405144685333349,0.405144685333349,2008,1,1
0.620968154831444,0.621756284712256,0.249791839747757,0.250888448069538,1983,1,1
0.621283406783769,0.621283406783769,0.337886041597469,0.337886041597469,1996,1,1
0.631213843282004,0.633420606948279,0.400758252046226,0.399661643724446,2004,1,1
0.648637818687003,0.653462749817335,0.376695010105286,0.381315386501055,2010,1,1
0.621756284712256,0.621756284712256,0.236998075993649,0.236998075993649,2005,1,1
0.657537381301135,0.657537381301135,0.27172400618337,0.27172400618337,1998,1,1
0.622386788616906,0.625539308140155,0.374439652323491,0.377729477288833,2006,1,1
0.62648506399713,0.62648506399713,0.298408142013366,0.298773678120626,2008,1,1
0.628061323758755,0.628061323758755,0.351410877566097,0.351410877566097,2005,1,1
0.630268087425029,0.630268087425029,0.375170724538011,0.375170724538011,2005,1,1
0.655645869587186,0.656749251420323,0.286345450473779,0.28926973933186,1969,1,1
0.643351043446514,0.648079822731387,0.302063503085968,0.307546544694871,1996,1,1
0.645400181136625,0.645400181136625,0.396371818759104,0.396371818759104,1958,1,1
0.655330617634861,0.655172991658698,0.312298514089254,0.313029586303774,2006,1,1
0.661654571798499,0.662765834930444,0.388900260726705,0.389697129440532,2010,1,1
0.657064503372648,0.657064503372648,0.261123459072824,0.261123459072824,1998,1,1
0.631844347186654,0.633105354995953,0.306449936373091,0.307546544694871,2004,1,1
0.633893484876766,0.633893484876766,0.275744903363232,0.275744903363232,2005,1,1
0.644612051255813,0.645400181136625,0.354335166424179,0.355066238638699,2006,1,1
0.643035791494189,0.643823921375001,0.369687682929108,0.369687682929108,1998,1,1
0.638937516113965,0.63862226416164,0.383578055004996,0.386136807755818,2006,1,1
0.646030685041275,0.646188311017438,0.377729477288833,0.376998405074312,1997,1,1
0.654857739706373,0.658325511181947,0.320340308448979,0.329478711130484,1996,1,1
0.634996866709903,0.634996866709903,0.381750374468695,0.381750374468695,1997,1,1
0.653596731897074,0.654857739706373,0.347755516493495,0.348852124815276,1967,1,1
