x	y	label	showSelected
0.485569985569986	0.954545454545455	state = AL	AL
0.485569985569986	0.954545454545455	state = AZ	AZ
0.485569985569986	0.954545454545455	state = AR	AR
0.485569985569986	0.954545454545455	state = CA	CA
0.485569985569986	0.954545454545455	state = CO	CO
0.485569985569986	0.954545454545455	state = CT	CT
0.485569985569986	0.954545454545455	state = DE	DE
0.485569985569986	0.954545454545455	state = DC	DC
0.485569985569986	0.954545454545455	state = FL	FL
0.485569985569986	0.954545454545455	state = GA	GA
0.485569985569986	0.954545454545455	state = ID	ID
0.485569985569986	0.954545454545455	state = IL	IL
0.485569985569986	0.954545454545455	state = IN	IN
0.485569985569986	0.954545454545455	state = IA	IA
0.485569985569986	0.954545454545455	state = KS	KS
0.485569985569986	0.954545454545455	state = KY	KY
0.485569985569986	0.954545454545455	state = LA	LA
0.485569985569986	0.954545454545455	state = ME	ME
0.485569985569986	0.954545454545455	state = MD	MD
0.485569985569986	0.954545454545455	state = MA	MA
0.485569985569986	0.954545454545455	state = MI	MI
0.485569985569986	0.954545454545455	state = MN	MN
0.485569985569986	0.954545454545455	state = MS	MS
0.485569985569986	0.954545454545455	state = MO	MO
0.485569985569986	0.954545454545455	state = MT	MT
0.485569985569986	0.954545454545455	state = NE	NE
0.485569985569986	0.954545454545455	state = NV	NV
0.485569985569986	0.954545454545455	state = NH	NH
0.485569985569986	0.954545454545455	state = NJ	NJ
0.485569985569986	0.954545454545455	state = NM	NM
0.485569985569986	0.954545454545455	state = NY	NY
0.485569985569986	0.954545454545455	state = NC	NC
0.485569985569986	0.954545454545455	state = ND	ND
0.485569985569986	0.954545454545455	state = OH	OH
0.485569985569986	0.954545454545455	state = OK	OK
0.485569985569986	0.954545454545455	state = OR	OR
0.485569985569986	0.954545454545455	state = PA	PA
0.485569985569986	0.954545454545455	state = RI	RI
0.485569985569986	0.954545454545455	state = SC	SC
0.485569985569986	0.954545454545455	state = SD	SD
0.485569985569986	0.954545454545455	state = TN	TN
0.485569985569986	0.954545454545455	state = TX	TX
0.485569985569986	0.954545454545455	state = UT	UT
0.485569985569986	0.954545454545455	state = VT	VT
0.485569985569986	0.954545454545455	state = VA	VA
0.485569985569986	0.954545454545455	state = WA	WA
0.485569985569986	0.954545454545455	state = WV	WV
0.485569985569986	0.954545454545455	state = WI	WI
0.485569985569986	0.954545454545455	state = WY	WY
