x,y,clickSelects,group,PANEL
0.0526695526695538,0.100274097761535,OK,1,1
0.0670995670995682,0.187071722247602,OK,1,1
0.0815295815295826,0.1094106898127,OK,1,1
0.095959595959597,0.196208314298767,OK,1,1
0.110389610389611,0.241891274554591,OK,1,1
0.124819624819626,0.337825491091823,OK,1,1
0.13924963924964,0.223618090452261,OK,1,1
0.153679653679655,0.474874371859297,OK,1,1
0.168109668109669,0.155093650068524,OK,1,1
0.182539682539683,0.273869346733668,OK,1,1
0.196969696969698,0.305847418912746,OK,1,1
0.211399711399712,0.255596162631339,OK,1,1
0.225829725829727,0.260164458656921,OK,1,1
0.240259740259741,0.136820465966195,OK,1,1
0.254689754689755,0.219049794426679,OK,1,1
0.26911976911977,0.305847418912746,OK,1,1
0.283549783549784,0.164230242119689,OK,1,1
0.297979797979799,0.200776610324349,OK,1,1
0.312409812409813,0.228186386477844,OK,1,1
0.326839826839827,0.155093650068524,OK,1,1
0.341269841269842,0.191640018273184,OK,1,1
0.355699855699856,0.177935130196437,OK,1,1
0.37012987012987,0.164230242119689,OK,1,1
0.384559884559885,0.246459570580174,OK,1,1
0.398989898989899,0.164230242119689,OK,1,1
0.413419913419914,0.104842393787117,OK,1,1
0.427849927849928,0.118547281863865,OK,1,1
0.442279942279942,0.209913202375514,OK,1,1
0.456709956709957,0.0957058017359525,OK,1,1
0.471139971139971,0.205344906349932,OK,1,1
0.485569985569986,0.1094106898127,OK,1,1
0.5,0.301279122887163,OK,1,1
0.514430014430014,0.356098675194153,OK,1,1
0.528860028860029,0.365235267245318,OK,1,1
0.543290043290043,0.246459570580174,OK,1,1
0.557720057720058,0.164230242119689,OK,1,1
0.572150072150072,0.155093650068524,OK,1,1
0.586580086580086,0.0957058017359525,OK,1,1
0.601010101010101,0.0682960255824578,OK,1,1
0.615440115440115,0.0865692096847876,OK,1,1
0.62987012987013,0.155093650068524,OK,1,1
0.644300144300144,0.228186386477844,OK,1,1
0.658730158730158,0.205344906349932,OK,1,1
0.673160173160173,0.264732754682503,OK,1,1
0.687590187590187,0.173366834170854,OK,1,1
0.702020202020202,0.296710826861581,OK,1,1
0.716450216450216,0.269301050708086,OK,1,1
0.73088023088023,0.301279122887163,OK,1,1
0.745310245310245,0.429191411603472,OK,1,1
0.759740259740259,0.694152581087255,OK,1,1
0.774170274170273,0.241891274554591,OK,1,1
0.788600288600288,0.319552306989493,OK,1,1
0.803030303030302,0.123115577889447,OK,1,1
0.817460317460317,0.410918227501142,OK,1,1
0.831890331890331,0.324120603015075,OK,1,1
0.846320346320345,0.164230242119689,OK,1,1
0.86075036075036,0.177935130196437,OK,1,1
0.875180375180374,0.269301050708086,OK,1,1
0.889610389610389,0.365235267245318,OK,1,1
0.904040404040403,0.200776610324349,OK,1,1
0.918470418470417,0.515989036089539,OK,1,1
0.932900432900432,0.598218364550023,OK,1,1
0.947330447330446,0.328688899040658,OK,1,1
0.0526695526695538,0.0500228414801279,FL,2,1
0.0670995670995682,0.0637277295568753,FL,2,1
