x	xend	y	yend
0.62837657571108	0.633105354995953	0.334961752739387	0.340444794348291
0.631844347186654	0.632317225115141	0.344100155420893	0.345196763742673
0.63862226416164	0.639725645994777	0.400758252046226	0.401489324260747
0.642562913565701	0.642878165518026	0.344831227635413	0.344831227635413
0.634208736829091	0.635784996590715	0.324726741736101	0.325823350057882
0.653281479944749	0.653281479944749	0.306449936373091	0.306449936373091
0.637834134280827	0.640513775875589	0.328747638915964	0.329478711130484
0.650128960421499	0.652020472135449	0.361645888569383	0.363473569105684
0.661005152776709	0.666522061942395	0.269165253432548	0.279400264435834
0.62837657571108	0.628849453639567	0.336789433275688	0.337520505490209
0.656749251420323	0.657537381301135	0.260757922965563	0.262585603501864
0.648552700659875	0.648395074683712	0.333865144417607	0.333134072203086
0.648395074683712	0.648395074683712	0.316684947376376	0.316684947376376
0.651547594206962	0.652335724087774	0.304987791944049	0.304622255836789
0.637518882328502	0.638307012209315	0.350679805351577	0.352141949780618
0.65722212934881	0.65722212934881	0.27172400618337	0.27172400618337
0.656749251420323	0.657064503372648	0.312298514089254	0.312298514089254
0.634208736829091	0.63673075244769	0.344831227635413	0.348486588708015
0.643351043446514	0.643666295398838	0.330575319452265	0.330575319452265
0.636257874519203	0.636573126471528	0.316684947376376	0.316684947376376
0.635784996590715	0.63673075244769	0.396006282651844	0.397102890973624
0.665103428156933	0.665418680109258	0.341175866562811	0.341175866562811
0.629479957544217	0.629637583520379	0.361280352462123	0.362376960783904
0.61813088726052	0.620968154831444	0.295849389262544	0.300235822549667
0.620022398974469	0.620022398974469	0.248329695318716	0.248329695318716
0.656276373491835	0.656749251420323	0.291828492082682	0.291828492082682
0.642878165518026	0.644139173327326	0.347755516493495	0.350679805351577
0.628691827663404	0.628849453639567	0.328382102808703	0.328382102808703
0.65596112153951	0.65596112153951	0.355066238638699	0.355066238638699
0.656276373491835	0.659428893015085	0.371515363465409	0.37407411621623
0.62522405618783	0.62522405618783	0.242481117602553	0.242481117602553
0.654857739706373	0.655645869587186	0.303160111407749	0.304622255836789
0.62711556790178	0.62837657571108	0.298408142013366	0.298408142013366
0.630268087425029	0.630268087425029	0.243577725924333	0.243577725924333
0.641774783684889	0.641774783684889	0.354335166424179	0.354335166424179
0.662266160586009	0.662739038514496	0.366032321856506	0.366032321856506
0.650444212373824	0.652493350063936	0.299504750335146	0.303891183622269
0.649971334445337	0.649971334445337	0.307546544694871	0.307546544694871
0.622386788616906	0.622386788616906	0.249060767533236	0.249060767533236
0.662739038514496	0.663369542419146	0.298408142013366	0.298408142013366
0.62522405618783	0.62522405618783	0.242481117602553	0.242481117602553
0.620022398974469	0.620022398974469	0.241750045388032	0.241750045388032
0.657064503372648	0.65722212934881	0.304987791944049	0.30571886415857
0.628691827663404	0.628691827663404	0.23882575652995	0.23882575652995
0.570527842459456	0.57273460612573	0.412820943585814	0.412820943585814
0.570370216483293	0.570370216483293	0.436580790557728	0.436580790557728
0.557760138390296	0.559021146199596	0.450836698740876	0.452664379277177
0.566429567079232	0.566429567079232	0.442063832166631	0.443525976595672
0.569266834650156	0.569582086602481	0.431828821163345	0.432559893377865
0.568478704769344	0.568478704769344	0.426345779554441	0.427076851768962
0.568478704769344	0.568793956721669	0.44023615163033	0.44023615163033
0.563277047555983	0.56374992548447	0.450836698740876	0.451202234848136
0.581088782862341	0.581088782862341	0.449374554311835	0.449374554311835
0.560912657913546	0.569582086602481	0.401854860368007	0.399661643724446
0.552400855200773	0.552400855200773	0.397102890973624	0.397102890973624
0.565326185246095	0.565799063174582	0.452664379277177	0.453029915384437
0.532224730251978	0.533800990013602	0.337520505490209	0.336789433275688
0.553188985081585	0.553188985081585	0.452664379277177	0.451933307062657
0.527023073038616	0.528284080847916	0.417207376872936	0.417207376872936
0.551927977272285	0.551927977272285	0.400758252046226	0.400758252046226
0.554607618867047	0.554607618867047	0.452664379277177	0.452664379277177
0.577148133458279	0.577148133458279	0.445353657131973	0.445353657131973
0.55224322922461	0.55224322922461	0.450836698740876	0.450836698740876
0.559336398151921	0.559336398151921	0.405144685333349	0.405144685333349
