x	y	clickSelects	group
0.0526695526695538	0.100274097761535	OK	1
0.0670995670995682	0.187071722247602	OK	1
0.0815295815295826	0.1094106898127	OK	1
0.095959595959597	0.196208314298767	OK	1
0.110389610389611	0.241891274554591	OK	1
0.124819624819626	0.337825491091823	OK	1
0.13924963924964	0.223618090452261	OK	1
0.153679653679655	0.474874371859297	OK	1
0.168109668109669	0.155093650068524	OK	1
0.182539682539683	0.273869346733668	OK	1
0.196969696969698	0.305847418912746	OK	1
0.211399711399712	0.255596162631339	OK	1
0.225829725829727	0.260164458656921	OK	1
0.240259740259741	0.136820465966195	OK	1
0.254689754689755	0.219049794426679	OK	1
0.26911976911977	0.305847418912746	OK	1
0.283549783549784	0.164230242119689	OK	1
0.297979797979799	0.200776610324349	OK	1
0.312409812409813	0.228186386477844	OK	1
0.326839826839827	0.155093650068524	OK	1
0.341269841269842	0.191640018273184	OK	1
0.355699855699856	0.177935130196437	OK	1
0.37012987012987	0.164230242119689	OK	1
0.384559884559885	0.246459570580174	OK	1
0.398989898989899	0.164230242119689	OK	1
0.413419913419914	0.104842393787117	OK	1
0.427849927849928	0.118547281863865	OK	1
0.442279942279942	0.209913202375514	OK	1
0.456709956709957	0.0957058017359525	OK	1
0.471139971139971	0.205344906349932	OK	1
0.485569985569986	0.1094106898127	OK	1
0.5	0.301279122887163	OK	1
0.514430014430014	0.356098675194153	OK	1
0.528860028860029	0.365235267245318	OK	1
0.543290043290043	0.246459570580174	OK	1
0.557720057720058	0.164230242119689	OK	1
0.572150072150072	0.155093650068524	OK	1
0.586580086580086	0.0957058017359525	OK	1
0.601010101010101	0.0682960255824578	OK	1
0.615440115440115	0.0865692096847876	OK	1
0.62987012987013	0.155093650068524	OK	1
0.644300144300144	0.228186386477844	OK	1
0.658730158730158	0.205344906349932	OK	1
0.673160173160173	0.264732754682503	OK	1
0.687590187590187	0.173366834170854	OK	1
0.702020202020202	0.296710826861581	OK	1
0.716450216450216	0.269301050708086	OK	1
0.73088023088023	0.301279122887163	OK	1
0.745310245310245	0.429191411603472	OK	1
0.759740259740259	0.694152581087255	OK	1
0.774170274170273	0.241891274554591	OK	1
0.788600288600288	0.319552306989493	OK	1
0.803030303030302	0.123115577889447	OK	1
0.817460317460317	0.410918227501142	OK	1
0.831890331890331	0.324120603015075	OK	1
0.846320346320345	0.164230242119689	OK	1
0.86075036075036	0.177935130196437	OK	1
0.875180375180374	0.269301050708086	OK	1
0.889610389610389	0.365235267245318	OK	1
0.904040404040403	0.200776610324349	OK	1
0.918470418470417	0.515989036089539	OK	1
0.932900432900432	0.598218364550023	OK	1
0.947330447330446	0.328688899040658	OK	1
0.0526695526695538	0.0500228414801279	FL	2
0.0670995670995682	0.0637277295568753	FL	2
0.0815295815295826	0.0591594335312928	FL	2
0.095959595959597	0.104842393787117	FL	2
0.110389610389611	0.0774326176336227	FL	2
0.124819624819626	0.0637277295568753	FL	2
0.13924963924964	0.0728643216080402	FL	2
0.153679653679655	0.0820009136592051	FL	2
0.168109668109669	0.118547281863865	FL	2
0.182539682539683	0.0774326176336227	FL	2
0.196969696969698	0.136820465966195	FL	2
0.211399711399712	0.0820009136592051	FL	2
0.225829725829727	0.100274097761535	FL	2
0.240259740259741	0.1094106898127	FL	2
0.254689754689755	0.155093650068524	FL	2
0.26911976911977	0.0728643216080402	FL	2
0.283549783549784	0.1094106898127	FL	2
0.297979797979799	0.113978985838282	FL	2
0.312409812409813	0.200776610324349	FL	2
0.326839826839827	0.200776610324349	FL	2
0.341269841269842	0.136820465966195	FL	2
0.355699855699856	0.113978985838282	FL	2
0.37012987012987	0.0865692096847876	FL	2
0.384559884559885	0.0865692096847876	FL	2
0.398989898989899	0.182503426222019	FL	2
0.413419913419914	0.31498401096391	FL	2
0.427849927849928	0.246459570580174	FL	2
0.442279942279942	0.155093650068524	FL	2
0.456709956709957	0.283005938784833	FL	2
0.471139971139971	0.296710826861581	FL	2
0.485569985569986	0.159661946094107	FL	2
0.5	0.177935130196437	FL	2
0.514430014430014	0.0957058017359525	FL	2
0.528860028860029	0.182503426222019	FL	2
0.543290043290043	0.0591594335312928	FL	2
0.557720057720058	0.0728643216080402	FL	2
0.572150072150072	0.0545911375057104	FL	2
0.586580086580086	0.0500228414801279	FL	2
0.601010101010101	0.0637277295568753	FL	2
0.615440115440115	0.0545911375057104	FL	2
0.62987012987013	0.1094106898127	FL	2
0.644300144300144	0.12768387391503	FL	2
0.658730158730158	0.177935130196437	FL	2
0.673160173160173	0.232754682503426	FL	2
0.687590187590187	0.31498401096391	FL	2
0.702020202020202	0.360666971219735	FL	2
0.716450216450216	0.337825491091823	FL	2
0.73088023088023	0.557103700319781	FL	2
0.745310245310245	0.511420740063956	FL	2
0.759740259740259	0.296710826861581	FL	2
0.774170274170273	0.383508451347647	FL	2
0.788600288600288	0.356098675194153	FL	2
0.803030303030302	0.237322978529009	FL	2
0.817460317460317	0.237322978529009	FL	2
0.831890331890331	0.525125628140704	FL	2
0.846320346320345	0.287574234810416	FL	2
0.86075036075036	0.232754682503426	FL	2
0.875180375180374	0.255596162631339	FL	2
0.889610389610389	0.251027866605756	FL	2
0.904040404040403	0.200776610324349	FL	2
0.918470418470417	0.118547281863865	FL	2
0.932900432900432	0.223618090452261	FL	2
0.947330447330446	0.260164458656921	FL	2
0.0526695526695538	0.155093650068524	KS	3
0.0670995670995682	0.228186386477844	KS	3
0.0815295815295826	0.104842393787117	KS	3
0.095959595959597	0.14595705801736	KS	3
0.110389610389611	0.223618090452261	KS	3
0.124819624819626	0.33325719506624	KS	3
0.13924963924964	0.232754682503426	KS	3
0.153679653679655	0.200776610324349	KS	3
0.168109668109669	0.173366834170854	KS	3
0.182539682539683	0.241891274554591	KS	3
0.196969696969698	0.209913202375514	KS	3
0.211399711399712	0.136820465966195	KS	3
0.225829725829727	0.232754682503426	KS	3
0.240259740259741	0.155093650068524	KS	3
0.254689754689755	0.301279122887163	KS	3
0.26911976911977	0.205344906349932	KS	3
0.283549783549784	0.159661946094107	KS	3
0.297979797979799	0.113978985838282	KS	3
0.312409812409813	0.1094106898127	KS	3
0.326839826839827	0.09113750571037	KS	3
0.341269841269842	0.113978985838282	KS	3
0.355699855699856	0.1094106898127	KS	3
0.37012987012987	0.123115577889447	KS	3
0.384559884559885	0.214481498401096	KS	3
0.398989898989899	0.168798538145272	KS	3
0.413419913419914	0.0957058017359525	KS	3
0.427849927849928	0.0957058017359525	KS	3
0.442279942279942	0.0820009136592051	KS	3
0.456709956709957	0.12768387391503	KS	3
0.471139971139971	0.150525354042942	KS	3
0.485569985569986	0.104842393787117	KS	3
0.5	0.0820009136592051	KS	3
0.514430014430014	0.273869346733668	KS	3
0.528860028860029	0.12768387391503	KS	3
0.543290043290043	0.251027866605756	KS	3
0.557720057720058	0.113978985838282	KS	3
0.572150072150072	0.132252169940612	KS	3
0.586580086580086	0.0591594335312928	KS	3
0.601010101010101	0.1094106898127	KS	3
0.615440115440115	0.123115577889447	KS	3
0.62987012987013	0.269301050708086	KS	3
0.644300144300144	0.232754682503426	KS	3
0.658730158730158	0.232754682503426	KS	3
0.673160173160173	0.283005938784833	KS	3
0.687590187590187	0.155093650068524	KS	3
0.702020202020202	0.219049794426679	KS	3
0.716450216450216	0.35153037916857	KS	3
0.73088023088023	0.33325719506624	KS	3
0.745310245310245	0.365235267245318	KS	3
0.759740259740259	0.33325719506624	KS	3
0.774170274170273	0.310415714938328	KS	3
0.788600288600288	0.502284148012791	KS	3
0.803030303030302	0.479442667884879	KS	3
0.817460317460317	0.484010963910461	KS	3
0.831890331890331	0.607354956601188	KS	3
0.846320346320345	0.662174508908177	KS	3
0.86075036075036	0.474874371859297	KS	3
0.875180375180374	0.689584285061672	KS	3
0.889610389610389	0.858611238008223	KS	3
0.904040404040403	0.511420740063956	KS	3
0.918470418470417	0.452032891731384	KS	3
0.932900432900432	0.35153037916857	KS	3
0.947330447330446	0.474874371859297	KS	3
0.0526695526695538	0.0774326176336227	IL	4
0.0670995670995682	0.0637277295568753	IL	4
0.0815295815295826	0.0591594335312928	IL	4
0.095959595959597	0.0637277295568753	IL	4
0.110389610389611	0.0682960255824578	IL	4
0.124819624819626	0.123115577889447	IL	4
0.13924963924964	0.14595705801736	IL	4
0.153679653679655	0.187071722247602	IL	4
0.168109668109669	0.132252169940612	IL	4
0.182539682539683	0.164230242119689	IL	4
0.196969696969698	0.177935130196437	IL	4
0.211399711399712	0.177935130196437	IL	4
0.225829725829727	0.0820009136592051	IL	4
0.240259740259741	0.09113750571037	IL	4
0.254689754689755	0.0682960255824578	IL	4
0.26911976911977	0.100274097761535	IL	4
0.283549783549784	0.0637277295568753	IL	4
0.297979797979799	0.136820465966195	IL	4
0.312409812409813	0.0682960255824578	IL	4
0.326839826839827	0.0682960255824578	IL	4
0.341269841269842	0.0865692096847876	IL	4
0.355699855699856	0.100274097761535	IL	4
0.37012987012987	0.159661946094107	IL	4
0.384559884559885	0.31498401096391	IL	4
0.398989898989899	0.465737779808132	IL	4
0.413419913419914	0.182503426222019	IL	4
0.427849927849928	0.132252169940612	IL	4
0.442279942279942	0.100274097761535	IL	4
0.456709956709957	0.0774326176336227	IL	4
0.471139971139971	0.0545911375057104	IL	4
0.485569985569986	0.0728643216080402	IL	4
0.5	0.164230242119689	IL	4
0.514430014430014	0.173366834170854	IL	4
0.528860028860029	0.0545911375057104	IL	4
0.543290043290043	0.132252169940612	IL	4
0.557720057720058	0.0774326176336227	IL	4
0.572150072150072	0.0865692096847876	IL	4
0.586580086580086	0.0774326176336227	IL	4
0.601010101010101	0.0820009136592051	IL	4
0.615440115440115	0.0682960255824578	IL	4
0.62987012987013	0.196208314298767	IL	4
0.644300144300144	0.1094106898127	IL	4
0.658730158730158	0.1094106898127	IL	4
0.673160173160173	0.118547281863865	IL	4
0.687590187590187	0.0774326176336227	IL	4
0.702020202020202	0.296710826861581	IL	4
0.716450216450216	0.324120603015075	IL	4
0.73088023088023	0.187071722247602	IL	4
0.745310245310245	0.493147555961626	IL	4
0.759740259740259	0.33325719506624	IL	4
0.774170274170273	0.292142530835998	IL	4
0.788600288600288	0.136820465966195	IL	4
0.803030303030302	0.209913202375514	IL	4
0.817460317460317	0.602786660575605	IL	4
0.831890331890331	0.40634993147556	IL	4
0.846320346320345	0.136820465966195	IL	4
0.86075036075036	0.607354956601188	IL	4
0.875180375180374	0.14595705801736	IL	4
0.889610389610389	0.264732754682503	IL	4
0.904040404040403	0.283005938784833	IL	4
0.918470418470417	0.264732754682503	IL	4
0.932900432900432	0.374371859296482	IL	4
0.947330447330446	0.187071722247602	IL	4
0.0526695526695538	0.0865692096847876	MS	5
0.0670995670995682	0.0637277295568753	MS	5
0.0815295815295826	0.0637277295568753	MS	5
0.095959595959597	0.118547281863865	MS	5
0.110389610389611	0.09113750571037	MS	5
0.124819624819626	0.0591594335312928	MS	5
0.13924963924964	0.0682960255824578	MS	5
0.153679653679655	0.150525354042942	MS	5
0.168109668109669	0.0957058017359525	MS	5
0.182539682539683	0.113978985838282	MS	5
0.196969696969698	0.0637277295568753	MS	5
0.211399711399712	0.100274097761535	MS	5
0.225829725829727	0.100274097761535	MS	5
0.240259740259741	0.0682960255824578	MS	5
0.254689754689755	0.0591594335312928	MS	5
0.26911976911977	0.1094106898127	MS	5
0.283549783549784	0.100274097761535	MS	5
0.297979797979799	0.09113750571037	MS	5
0.312409812409813	0.104842393787117	MS	5
0.326839826839827	0.136820465966195	MS	5
0.341269841269842	0.123115577889447	MS	5
0.355699855699856	0.196208314298767	MS	5
0.37012987012987	0.104842393787117	MS	5
0.384559884559885	0.200776610324349	MS	5
0.398989898989899	0.173366834170854	MS	5
0.413419913419914	0.118547281863865	MS	5
0.427849927849928	0.159661946094107	MS	5
0.442279942279942	0.168798538145272	MS	5
0.456709956709957	0.0820009136592051	MS	5
0.471139971139971	0.0454545454545455	MS	5
0.485569985569986	0.1094106898127	MS	5
0.5	0.0591594335312928	MS	5
0.514430014430014	0.0774326176336227	MS	5
0.528860028860029	0.0682960255824578	MS	5
0.543290043290043	0.0682960255824578	MS	5
0.557720057720058	0.0637277295568753	MS	5
0.572150072150072	0.104842393787117	MS	5
0.586580086580086	0.159661946094107	MS	5
0.601010101010101	0.173366834170854	MS	5
