order,level,x,y,piece,group,PANEL
96,96,0.954545454545455,0.683208102826631,1,1-001,1
96,96,0.944944342352618,0.696969696969697,1,1-001,1
96,96,0.943974630021142,0.698359617978147,1,1-001,1
96,96,0.934373517828305,0.712121212121212,1,1-001,1
96,96,0.933403805496829,0.713511133129662,1,1-001,1
96,96,0.923802693303992,0.727272727272727,1,1-001,1
96,96,0.922832980972516,0.728662648281177,1,1-001,1
96,96,0.91323186877968,0.742424242424242,1,1-001,1
96,96,0.91323186877968,0.757575757575758,1,1-001,1
96,96,0.912262156448203,0.758965678584207,1,1-001,1
96,96,0.902661044255367,0.772727272727273,1,1-001,1
96,96,0.902661044255367,0.787878787878788,1,1-001,1
96,96,0.90169133192389,0.789268708887237,1,1-001,1
96,96,0.892090219731054,0.803030303030303,1,1-001,1
96,96,0.892090219731054,0.818181818181818,1,1-001,1
96,96,0.892090219731054,0.833333333333333,1,1-001,1
96,96,0.892090219731054,0.848484848484849,1,1-001,1
96,96,0.891120507399577,0.849874769493298,1,1-001,1
96,96,0.881519395206741,0.863636363636364,1,1-001,1
96,96,0.881519395206741,0.878787878787879,1,1-001,1
96,96,0.881519395206741,0.893939393939394,1,1-001,1
96,96,0.881519395206741,0.909090909090909,1,1-001,1
96,96,0.881519395206741,0.924242424242424,1,1-001,1
96,96,0.880549682875264,0.925632345250874,1,1-001,1
96,96,0.870948570682428,0.939393939393939,1,1-001,1
96,96,0.869978858350951,0.940783860402389,1,1-001,1
96,96,0.860377746158115,0.954545454545455,1,1-001,1
100,100,0.954545454545455,0.546844466462995,2,1-002,1
100,100,0.943974630021142,0.546844466462995,2,1-002,1
100,100,0.934373517828305,0.560606060606061,2,1-002,1
100,100,0.933403805496829,0.56199598161451,2,1-002,1
100,100,0.922832980972516,0.56199598161451,2,1-002,1
100,100,0.91323186877968,0.575757575757576,2,1-002,1
100,100,0.912262156448203,0.577147496766025,2,1-002,1
100,100,0.902661044255367,0.590909090909091,2,1-002,1
100,100,0.90169133192389,0.592299011917541,2,1-002,1
100,100,0.892090219731054,0.606060606060606,2,1-002,1
100,100,0.891120507399577,0.607450527069056,2,1-002,1
100,100,0.881519395206741,0.621212121212121,2,1-002,1
100,100,0.880549682875264,0.622602042220571,2,1-002,1
100,100,0.870948570682428,0.636363636363636,2,1-002,1
100,100,0.869978858350951,0.637753557372086,2,1-002,1
100,100,0.860377746158115,0.651515151515151,2,1-002,1
100,100,0.859408033826639,0.65224352040154,2,1-002,1
100,100,0.849345373641667,0.666666666666667,2,1-002,1
100,100,0.848837209302326,0.667160153616136,2,1-002,1
100,100,0.838610677998572,0.681818181818182,2,1-002,1
100,100,0.838266384778013,0.682311668767651,2,1-002,1
100,100,0.82803985347426,0.696969696969697,2,1-002,1
100,100,0.8276955602537,0.697342850598154,2,1-002,1
100,100,0.817385075470171,0.712121212121212,2,1-002,1
100,100,0.817124735729387,0.712494365749669,2,1-002,1
100,100,0.806814250945858,0.727272727272727,2,1-002,1
100,100,0.806553911205074,0.727766214222196,2,1-002,1
100,100,0.796327379901321,0.742424242424242,2,1-002,1
100,100,0.795983086680761,0.743152611310631,2,1-002,1
100,100,0.785920426495789,0.757575757575758,2,1-002,1
100,100,0.785920426495789,0.772727272727273,2,1-002,1
100,100,0.785412262156448,0.774117193735722,2,1-002,1
100,100,0.775811149963612,0.787878787878788,2,1-002,1
100,100,0.774841437632135,0.789268708887237,2,1-002,1
100,100,0.765240325439299,0.803030303030303,2,1-002,1
100,100,0.765240325439299,0.818181818181818,2,1-002,1
100,100,0.765240325439299,0.833333333333333,2,1-002,1
100,100,0.764270613107822,0.834723254341783,2,1-002,1
100,100,0.754669500914986,0.848484848484849,2,1-002,1
100,100,0.754669500914986,0.863636363636364,2,1-002,1
100,100,0.754669500914986,0.878787878787879,2,1-002,1
100,100,0.754669500914986,0.893939393939394,2,1-002,1
100,100,0.75369978858351,0.895329314947844,2,1-002,1
100,100,0.744098676390673,0.909090909090909,2,1-002,1
100,100,0.744098676390673,0.924242424242424,2,1-002,1
100,100,0.744098676390673,0.939393939393939,2,1-002,1
100,100,0.744098676390673,0.954545454545455,2,1-002,1
100,100,0.870948570682428,0.0454545454545455,3,1-003,1
100,100,0.880549682875264,0.059216139597611,3,1-003,1
100,100,0.891120507399577,0.059216139597611,3,1-003,1
100,100,0.90169133192389,0.059216139597611,3,1-003,1
100,100,0.902661044255367,0.0606060606060606,3,1-003,1
100,100,0.902661044255367,0.0757575757575758,3,1-003,1
100,100,0.902661044255367,0.0909090909090909,3,1-003,1
100,100,0.912262156448203,0.104670685052156,3,1-003,1
100,100,0.91323186877968,0.106060606060606,3,1-003,1
100,100,0.922832980972516,0.119822200203672,3,1-003,1
100,100,0.923802693303992,0.121212121212121,3,1-003,1
100,100,0.933403805496829,0.134973715355187,3,1-003,1
100,100,0.934373517828305,0.136363636363636,3,1-003,1
100,100,0.943974630021142,0.150125230506702,3,1-003,1
100,100,0.944944342352618,0.151515151515152,3,1-003,1
100,100,0.954545454545455,0.165276745658217,3,1-003,1
100,100,0.954545454545455,0.198359617978147,4,1-004,1
100,100,0.944944342352618,0.212121212121212,4,1-004,1
100,100,0.943974630021142,0.213511133129662,4,1-004,1
100,100,0.933403805496829,0.213511133129662,4,1-004,1
100,100,0.923802693303992,0.227272727272727,4,1-004,1
