x	y	group
0.0454545454545455	0.233528898891629	1
0.146464646464646	0.295539471281119	1
0.247474747474748	0.368765237835024	1
0.348484848484849	0.447938927749175	1
0.44949494949495	0.536077331576847	1
0.550505050505051	0.584518935721253	1
0.651515151515152	0.667474567356266	1
0.752525252525253	0.677016593679914	1
0.853535353535354	0.775453368517052	1
0.954545454545455	0.954545454545454	1
0.0454545454545455	0.23901983658575	2
0.146464646464646	0.375660045482081	2
0.247474747474748	0.397032025558538	2
0.348484848484849	0.454743920489088	2
0.44949494949495	0.503105861787646	2
0.550505050505051	0.506296229539082	2
0.651515151515152	0.699761320510986	2
0.752525252525253	0.715713808936075	2
0.853535353535354	0.771095403396367	2
0.954545454545455	0.896562063082137	2
0.0454545454545455	0.0454545454545454	3
0.146464646464646	0.124716821239959	3
0.247474747474748	0.113788970651662	3
0.348484848484849	0.236902186751801	3
0.44949494949495	0.309133554089181	3
0.550505050505051	0.38998806967851	3
0.651515151515152	0.465536554396528	3
0.752525252525253	0.557492958668949	3
0.853535353535354	0.675774560349546	3
0.954545454545455	0.703136358227916	3
0.0454545454545455	0.156489624110668	4
0.146464646464646	0.134228820901863	4
0.247474747474748	0.251755155369628	4
0.348484848484849	0.325456969612261	4
0.44949494949495	0.380034339898956	4
0.550505050505051	0.462320112322873	4
0.651515151515152	0.47011026131162	4
0.752525252525253	0.649217574422074	4
0.853535353535354	0.683814941738645	4
0.954545454545455	0.707057329564891	4
0.0454545454545455	0.318644953830574	5
0.146464646464646	0.435423702463785	5
0.247474747474748	0.535666452623537	5
0.348484848484849	0.570061329611486	5
0.44949494949495	0.6612664440607	5
0.550505050505051	0.759555948630169	5
0.651515151515152	0.73534962765952	5
0.752525252525253	0.843568485039128	5
0.853535353535354	0.932063703339172	5
0.954545454545455	0.95326033926228	5
