xmin	xmax	clickSelects	group
0.0454545454545455	0.0583256372613645	1995	1
0.0583256372613645	0.070573934303413	1995.08493150685	1
0.070573934303413	0.0828222313454271	1995.16164383562	1
0.0828222313454271	0.0954857248973341	1995.24657534247	1
0.0954857248973341	0.108149218449276	1995.32876712329	1
0.108149218449276	0.120812712001183	1995.41369863014	1
0.120812712001183	0.13347620555309	1995.49589041096	1
0.13347620555309	0.146347297359978	1995.58082191781	1
0.146347297359978	0.159010790911919	1995.66575342466	1
0.159010790911919	0.171674284463792	1995.74794520548	1
0.171674284463792	0.184337778015733	1995.83287671233	1
0.184337778015733	0.197001271567675	1995.91506849315	1
0.197001271567675	0.209854779915759	1996	1
0.209854779915759	0.222276642711942	1996.08469945355	1
0.222276642711942	0.234698505508091	1996.16393442623	1
0.234698505508091	0.247327399350841	1996.24863387978	1
0.247327399350841	0.25995629319359	1996.3306010929	1
0.25995629319359	0.272585187036374	1996.41530054645	1
0.272585187036374	0.285214080879123	1996.49726775956	1
0.285214080879123	0.298050005768507	1996.58196721311	1
0.298050005768507	0.310678899611256	1996.66666666667	1
0.310678899611256	0.323307793454005	1996.74863387978	1
0.323307793454005	0.335936687296789	1996.83333333333	1
0.335936687296789	0.348565581139538	1996.91530054645	1
0.348565581139538	0.361419089487623	1997	1
0.361419089487623	0.373667386529671	1997.08493150685	1
0.373667386529671	0.385915683571685	1997.16164383562	1
0.385915683571685	0.398579177123592	1997.24657534247	1
0.398579177123592	0.411242670675534	1997.32876712329	1
0.411242670675534	0.423906164227441	1997.41369863014	1
0.423906164227441	0.436569657779348	1997.49589041096	1
0.436569657779348	0.449440749586236	1997.58082191781	1
0.449440749586236	0.462104243138177	1997.66575342466	1
0.462104243138177	0.47476773669005	1997.74794520548	1
0.47476773669005	0.487431230241991	1997.83287671233	1
0.487431230241991	0.500094723793933	1997.91506849315	1
0.500094723793933	0.512965815600752	1998	1
0.512965815600752	0.5252141126428	1998.08493150685	1
0.5252141126428	0.537462409684814	1998.16164383562	1
0.537462409684814	0.550125903236721	1998.24657534247	1
0.550125903236721	0.562789396788663	1998.32876712329	1
0.562789396788663	0.57545289034057	1998.41369863014	1
0.57545289034057	0.588116383892477	1998.49589041096	1
0.588116383892477	0.600987475699365	1998.58082191781	1
0.600987475699365	0.613650969251306	1998.66575342466	1
0.613650969251306	0.626314462803179	1998.74794520548	1
0.626314462803179	0.63897795635512	1998.83287671233	1
0.63897795635512	0.651641449907062	1998.91506849315	1
0.651641449907062	0.664512541713881	1999	1
0.664512541713881	0.676760838755929	1999.08493150685	1
0.676760838755929	0.689009135797943	1999.16164383562	1
0.689009135797943	0.70167262934985	1999.24657534247	1
0.70167262934985	0.714336122901792	1999.32876712329	1
0.714336122901792	0.726999616453699	1999.41369863014	1
0.726999616453699	0.739663110005606	1999.49589041096	1
0.739663110005606	0.752534201812494	1999.58082191781	1
0.752534201812494	0.765197695364435	1999.66575342466	1
0.765197695364435	0.777861188916308	1999.74794520548	1
0.777861188916308	0.790524682468249	1999.83287671233	1
0.790524682468249	0.803188176020191	1999.91506849315	1
0.803188176020191	0.816041684368275	2000	1
0.816041684368275	0.828463547164459	2000.08469945355	1
0.828463547164459	0.840885409960608	2000.16393442623	1
0.840885409960608	0.853514303803357	2000.24863387978	1
0.853514303803357	0.866143197646106	2000.3306010929	1
0.866143197646106	0.87877209148889	2000.41530054645	1
0.87877209148889	0.891400985331639	2000.49726775956	1
0.891400985331639	0.904236910221023	2000.58196721311	1
0.904236910221023	0.916865804063772	2000.66666666667	1
0.916865804063772	0.929494697906522	2000.74863387978	1
0.929494697906522	0.942123591749305	2000.83333333333	1
0.942123591749305	0.954545454545455	2000.91530054645	1
