fill	x	y	group	xmin	xmax	ymin	ymax	colour	size
#55B1F7	0.0670995670995671	0.249216300940439	1	0.0454545454545455	0.0887445887445888	0.233542319749216	0.264890282131661	#55B1F7	0
#55B1F7	0.11038961038961	0.061128526645768	1	0.0887445887445888	0.132034632034632	0.0454545454545454	0.0768025078369906	#55B1F7	0
#55B1F7	0.11038961038961	0.280564263322884	1	0.0887445887445888	0.132034632034632	0.264890282131661	0.296238244514107	#55B1F7	0
#55B1F7	0.11038961038961	0.311912225705329	1	0.0887445887445888	0.132034632034632	0.296238244514107	0.327586206896552	#55B1F7	0
#55B1F7	0.153679653679654	0.186520376175549	1	0.132034632034632	0.175324675324675	0.170846394984326	0.202194357366771	#55B1F7	0
#55B1F7	0.153679653679654	0.405956112852665	1	0.132034632034632	0.175324675324675	0.390282131661442	0.421630094043887	#55B1F7	0
#55B1F7	0.196969696969697	0.155172413793103	1	0.175324675324675	0.218614718614719	0.139498432601881	0.170846394984326	#55B1F7	0
#4FA4E6	0.196969696969697	0.280564263322884	1	0.175324675324675	0.218614718614719	0.264890282131661	0.296238244514107	#4FA4E6	0
#4FA4E6	0.196969696969697	0.311912225705329	1	0.175324675324675	0.218614718614719	0.296238244514107	0.327586206896552	#4FA4E6	0
#55B1F7	0.196969696969697	0.343260188087774	1	0.175324675324675	0.218614718614719	0.327586206896552	0.358934169278997	#55B1F7	0
#55B1F7	0.196969696969697	0.374608150470219	1	0.175324675324675	0.218614718614719	0.358934169278997	0.390282131661442	#55B1F7	0
#55B1F7	0.24025974025974	0.217868338557994	1	0.218614718614719	0.261904761904762	0.202194357366771	0.233542319749216	#55B1F7	0
#4FA4E6	0.24025974025974	0.249216300940439	1	0.218614718614719	0.261904761904762	0.233542319749216	0.264890282131661	#4FA4E6	0
#4FA4E6	0.24025974025974	0.280564263322884	1	0.218614718614719	0.261904761904762	0.264890282131661	0.296238244514107	#4FA4E6	0
#4997D4	0.24025974025974	0.311912225705329	1	0.218614718614719	0.261904761904762	0.296238244514107	0.327586206896552	#4997D4	0
#4FA4E6	0.24025974025974	0.343260188087774	1	0.218614718614719	0.261904761904762	0.327586206896552	0.358934169278997	#4FA4E6	0
#52AAEE	0.24025974025974	0.374608150470219	1	0.218614718614719	0.261904761904762	0.358934169278997	0.390282131661442	#52AAEE	0
#52AAEE	0.24025974025974	0.405956112852665	1	0.218614718614719	0.261904761904762	0.390282131661442	0.421630094043887	#52AAEE	0
#55B1F7	0.24025974025974	0.5	1	0.218614718614719	0.261904761904762	0.484326018808777	0.515673981191223	#55B1F7	0
#55B1F7	0.24025974025974	0.56269592476489	1	0.218614718614719	0.261904761904762	0.547021943573668	0.578369905956113	#55B1F7	0
#52AAEE	0.283549783549784	0.155172413793103	1	0.261904761904762	0.305194805194805	0.139498432601881	0.170846394984326	#52AAEE	0
#52AAEE	0.283549783549784	0.217868338557994	1	0.261904761904762	0.305194805194805	0.202194357366771	0.233542319749216	#52AAEE	0
#4FA4E6	0.283549783549784	0.249216300940439	1	0.261904761904762	0.305194805194805	0.233542319749216	0.264890282131661	#4FA4E6	0
#4FA4E6	0.283549783549784	0.280564263322884	1	0.261904761904762	0.305194805194805	0.264890282131661	0.296238244514107	#4FA4E6	0
#4997D4	0.283549783549784	0.311912225705329	1	0.261904761904762	0.305194805194805	0.296238244514107	0.327586206896552	#4997D4	0
#4997D4	0.283549783549784	0.343260188087774	1	0.261904761904762	0.305194805194805	0.327586206896552	0.358934169278997	#4997D4	0
#4FA4E6	0.283549783549784	0.374608150470219	1	0.261904761904762	0.305194805194805	0.358934169278997	0.390282131661442	#4FA4E6	0
