colour	x	y	fill
#C77CFF	0.710800929276002	0.247474747474748	#C77CFF
#C77CFF	0.201032105724188	0.122222222222222	#C77CFF
#C77CFF	0.373367102106105	0.268686868686869	#C77CFF
#C77CFF	0.249971436188445	0.146464646464646	#C77CFF
#C77CFF	0.196842746696119	0.144444444444444	#C77CFF
#C77CFF	0.335282020032753	0.324242424242424	#C77CFF
#C77CFF	0.272822485432456	0.155555555555556	#C77CFF
#C77CFF	0.328236279849183	0.255555555555556	#C77CFF
#C77CFF	0.357180942224931	0.247474747474748	#C77CFF
#C77CFF	0.60930418555052	0.44949494949495	#C77CFF
#C77CFF	0.538656358304452	0.247474747474748	#C77CFF
#C77CFF	0.751932817915223	0.422222222222222	#C77CFF
#C77CFF	0.50647446395247	0.348484848484849	#C77CFF
#C77CFF	0.216075713143162	0.095959595959596	#C77CFF
#C77CFF	0.387077731652512	0.247474747474748	#C77CFF
#C77CFF	0.279487374795293	0.11010101010101	#C77CFF
#C77CFF	0.37717561031344	0.354545454545455	#C77CFF
#C77CFF	0.467056404006551	0.377777777777778	#C77CFF
#C77CFF	0.291674601058765	0.146464646464646	#C77CFF
#C77CFF	0.954545454545455	0.954545454545455	#C77CFF
#C77CFF	0.288056518261797	0.263636363636364	#C77CFF
#C77CFF	0.125052366987851	0.464646464646465	#C77CFF
#C77CFF	0.593498876490079	0.265656565656566	#C77CFF
#C77CFF	0.30728948470884	0.348484848484849	#C77CFF
#C77CFF	0.613493544578589	0.258585858585859	#C77CFF
#C77CFF	0.327665003618083	0.146464646464646	#C77CFF
#C77CFF	0.262729938683018	0.146464646464646	#C77CFF
#C77CFF	0.646437140572038	0.303030303030303	#C77CFF
#C77CFF	0.646817991392771	0.316161616161616	#C77CFF
#C77CFF	0.4312564268576	0.515151515151515	#C77CFF
#C77CFF	0.850573180485204	0.297979797979798	#C77CFF
#C77CFF	0.428209620291732	0.601010101010101	#C77CFF
#C77CFF	0.759168983509159	0.247474747474748	#C77CFF
#C77CFF	0.567029744449099	0.146464646464646	#C77CFF
#C77CFF	0.426876642419164	0.348484848484849	#C77CFF
#C77CFF	0.285771413337396	0.095959595959596	#C77CFF
#C77CFF	0.528563811555014	0.203030303030303	#C77CFF
#C77CFF	0.281772479719694	0.148484848484848	#C77CFF
#C77CFF	0.302719274860037	0.348484848484849	#C77CFF
#C77CFF	0.183893818791179	0.146464646464646	#C77CFF
#C77CFF	0.244258673877442	0.146464646464646	#C77CFF
#C77CFF	0.343279887268157	0.348484848484849	#C77CFF
#C77CFF	0.377937311954907	0.348484848484849	#C77CFF
#C77CFF	0.493335110637163	0.288888888888889	#C77CFF
#C77CFF	0.724511558822409	0.247474747474748	#C77CFF
#C77CFF	0.449156415432075	0.149494949494949	#C77CFF
#C77CFF	0.559412728034429	0.146464646464646	#C77CFF
#C77CFF	0.48000533191149	0.465656565656566	#C77CFF
#C77CFF	0.523041474654378	0.247474747474748	#C77CFF
#C77CFF	0.207696995087024	0.095959595959596	#C77CFF
#C77CFF	0.134383212095822	0.0898989898989899	#C77CFF
#C77CFF	0.21855124347793	0.166666666666667	#C77CFF
#C77CFF	0.15037894656663	0.138383838383838	#C77CFF
#C77CFF	0.242544845184141	0.104040404040404	#C77CFF
#C77CFF	0.44420535476254	0.146464646464646	#C77CFF
#C77CFF	0.285771413337396	0.247474747474748	#C77CFF
#C77CFF	0.282724606771528	0.247474747474748	#C77CFF
#C77CFF	0.226929961534067	0.0454545454545455	#C77CFF
#C77CFF	0.612160566706021	0.0626262626262626	#C77CFF
#C77CFF	0.418688349773394	0.146464646464646	#C77CFF
