x,y,group,PANEL
0.480182506443238,0.579337975175308,1,1
0.476754425220356,0.579141182530704,1,1
0.472130197960687,0.579397512554184,1,1
0.479675532820195,0.57111993140237,1,1
0.499940318920214,0.551557525907293,1,1
0.503356875520793,0.552467886286524,1,1
0.513474835353346,0.550944012898609,1,1
0.51914571783478,0.550375146042741,1,1
0.526526305474504,0.546618772336495,1,1
0.529371679842063,0.549388719298957,1,1
0.529027916822498,0.549537535220777,1,1
0.527161806075806,0.556769166012618,1,1
0.528333146735064,0.56282582126488,1,1
0.528100678639458,0.565848781443539,1,1
0.527836929426171,0.56746030937747,1,1
0.528272889424163,0.569781276240281,1,1
0.529663527182109,0.573629419535604,1,1
0.530098718871947,0.570354271901897,1,1
0.531194216540618,0.587266630953414,1,1
0.534359316858366,0.595464815170708,1,1
0.534247253626254,0.605025670436854,1,1
0.534150885832136,0.606909231618791,1,1
0.536744803916866,0.608115599844735,1,1
0.520436585291071,0.603926788787199,1,1
0.513387467740456,0.604852852390956,1,1
0.507824477675443,0.601373480262299,1,1
0.499276720192153,0.591291721100383,1,1
0.494213240185263,0.594406464630806,1,1
0.492802955690247,0.592903249034314,1,1
0.484498422616713,0.589591726621972,1,1
0.485226229954751,0.585667489436726,1,1
0.482400612082569,0.582813232260903,1,1
0.480182506443238,0.579337975175308,1,1
0.275286795302342,0.819340553752124,2,1
0.274011733042354,0.820972753240163,2,1
0.258215427163446,0.82151354421695,2,1
0.249423676962246,0.810709890895482,2,1
0.23230368589306,0.817869597891204,2,1
0.22421910846806,0.830705614553743,2,1
0.200274126312484,0.85035974834984,2,1
0.175985271379035,0.850400265696907,2,1
0.175989442194725,0.843902075958025,2,1
0.135169120237718,0.843902075958025,2,1
0.081024359248424,0.860798773073074,2,1
0.0823308123844008,0.863893615759795,2,1
0.0477683603381484,0.861215452149096,2,1
0.0546814873455832,0.849642877570615,2,1
0.0602881612170413,0.838377926545683,2,1
0.0637015348266978,0.830998291830486,2,1
0.066889794147361,0.824981328164142,2,1
0.0755617980349124,0.816418460297872,2,1
0.0900756878472193,0.805562784023988,2,1
0.0906031862737928,0.796046602436028,2,1
0.0894005644968544,0.792534970571799,2,1
0.0880619521767357,0.792402683635655,2,1
0.0788944992884451,0.793368438825329,2,1
0.0854762659650798,0.786930612226473,2,1
0.0964340963677831,0.779202065900254,2,1
0.10417809376414,0.779258272709161,2,1
0.10442208648205,0.77876548598053,2,1
0.11699391279877,0.76829012776672,2,1
0.11866476351615,0.766337945833262,2,1
0.119331545235133,0.751257895721671,2,1
0.121090531873557,0.749000622568856,2,1
0.124718922007903,0.745613845790427,2,1
0.142873494885013,0.733226822990225,2,1
0.149719120533242,0.722403378926542,2,1
0.158382233997874,0.727710903664007,2,1
0.154474399212247,0.734240527377313,2,1
0.148580048816434,0.741416749596024,2,1
0.146225842875615,0.74161683152254,2,1
0.143556850108452,0.741124044793909,2,1
0.139760310246784,0.747805801236319,2,1
0.135360319209647,0.760192796511148,2,1
