x	y	group	showSelected
0.051890091357955	0.670318941201995	1	1-1
0.051890091357955	0.700694293773053	2	1-10
0.051890091357955	0.72889997830332	3	1-11
0.051890091357955	0.748426990670427	4	1-12
0.051890091357955	0.739748318507269	5	1-13
0.051890091357955	0.739748318507269	6	1-14
0.051890091357955	0.709372965936211	7	1-15
0.051890091357955	0.689845953569104	8	1-16
0.051890091357955	0.670318941201995	9	1-17
0.051890091357955	0.620416576263832	10	1-18
0.051890091357955	0.598719895855934	11	1-19
0.051890091357955	0.670318941201995	12	1-2
0.051890091357955	0.579192883488826	13	1-20
0.051890091357955	0.535799522673031	14	1-21
0.051890091357955	0.416467780429594	15	1-22
0.051890091357955	0.351377739205901	16	1-23
0.051890091357955	0.132241267086136	17	1-24
0.051890091357955	0.670318941201995	18	1-3
0.051890091357955	0.689845953569104	19	1-4
0.051890091357955	0.700694293773053	20	1-5
0.051890091357955	0.700694293773053	21	1-6
0.051890091357955	0.700694293773053	22	1-7
0.051890091357955	0.700694293773053	23	1-8
0.051890091357955	0.689845953569104	24	1-9
0.051890091357955	0.620416576263832	25	10-1
0.051890091357955	0.72889997830332	26	10-10
0.051890091357955	0.759275330874376	27	10-11
0.051890091357955	0.759275330874376	28	10-12
0.051890091357955	0.72022130614016	29	10-13
0.051890091357955	0.739748318507269	30	10-14
0.051890091357955	0.759275330874376	31	10-15
0.051890091357955	0.598719895855934	32	10-16
0.051890091357955	0.661640269038837	33	10-17
0.051890091357955	0.650791928834888	34	10-18
0.051890091357955	0.639943588630939	35	10-19
0.051890091357955	0.62909524842699	36	10-2
0.051890091357955	0.590041223692775	37	10-20
0.051890091357955	0.505424170101974	38	10-21
0.051890091357955	0.405619440225645	39	10-22
0.051890091357955	0.36222607940985	40	10-23
0.051890091357955	0.26893035365589	41	10-24
0.051890091357955	0.639943588630939	42	10-3
0.051890091357955	0.650791928834888	43	10-4
0.051890091357955	0.670318941201995	44	10-5
0.051890091357955	0.681167281405944	45	10-6
0.051890091357955	0.689845953569104	46	10-7
0.051890091357955	0.700694293773053	47	10-8
0.051890091357955	0.72022130614016	48	10-9
0.051890091357955	0.620416576263832	49	11-1
0.051890091357955	0.709372965936211	50	11-10
0.051890091357955	0.759275330874376	51	11-11
0.051890091357955	0.748426990670427	52	11-12
0.051890091357955	0.72022130614016	53	11-13
0.051890091357955	0.72889997830332	54	11-14
0.051890091357955	0.620416576263832	55	11-15
0.051890091357955	0.598719895855934	56	11-16
0.051890091357955	0.639943588630939	57	11-17
0.051890091357955	0.650791928834888	58	11-18
0.051890091357955	0.650791928834888	59	11-19
0.051890091357955	0.620416576263832	60	11-2
0.051890091357955	0.598719895855934	61	11-20
0.051890091357955	0.505424170101974	62	11-21
0.051890091357955	0.394771100021696	63	11-22
0.051890091357955	0.327511390757214	64	11-23
0.051890091357955	0.255912345411152	65	11-24
0.051890091357955	0.639943588630939	66	11-3
0.051890091357955	0.650791928834888	67	11-4
0.051890091357955	0.670318941201995	68	11-5
0.051890091357955	0.681167281405944	69	11-6
0.051890091357955	0.700694293773053	70	11-7
0.051890091357955	0.689845953569104	71	11-8
0.051890091357955	0.700694293773053	72	11-9
0.051890091357955	0.620416576263832	73	12-1
0.051890091357955	0.739748318507269	74	12-10
0.051890091357955	0.759275330874376	75	12-11
0.051890091357955	0.778802343241483	76	12-12
0.051890091357955	0.759275330874376	77	12-13
0.051890091357955	0.72889997830332	78	12-14
0.051890091357955	0.590041223692775	79	12-15
0.051890091357955	0.709372965936211	80	12-16
0.051890091357955	0.700694293773053	81	12-17
0.051890091357955	0.670318941201995	82	12-18
0.051890091357955	0.661640269038837	83	12-19
0.051890091357955	0.62909524842699	84	12-2
0.051890091357955	0.609568236059883	85	12-20
0.051890091357955	0.516272510305923	86	12-21
0.051890091357955	0.416467780429594	87	12-22
0.051890091357955	0.351377739205901	88	12-23
0.051890091357955	0.245064005207203	89	12-24
0.051890091357955	0.639943588630939	90	12-3
0.051890091357955	0.661640269038837	91	12-4
0.051890091357955	0.670318941201995	92	12-5
0.051890091357955	0.681167281405944	93	12-6
0.051890091357955	0.700694293773053	94	12-7
0.051890091357955	0.709372965936211	95	12-8
0.051890091357955	0.700694293773053	96	12-9
