x,xend,y,yend,showSelected,PANEL,group
0.641774783684889,0.641774783684889,0.403046746532902,0.403046746532902,2006,1,1
0.631584264325986,0.631730856483817,0.332162307379738,0.333998983133799,2011,1,1
0.647291692850575,0.647764570779062,0.391801792936609,0.391052129363523,2006,1,1
0.624751178259343,0.62522405618783,0.390302465790437,0.391801792936609,2006,1,1
0.643351043446514,0.642878165518026,0.271105957669734,0.272230453029364,2004,1,1
0.660689900824384,0.660689900824384,0.392926288296238,0.392926288296238,2006,1,1
0.636997140347405,0.641845715374162,0.323529931335651,0.326768477971383,2012,1,1
0.640986653804076,0.652335724087774,0.397799101521299,0.409793718690677,1974,1,1
0.649971334445337,0.649971334445337,0.367437726811308,0.367437726811308,2002,1,1
0.632001973162816,0.632001973162816,0.269981462310105,0.271105957669734,2005,1,1
0.618446139212845,0.618446139212845,0.294345528435406,0.294345528435406,2004,1,1
0.624751178259343,0.625696934116318,0.414666531915737,0.415416195488824,2004,1,1
0.640198523923264,0.640513775875589,0.401172587600186,0.401172587600186,2006,1,1
0.643351043446514,0.651705220183124,0.336701520314775,0.335577024955146,1968,1,1
0.653439105920911,0.653439105920911,0.320208921706879,0.320208921706879,2008,1,1
0.670462711346457,0.671250841227269,0.31908442634725,0.319834089920336,1961,1,1
0.642247661613376,0.642878165518026,0.364813904305507,0.364064240732421,2006,1,1
0.656433999467998,0.657537381301135,0.369311885744024,0.369686717530567,1964,1,1
0.649340830540687,0.651547594206962,0.27298011660245,0.280101920546769,2006,1,1
0.639095142090127,0.639725645994777,0.350945128203412,0.351694791776498,2004,1,1
0.638937516113965,0.639725645994777,0.37493436254217,0.37493436254217,1998,1,1
0.649183204564525,0.652335724087774,0.349820632843783,0.352444455349585,1984,1,1
0.664816548880318,0.6653430196407,0.322810254305488,0.322262999897135,2009,1,1
0.6488679526122,0.649656082493012,0.316835435627991,0.319834089920336,1984,1,1
0.622859666545393,0.623174918497718,0.410918214050307,0.412417541196479,2004,1,1
0.640986653804076,0.652335724087774,0.325456566718482,0.340449838180206,2004,1,1
0.668886451584833,0.668886451584833,0.280476752333312,0.280476752333312,1974,1,1
0.646615477412838,0.647099389159657,0.332049857843775,0.332417192994587,2011,1,1
0.654384861777886,0.655015365682536,0.281976079479484,0.283100574839113,2006,1,1
0.651530255349584,0.65300090570718,0.325415335221963,0.327495651637277,2010,1,1
0.643035791494189,0.643035791494189,0.386554147925006,0.386554147925006,2006,1,1
0.659901770943572,0.662739038514496,0.287973388064173,0.290597210569975,1968,1,1
0.62837657571108,0.633105354995953,0.342323997112921,0.347946473911068,2000,1,1
0.661654571798499,0.665524289513287,0.397634175535219,0.399215965674431,2010,1,1
0.620602462566747,0.625343851929714,0.384218945894843,0.390025090268395,2011,1,1
0.63736125635234,0.639410394042452,0.409044055117591,0.412417541196479,2004,1,1
0.640986653804076,0.641301905756402,0.31421161312219,0.313461949549104,2004,1,1
0.632303038777286,0.632246293425868,0.242641231799652,0.243038553493388,2011,1,1
0.646722663076629,0.654023898292474,0.330126970778809,0.334801123157002,2012,1,1
0.632317225115141,0.632790103043628,0.371560876463282,0.372310540036369,1998,1,1
0.654384861777886,0.654384861777886,0.269981462310105,0.269981462310105,1998,1,1
0.63862226416164,0.640986653804076,0.391052129363523,0.391801792936609,1955,1,1
0.620337650926794,0.620337650926794,0.371560876463282,0.371560876463282,2007,1,1
0.658892964696132,0.665157020988828,0.325231667646556,0.319414278319408,2009,1,1
0.617027505427382,0.617957498686741,0.298506161266034,0.300192904305478,2011,1,1
0.634895986085159,0.642671675489253,0.367947498041007,0.372430486208062,2010,1,1
0.6488679526122,0.6488679526122,0.322457912426138,0.322457912426138,2004,1,1
0.654506233779531,0.654443183389066,0.375987639862356,0.376347478377438,2011,1,1
0.664315298276121,0.668571199632507,0.367812558597851,0.367812558597851,1964,1,1
0.635784996590715,0.639095142090127,0.31908442634725,0.322457912426138,2004,1,1
0.629164705591892,0.632790103043628,0.406795064398333,0.409793718690677,1968,1,1
0.617815635308194,0.619707147022144,0.301842164166268,0.306714977391328,1968,1,1
0.666304538095291,0.666785297322587,0.341042072402944,0.343583431915706,2011,1,1
0.633578232924441,0.633893484876766,0.382430998273032,0.38467998899229,2005,1,1
0.627273193877942,0.627588445830267,0.26810730337739,0.268482135163933,2006,1,1
0.641774783684889,0.642562913565701,0.406045400825246,0.407919559757962,2004,1,1
0.631844347186654,0.632317225115141,0.351694791776498,0.352819287136128,2000,1,1
0.643823921375001,0.645242555160463,0.31908442634725,0.320583753493422,2005,1,1
0.640986653804076,0.642247661613376,0.389177970430807,0.391801792936609,1958,1,1
0.653462749817335,0.65871642360283,0.389856415964451,0.395017849665149,2010,1,1
0.622859666545393,0.622859666545393,0.367812558597851,0.367812558597851,2005,1,1
0.643035791494189,0.644454425279651,0.407169896184876,0.407919559757962,2001,1,1
0.619707147022144,0.620810528855281,0.367812558597851,0.368562222170938,2008,1,1
0.647189235966069,0.648626784868671,0.319013208307807,0.320265146474861,2010,1,1
0.648079822731387,0.648079822731387,0.274104611962079,0.274104611962079,2002,1,1
0.651705220183124,0.655488243611023,0.388053475071178,0.399673260454014,1958,1,1
0.655694733639796,0.664540703422033,0.335449582147721,0.340858404827538,2012,1,1
0.635312118662228,0.63546974463839,0.414291700129194,0.414291700129194,2008,1,1
0.620968154831444,0.621756284712256,0.254988190848381,0.256112686208011,1983,1,1
0.621283406783769,0.621283406783769,0.345322651405266,0.345322651405266,1996,1,1
0.631213843282004,0.633420606948279,0.409793718690677,0.408669223331048,2004,1,1
0.648637818687003,0.653462749817335,0.385118542182546,0.389856415964451,2010,1,1
