colour	fill	x	y
#00BFC4	#00BFC4	0.619047619047619	0.577171485406145
#7CAE00	#7CAE00	0.380952380952381	0.244497799142712
#00BFC4	#00BFC4	0.619047619047619	0.464604825258332
#7CAE00	#7CAE00	0.380952380952381	0.484420852080939
#7CAE00	#7CAE00	0.380952380952381	0.381523342764699
#F8766D	#F8766D	0.142857142857143	0.0454545454545455
#00BFC4	#00BFC4	0.619047619047619	0.582146747108576
#7CAE00	#7CAE00	0.380952380952381	0.419910943243529
#7CAE00	#7CAE00	0.380952380952381	0.260232113474061
#00BFC4	#00BFC4	0.619047619047619	0.487114919690311
#C77CFF	#C77CFF	0.857142857142857	0.893219296979104
#00BFC4	#00BFC4	0.619047619047619	0.592862867139007
#7CAE00	#7CAE00	0.380952380952381	0.334671982783821
#00BFC4	#00BFC4	0.619047619047619	0.465359182486088
#C77CFF	#C77CFF	0.857142857142857	0.758240460042886
#00BFC4	#00BFC4	0.619047619047619	0.601126185747739
#7CAE00	#7CAE00	0.380952380952381	0.340731975057638
#F8766D	#F8766D	0.142857142857143	0.201827907741539
#00BFC4	#00BFC4	0.619047619047619	0.452436034022085
#C77CFF	#C77CFF	0.857142857142857	0.954545454545455
#00BFC4	#00BFC4	0.619047619047619	0.580111675713931
#C77CFF	#C77CFF	0.857142857142857	0.674869277425741
#00BFC4	#00BFC4	0.619047619047619	0.499527917136903
#00BFC4	#00BFC4	0.619047619047619	0.558621511736065
#00BFC4	#00BFC4	0.619047619047619	0.611376172466642
#7CAE00	#7CAE00	0.380952380952381	0.252397495526269
#00BFC4	#00BFC4	0.619047619047619	0.584685043962857
#7CAE00	#7CAE00	0.380952380952381	0.265866547282471
#C77CFF	#C77CFF	0.857142857142857	0.768167517006967
#00BFC4	#00BFC4	0.619047619047619	0.530523516687431
#7CAE00	#7CAE00	0.380952380952381	0.309100866823603
#00BFC4	#00BFC4	0.619047619047619	0.466013724946025
#7CAE00	#7CAE00	0.380952380952381	0.346317904767019
#00BFC4	#00BFC4	0.619047619047619	0.610038933343891
#F8766D	#F8766D	0.142857142857143	0.09866569652646
#00BFC4	#00BFC4	0.619047619047619	0.556230761892559
#00BFC4	#00BFC4	0.619047619047619	0.5637728339671
#7CAE00	#7CAE00	0.380952380952381	0.281032510696881
#7CAE00	#7CAE00	0.380952380952381	0.374434725985801
#00BFC4	#00BFC4	0.619047619047619	0.737862899441832
#00BFC4	#00BFC4	0.619047619047619	0.532968607982104
#7CAE00	#7CAE00	0.380952380952381	0.222815042985361
#C77CFF	#C77CFF	0.857142857142857	0.733737623006445
#00BFC4	#00BFC4	0.619047619047619	0.574102764810373
#7CAE00	#7CAE00	0.380952380952381	0.315487397180593
#00BFC4	#00BFC4	0.619047619047619	0.498238967320065
#C77CFF	#C77CFF	0.857142857142857	0.732260656920556
#C77CFF	#C77CFF	0.857142857142857	0.790277802674175
#F8766D	#F8766D	0.142857142857143	0.0819540835269443
#00BFC4	#00BFC4	0.619047619047619	0.559419885037287
#C77CFF	#C77CFF	0.857142857142857	0.726558494146291
#00BFC4	#00BFC4	0.619047619047619	0.571549544502131
#C77CFF	#C77CFF	0.857142857142857	0.766094663356753
#7CAE00	#7CAE00	0.380952380952381	0.344223272864655
#7CAE00	#7CAE00	0.380952380952381	0.40729106623501
#00BFC4	#00BFC4	0.619047619047619	0.58277380619217
#7CAE00	#7CAE00	0.380952380952381	0.380572599039946
#00BFC4	#00BFC4	0.619047619047619	0.439015992045403
#7CAE00	#7CAE00	0.380952380952381	0.366627598542074
#7CAE00	#7CAE00	0.380952380952381	0.326064245650385
#7CAE00	#7CAE00	0.380952380952381	0.314869104192253
#00BFC4	#00BFC4	0.619047619047619	0.439607620215682
#7CAE00	#7CAE00	0.380952380952381	0.208053569036448
#00BFC4	#00BFC4	0.619047619047619	0.472553804796197
#7CAE00	#7CAE00	0.380952380952381	0.313101090942908
#00BFC4	#00BFC4	0.619047619047619	0.557107164973242
#7CAE00	#7CAE00	0.380952380952381	0.270444805627519
#00BFC4	#00BFC4	0.619047619047619	0.523919205512756
#00BFC4	#00BFC4	0.619047619047619	0.4250983519204
#7CAE00	#7CAE00	0.380952380952381	0.340280201989655
#7CAE00	#7CAE00	0.380952380952381	0.411486901527879
#00BFC4	#00BFC4	0.619047619047619	0.675346669309314
#00BFC4	#00BFC4	0.619047619047619	0.706216369926586
#F8766D	#F8766D	0.142857142857143	0.157648489948453
#7CAE00	#7CAE00	0.380952380952381	0.349933835529976
