order,level,x,y,piece,group,PANEL
100,100,0.939393939393939,0.559043792013819,1,1-001,1
100,100,0.929292929292929,0.559043792013819,1,1-001,1
100,100,0.920118533197552,0.572150072150072,1,1-001,1
100,100,0.919191919191919,0.573473806443834,1,1-001,1
100,100,0.909090909090909,0.573473806443834,1,1-001,1
100,100,0.899916512995532,0.586580086580086,1,1-001,1
100,100,0.898989898989899,0.587903820873848,1,1-001,1
100,100,0.889815502894522,0.601010101010101,1,1-001,1
100,100,0.888888888888889,0.602333835303862,1,1-001,1
100,100,0.879714492793512,0.615440115440115,1,1-001,1
100,100,0.878787878787879,0.616763849733877,1,1-001,1
100,100,0.869613482692502,0.62987012987013,1,1-001,1
100,100,0.868686868686869,0.631193864163891,1,1-001,1
100,100,0.859512472591492,0.644300144300144,1,1-001,1
100,100,0.858585858585859,0.645623878593906,1,1-001,1
100,100,0.849411462490482,0.658730158730159,1,1-001,1
100,100,0.848484848484849,0.659423843383862,1,1-001,1
100,100,0.838869417641431,0.673160173160173,1,1-001,1
100,100,0.838383838383838,0.673630160731096,1,1-001,1
100,100,0.828611819582474,0.687590187590187,1,1-001,1
100,100,0.828282828282828,0.68806017516111,1,1-001,1
100,100,0.818510809481464,0.702020202020202,1,1-001,1
100,100,0.818181818181818,0.702375586428256,1,1-001,1
100,100,0.808329577166446,0.716450216450216,1,1-001,1
100,100,0.808080808080808,0.716805600858271,1,1-001,1
100,100,0.798228567065436,0.730880230880231,1,1-001,1
100,100,0.797979797979798,0.731350218451153,1,1-001,1
100,100,0.788207779178434,0.745310245310245,1,1-001,1
100,100,0.787878787878788,0.746003929963949,1,1-001,1
100,100,0.77826335703537,0.75974025974026,1,1-001,1
100,100,0.77826335703537,0.774170274170274,1,1-001,1
100,100,0.777777777777778,0.775494008464035,1,1-001,1
100,100,0.768603381682401,0.788600288600288,1,1-001,1
100,100,0.767676767676768,0.78992402289405,1,1-001,1
100,100,0.758502371581391,0.803030303030303,1,1-001,1
100,100,0.758502371581391,0.817460317460317,1,1-001,1
100,100,0.758502371581391,0.831890331890332,1,1-001,1
100,100,0.757575757575758,0.833214066184093,1,1-001,1
100,100,0.748401361480381,0.846320346320346,1,1-001,1
100,100,0.748401361480381,0.860750360750361,1,1-001,1
100,100,0.748401361480381,0.875180375180375,1,1-001,1
100,100,0.748401361480381,0.889610389610389,1,1-001,1
100,100,0.747474747474748,0.890934123904151,1,1-001,1
100,100,0.738300351379371,0.904040404040404,1,1-001,1
100,100,0.738300351379371,0.918470418470418,1,1-001,1
100,100,0.738300351379371,0.932900432900433,1,1-001,1
100,100,0.738300351379371,0.947330447330447,1,1-001,1
100,100,0.859512472591492,0.0815295815295815,2,1-002,1
100,100,0.868686868686869,0.0946358616658344,2,1-002,1
100,100,0.878787878787879,0.0946358616658344,2,1-002,1
100,100,0.888888888888889,0.0946358616658344,2,1-002,1
100,100,0.889815502894522,0.095959595959596,2,1-002,1
100,100,0.889815502894522,0.11038961038961,2,1-002,1
100,100,0.889815502894522,0.124819624819625,2,1-002,1
100,100,0.898989898989899,0.137925904955878,2,1-002,1
100,100,0.899916512995532,0.139249639249639,2,1-002,1
100,100,0.909090909090909,0.152355919385892,2,1-002,1
100,100,0.910017523096542,0.153679653679654,2,1-002,1
100,100,0.919191919191919,0.166785933815907,2,1-002,1
100,100,0.920118533197552,0.168109668109668,2,1-002,1
100,100,0.929292929292929,0.181215948245921,2,1-002,1
100,100,0.930219543298562,0.182539682539683,2,1-002,1
100,100,0.939393939393939,0.195645962675935,2,1-002,1
100,100,0.939393939393939,0.227153460123487,3,1-003,1
100,100,0.930219543298562,0.24025974025974,3,1-003,1
100,100,0.929292929292929,0.241583474553502,3,1-003,1
100,100,0.919191919191919,0.241583474553502,3,1-003,1
100,100,0.910017523096542,0.254689754689755,3,1-003,1
100,100,0.910017523096542,0.269119769119769,3,1-003,1
100,100,0.919191919191919,0.282226049256022,3,1-003,1
100,100,0.920118533197552,0.283549783549783,3,1-003,1
100,100,0.929292929292929,0.296656063686036,3,1-003,1
100,100,0.930219543298562,0.297979797979798,3,1-003,1
100,100,0.939393939393939,0.311086078116051,3,1-003,1
110,110,0.180891567812549,0.0815295815295815,4,1-004,1
110,110,0.171717171717172,0.0946358616658344,4,1-004,1
110,110,0.170790557711539,0.095959595959596,4,1-004,1
110,110,0.170790557711539,0.11038961038961,4,1-004,1
110,110,0.161616161616162,0.123495890525863,4,1-004,1
110,110,0.160689547610529,0.124819624819625,4,1-004,1
110,110,0.160689547610529,0.139249639249639,4,1-004,1
110,110,0.160689547610529,0.153679653679654,4,1-004,1
110,110,0.160689547610529,0.168109668109668,4,1-004,1
110,110,0.161616161616162,0.16943340240343,4,1-004,1
110,110,0.170790557711539,0.182539682539683,4,1-004,1
110,110,0.170790557711539,0.196969696969697,4,1-004,1
110,110,0.171231592459579,0.211399711399711,4,1-004,1
110,110,0.161616161616162,0.225136041176022,4,1-004,1
110,110,0.161130582358569,0.225829725829726,4,1-004,1
110,110,0.161130582358569,0.24025974025974,4,1-004,1
110,110,0.151515151515152,0.253996070036051,4,1-004,1
110,110,0.151029572257559,0.254689754689755,4,1-004,1
110,110,0.148148148148148,0.269119769119769,4,1-004,1
110,110,0.141414141414141,0.28285609889608,4,1-004,1
110,110,0.140928562156549,0.283549783549783,4,1-004,1
110,110,0.133838383838384,0.297979797979798,4,1-004,1
110,110,0.131313131313131,0.305194805194805,4,1-004,1
110,110,0.126262626262626,0.312409812409812,4,1-004,1
110,110,0.121212121212121,0.325516092546065,4,1-004,1
