x,y,colour,group,PANEL
0.0454545454545455,0.178460664016897,#F8766D,1,1
0.0640074211502783,0.178460664016897,#F8766D,1,1
0.0640074211502783,0.224954034925076,#F8766D,1,1
0.0825602968460111,0.224954034925076,#F8766D,1,1
0.0825602968460111,0.24338091371017,#F8766D,1,1
0.101113172541744,0.24338091371017,#F8766D,1,1
0.101113172541744,0.25072292689548,#F8766D,1,1
0.119666048237477,0.25072292689548,#F8766D,1,1
0.119666048237477,0.252558146221591,#F8766D,1,1
0.13821892393321,0.252558146221591,#F8766D,1,1
0.13821892393321,0.26358622384864,#F8766D,1,1
0.156771799628942,0.26358622384864,#F8766D,1,1
0.156771799628942,0.264369107235705,#F8766D,1,1
0.175324675324675,0.264369107235705,#F8766D,1,1
0.175324675324675,0.266221300415913,#F8766D,1,1
0.193877551020408,0.266221300415913,#F8766D,1,1
0.193877551020408,0.269053763952155,#F8766D,1,1
0.212430426716141,0.269053763952155,#F8766D,1,1
0.212430426716141,0.2724228835711,#F8766D,1,1
0.230983302411874,0.2724228835711,#F8766D,1,1
0.230983302411874,0.278295080834656,#F8766D,1,1
0.249536178107607,0.278295080834656,#F8766D,1,1
0.249536178107607,0.27894670858843,#F8766D,1,1
0.268089053803339,0.27894670858843,#F8766D,1,1
0.268089053803339,0.278980884285669,#F8766D,1,1
0.286641929499072,0.278980884285669,#F8766D,1,1
0.286641929499072,0.288971430248786,#F8766D,1,1
0.305194805194805,0.288971430248786,#F8766D,1,1
0.305194805194805,0.289934090669744,#F8766D,1,1
0.323747680890538,0.289934090669744,#F8766D,1,1
0.323747680890538,0.299497154407676,#F8766D,1,1
0.342300556586271,0.299497154407676,#F8766D,1,1
0.342300556586271,0.30038044992747,#F8766D,1,1
0.360853432282004,0.30038044992747,#F8766D,1,1
0.360853432282004,0.304474133252637,#F8766D,1,1
0.379406307977737,0.304474133252637,#F8766D,1,1
0.379406307977737,0.304682497073033,#F8766D,1,1
0.397959183673469,0.304682497073033,#F8766D,1,1
0.397959183673469,0.308415579896947,#F8766D,1,1
0.416512059369202,0.308415579896947,#F8766D,1,1
0.416512059369202,0.309520263083089,#F8766D,1,1
0.435064935064935,0.309520263083089,#F8766D,1,1
0.435064935064935,0.309905300885822,#F8766D,1,1
0.453617810760668,0.309905300885822,#F8766D,1,1
0.453617810760668,0.312172691320467,#F8766D,1,1
0.472170686456401,0.312172691320467,#F8766D,1,1
0.472170686456401,0.313711810345527,#F8766D,1,1
0.490723562152134,0.313711810345527,#F8766D,1,1
0.490723562152134,0.315666368662414,#F8766D,1,1
0.509276437847866,0.315666368662414,#F8766D,1,1
0.509276437847866,0.316011806223411,#F8766D,1,1
0.527829313543599,0.316011806223411,#F8766D,1,1
0.527829313543599,0.319963971878588,#F8766D,1,1
0.546382189239332,0.319963971878588,#F8766D,1,1
0.546382189239332,0.320762701480731,#F8766D,1,1
0.564935064935065,0.320762701480731,#F8766D,1,1
0.564935064935065,0.323598997427624,#F8766D,1,1
0.583487940630798,0.323598997427624,#F8766D,1,1
0.583487940630798,0.324505399382368,#F8766D,1,1
0.602040816326531,0.324505399382368,#F8766D,1,1
0.602040816326531,0.328016382326115,#F8766D,1,1
0.620593692022263,0.328016382326115,#F8766D,1,1
0.620593692022263,0.329318340305077,#F8766D,1,1
0.639146567717996,0.329318340305077,#F8766D,1,1
0.639146567717996,0.330352789008614,#F8766D,1,1
0.657699443413729,0.330352789008614,#F8766D,1,1
0.657699443413729,0.33786920066597,#F8766D,1,1
0.676252319109462,0.33786920066597,#F8766D,1,1
0.676252319109462,0.338685185064583,#F8766D,1,1
0.694805194805195,0.338685185064583,#F8766D,1,1
0.694805194805195,0.338746662202183,#F8766D,1,1
0.713358070500928,0.338746662202183,#F8766D,1,1
0.713358070500928,0.352052218470264,#F8766D,1,1
0.73191094619666,0.352052218470264,#F8766D,1,1
0.73191094619666,0.359665665967587,#F8766D,1,1
0.750463821892393,0.359665665967587,#F8766D,1,1
0.750463821892393,0.372633509802796,#F8766D,1,1
0.769016697588126,0.372633509802796,#F8766D,1,1
0.769016697588126,0.373638295446887,#F8766D,1,1
0.787569573283859,0.373638295446887,#F8766D,1,1
0.787569573283859,0.378749009562216,#F8766D,1,1
0.806122448979592,0.378749009562216,#F8766D,1,1
0.806122448979592,0.378955464309263,#F8766D,1,1
0.824675324675325,0.378955464309263,#F8766D,1,1
0.824675324675325,0.385488710436855,#F8766D,1,1
0.843228200371058,0.385488710436855,#F8766D,1,1
0.843228200371058,0.385766120727082,#F8766D,1,1
0.86178107606679,0.385766120727082,#F8766D,1,1
0.86178107606679,0.386201358510703,#F8766D,1,1
0.880333951762523,0.386201358510703,#F8766D,1,1
0.880333951762523,0.38880456844859,#F8766D,1,1
0.898886827458256,0.38880456844859,#F8766D,1,1
0.898886827458256,0.396719039340642,#F8766D,1,1
0.917439703153989,0.396719039340642,#F8766D,1,1
0.917439703153989,0.404794817530308,#F8766D,1,1
0.935992578849722,0.404794817530308,#F8766D,1,1
0.935992578849722,0.40916203834096,#F8766D,1,1
0.954545454545454,0.40916203834096,#F8766D,1,1
0.954545454545454,0.418783723540142,#F8766D,1,1
0.0454545454545455,0.0454545454545455,#00BA38,2,1
0.0640074211502783,0.0454545454545455,#00BA38,2,1
0.0640074211502783,0.0622988604554744,#00BA38,2,1
0.0825602968460111,0.0622988604554744,#00BA38,2,1
