alpha	colour	fill	x	y	clickSelects
0.7248	#7CAE00	#7CAE00	0.393831293756032	0.540664974763553	Q2
0.7008	#7CAE00	#7CAE00	0.437535746082252	0.560957850290947	Q2
0.8416	#7CAE00	#7CAE00	0.511563884217273	0.804162625932259	Q2
0.8152	#7CAE00	#7CAE00	0.27899339163456	0.550022018117019	Q2
0.6248	#7CAE00	#7CAE00	0.51029496207874	0.492612804777102	Q2
0.7544	#7CAE00	#7CAE00	0.353569427040532	0.535652377634965	Q2
0.832	#7CAE00	#7CAE00	0.32500721013018	0.688826526518756	Q2
0.6152	#7CAE00	#7CAE00	0.528497849095081	0.49917934882628	Q2
0.7696	#7CAE00	#7CAE00	0.539518195663183	0.711167303580263	Q2
0.6528	#7CAE00	#7CAE00	0.530210897704182	0.554377209825742	Q2
0.7224	#7CAE00	#7CAE00	0.466528986324242	0.626134454106975	Q2
0.6976	#7CAE00	#7CAE00	0.432115766223069	0.543215312092353	Q2
0.6136	#7CAE00	#7CAE00	0.541236868129383	0.503837967462774	Q2
0.628	#7CAE00	#7CAE00	0.506683784552957	0.494176842336223	Q2
0.8256	#7CAE00	#7CAE00	0.445830984673276	0.765899695173855	Q2
0.6488	#7CAE00	#7CAE00	0.495823394297486	0.528101217443833	Q2
0.7552	#7CAE00	#7CAE00	0.491855772525769	0.684310217290918	Q2
0.8048	#7CAE00	#7CAE00	0.351085190824239	0.666165552013965	Q2
0.7528	#7CAE00	#7CAE00	0.366437003358343	0.565666133711927	Q2
0.7264	#7CAE00	#7CAE00	0.399455398071329	0.558894701220887	Q2
0.68	#7CAE00	#7CAE00	0.50350434360075	0.582432636529337	Q2
0.752	#7CAE00	#7CAE00	0.449536804592778	0.660800170122095	Q2
0.7816	#7CAE00	#7CAE00	0.314571628816602	0.509768894597173	Q2
0.7032	#7CAE00	#7CAE00	0.435289210276158	0.563016133477568	Q2
0.74	#7CAE00	#7CAE00	0.388169327682615	0.57472670320801	Q2
0.6992	#7CAE00	#7CAE00	0.450917213816883	0.573563397814265	Q2
0.8384	#7CAE00	#7CAE00	0.401006802069193	0.763764436095638	Q2
0.7952	#7CAE00	#7CAE00	0.489785705632737	0.737936135803495	Q2
0.7288	#7CAE00	#7CAE00	0.380170248209219	0.505606816284994	Q2
0.712	#7CAE00	#7CAE00	0.409986327582061	0.535870016214397	Q2
0.7072	#7CAE00	#7CAE00	0.454939464164861	0.592837348038402	Q2
0.724	#7CAE00	#7CAE00	0.417912283005533	0.583003011732341	Q2
0.904	#7CAE00	#7CAE00	0.37356985817664	0.846250991521644	Q2
0.6824	#7CAE00	#7CAE00	0.523526951394631	0.59278420731157	Q2
0.6928	#7CAE00	#7CAE00	0.519205765673958	0.606466149195207	Q2
