colour	fill	x	y
#F8766D	#F8766D	0.556598209795613	0.516936443675525
#F8766D	#F8766D	0.647043144393207	0.509347050455418
#F8766D	#F8766D	0.608450904080418	0.56341846203889
#F8766D	#F8766D	0.73879341766385	0.482424431629399
#F8766D	#F8766D	0.684612135138084	0.489652830371021
#F8766D	#F8766D	0.683794014856928	0.515706921345636
#F8766D	#F8766D	0.6384690351014	0.485519376630701
#F8766D	#F8766D	0.591087541251667	0.601960543881964
#F8766D	#F8766D	0.630675629399562	0.502694922476236
#F8766D	#F8766D	0.684334615236644	0.511733285939032
#F8766D	#F8766D	0.848252968655277	0.5903220760154
#F8766D	#F8766D	0.681455641025326	0.695153443426549
#F8766D	#F8766D	0.717385183935159	0.5240902312831
#F8766D	#F8766D	0.610604512005048	0.65912370097588
#F8766D	#F8766D	0.760324531626237	0.511327325085207
#F8766D	#F8766D	0.594058982653635	0.500850634325017
#F8766D	#F8766D	0.56391668672166	0.597411230431274
#F8766D	#F8766D	0.754801888687682	0.636043842210711
#F8766D	#F8766D	0.641512927279336	0.495526429599873
#F8766D	#F8766D	0.73960100923838	0.882206714103445
#F8766D	#F8766D	0.842470128615865	0.567048244777083
#F8766D	#F8766D	0.566658125361834	0.505885192280992
#F8766D	#F8766D	0.679393784422719	0.549606039858606
#F8766D	#F8766D	0.718127716147948	0.565352287658684
#F8766D	#F8766D	0.642374411955399	0.569868899597
#F8766D	#F8766D	0.575363560165289	0.657925899863975
#F8766D	#F8766D	0.606887741490794	0.596868700388463
#F8766D	#F8766D	0.642628397810454	0.642325380018255
#F8766D	#F8766D	0.602861737505862	0.723926509438559
#F8766D	#F8766D	0.720349237057397	0.620442726223509
#F8766D	#F8766D	0.710675736306133	0.486932934061172
#F8766D	#F8766D	0.592645116332417	0.823275631997274
#F8766D	#F8766D	0.682805351324802	0.744160554778958
#F8766D	#F8766D	0.623943286529187	0.782810435442188
#F8766D	#F8766D	0.681979670717947	0.811145112963769
#F8766D	#F8766D	0.65683888063993	0.596838562200712
#F8766D	#F8766D	0.624045043323029	0.520788239103488
#F8766D	#F8766D	0.674387001844233	0.569378176312956
#F8766D	#F8766D	0.558812132949215	0.551270685241056
#F8766D	#F8766D	0.621191427140932	0.669181610265341
#F8766D	#F8766D	0.560360235713798	0.666229540991827
#F8766D	#F8766D	0.574318711916179	0.690248003020055
