alpha	colour	fill	x	y	clickSelects
0.1	#F8766D	#F8766D	0.556598209795613	0.516936443675525	Q1
0.1	#F8766D	#F8766D	0.647043144393207	0.509347050455418	Q1
0.1	#F8766D	#F8766D	0.608450904080418	0.56341846203889	Q1
0.1	#F8766D	#F8766D	0.73879341766385	0.482424431629399	Q1
0.1	#F8766D	#F8766D	0.684612135138084	0.489652830371021	Q1
0.1	#F8766D	#F8766D	0.683794014856928	0.515706921345636	Q1
0.1	#F8766D	#F8766D	0.6384690351014	0.485519376630701	Q1
0.1	#F8766D	#F8766D	0.591087541251667	0.601960543881964	Q1
0.1	#F8766D	#F8766D	0.630675629399562	0.502694922476236	Q1
0.1	#F8766D	#F8766D	0.684334615236644	0.511733285939032	Q1
0.1	#F8766D	#F8766D	0.848252968655277	0.5903220760154	Q1
0.1	#F8766D	#F8766D	0.681455641025326	0.695153443426549	Q1
0.1	#F8766D	#F8766D	0.717385183935159	0.5240902312831	Q1
0.1	#F8766D	#F8766D	0.610604512005048	0.65912370097588	Q1
0.1	#F8766D	#F8766D	0.760324531626237	0.511327325085207	Q1
0.1	#F8766D	#F8766D	0.594058982653635	0.500850634325017	Q1
0.1	#F8766D	#F8766D	0.56391668672166	0.597411230431274	Q1
0.1	#F8766D	#F8766D	0.754801888687682	0.636043842210711	Q1
0.1	#F8766D	#F8766D	0.641512927279336	0.495526429599873	Q1
0.1	#F8766D	#F8766D	0.73960100923838	0.882206714103445	Q1
0.1	#F8766D	#F8766D	0.842470128615865	0.567048244777083	Q1
0.1	#F8766D	#F8766D	0.566658125361834	0.505885192280992	Q1
0.1	#F8766D	#F8766D	0.679393784422719	0.549606039858606	Q1
0.1	#F8766D	#F8766D	0.718127716147948	0.565352287658684	Q1
0.1	#F8766D	#F8766D	0.642374411955399	0.569868899597	Q1
0.1	#F8766D	#F8766D	0.575363560165289	0.657925899863975	Q1
0.1	#F8766D	#F8766D	0.606887741490794	0.596868700388463	Q1
0.1	#F8766D	#F8766D	0.642628397810454	0.642325380018255	Q1
0.1	#F8766D	#F8766D	0.602861737505862	0.723926509438559	Q1
0.1	#F8766D	#F8766D	0.720349237057397	0.620442726223509	Q1
0.1	#F8766D	#F8766D	0.710675736306133	0.486932934061172	Q1
0.1	#F8766D	#F8766D	0.592645116332417	0.823275631997274	Q1
0.1	#F8766D	#F8766D	0.682805351324802	0.744160554778958	Q1
0.1	#F8766D	#F8766D	0.623943286529187	0.782810435442188	Q1
0.1	#F8766D	#F8766D	0.681979670717947	0.811145112963769	Q1
0.1	#F8766D	#F8766D	0.65683888063993	0.596838562200712	Q1
0.1	#F8766D	#F8766D	0.624045043323029	0.520788239103488	Q1
0.1	#F8766D	#F8766D	0.674387001844233	0.569378176312956	Q1
0.1	#F8766D	#F8766D	0.558812132949215	0.551270685241056	Q1
0.1	#F8766D	#F8766D	0.621191427140932	0.669181610265341	Q1
0.1	#F8766D	#F8766D	0.560360235713798	0.666229540991827	Q1
0.1	#F8766D	#F8766D	0.574318711916179	0.690248003020055	Q1
0.1	#F8766D	#F8766D	0.632189463525818	0.613826885674833	Q1
0.1	#F8766D	#F8766D	0.716741609865079	0.498641529849761	Q1
0.1	#F8766D	#F8766D	0.6639675881616	0.722825798696279	Q1
0.1	#F8766D	#F8766D	0.822497285292541	0.614464286971135	Q1
0.1	#F8766D	#F8766D	0.767104346339123	0.479887533787615	Q1
0.1	#F8766D	#F8766D	0.569472940568169	0.628219911986153	Q1
0.1	#F8766D	#F8766D	0.567351392119001	0.492624538520808	Q1
0.1	#F8766D	#F8766D	0.581623377317044	0.579536786676962	Q1
0.1	#F8766D	#F8766D	0.638217877705373	0.528857263863928	Q1
0.1	#F8766D	#F8766D	0.573380258372262	0.604705841492267	Q1
0.1	#F8766D	#F8766D	0.660286017229518	0.597499199649511	Q1
0.1	#F8766D	#F8766D	0.574883173329259	0.524244134916503	Q1
0.1	#F8766D	#F8766D	0.625100838993617	0.489977565453557	Q1
0.1	#F8766D	#F8766D	0.652501254921324	0.563728218673555	Q1
0.1	#F8766D	#F8766D	0.673636748760041	0.57031474575025	Q1
0.1	#F8766D	#F8766D	0.673132974219381	0.570693701867569	Q1
0.1	#F8766D	#F8766D	0.677207487172145	0.749694184339484	Q1
0.1	#F8766D	#F8766D	0.64103690974898	0.655929183266082	Q1
0.1	#F8766D	#F8766D	0.613384304281746	0.647600028656153	Q1
0.1	#F8766D	#F8766D	0.593988694346345	0.538345112494136	Q1
0.1	#F8766D	#F8766D	0.602906007268576	0.514004313332616	Q1
0.1	#F8766D	#F8766D	0.831705940783177	0.517396795931261	Q1
0.1	#F8766D	#F8766D	0.564607109173267	0.778047293678463	Q1
0.1	#F8766D	#F8766D	0.567880317834269	0.579273707556785	Q1
0.1	#F8766D	#F8766D	0.785130693792054	0.647532885542757	Q1
0.1	#F8766D	#F8766D	0.61930423949303	0.536115743560158	Q1
0.1	#F8766D	#F8766D	0.627304564051103	0.671312383786099	Q1
0.1	#F8766D	#F8766D	0.613878576048553	0.609663422042005	Q1
0.1	#F8766D	#F8766D	0.705592321522431	0.77454102037767	Q1
0.1	#F8766D	#F8766D	0.714060319974891	0.586180064681326	Q1
0.1	#F8766D	#F8766D	0.727354566787617	0.495490359336588	Q1
0.1	#F8766D	#F8766D	0.697407026062176	0.606933354338542	Q1
0.1	#F8766D	#F8766D	0.582807836876129	0.610049986226741	Q1
0.1	#F8766D	#F8766D	0.622180972146569	0.542211610984067	Q1
0.1	#F8766D	#F8766D	0.662100894627401	0.516899765113163	Q1
0.1	#F8766D	#F8766D	0.61300407735425	0.578594744294438	Q1
0.1	#F8766D	#F8766D	0.562808740045429	0.637986957692753	Q1
0.1	#F8766D	#F8766D	0.781868213319942	0.621750236271869	Q1
0.1	#F8766D	#F8766D	0.560269517572541	0.606578807022435	Q1
0.1	#F8766D	#F8766D	0.584978542257191	0.675123265427158	Q1
0.1	#F8766D	#F8766D	0.607027286529772	0.505028325562945	Q1
0.1	#F8766D	#F8766D	0.593513412644413	0.532068552355772	Q1
0.1	#F8766D	#F8766D	0.617676317068225	0.687779060579564	Q1
0.1	#F8766D	#F8766D	0.753855449650966	0.553746959371196	Q1
0.1	#F8766D	#F8766D	0.57771159109879	0.818239774407242	Q1
0.1	#F8766D	#F8766D	0.809262869626954	0.528545673296199	Q1
0.1	#F8766D	#F8766D	0.612074092077392	0.581144136532819	Q1
0.1	#F8766D	#F8766D	0.715271827101428	0.624252706892577	Q1
0.1	#F8766D	#F8766D	0.716177218500686	0.611910530843894	Q1
0.1	#F8766D	#F8766D	0.641440304845659	0.601673148204221	Q1
0.1	#F8766D	#F8766D	0.598178970536803	0.551175615087923	Q1
0.1	#F8766D	#F8766D	0.558480452232226	0.618360650798447	Q1
0.1	#F8766D	#F8766D	0.712359985995773	0.652762757897618	Q1
0.1	#F8766D	#F8766D	0.593094040034559	0.749924031152843	Q1
0.1	#F8766D	#F8766D	0.668277384062207	0.588505074815604	Q1
0.1	#F8766D	#F8766D	0.812273808192679	0.685277491916062	Q1
0.1	#F8766D	#F8766D	0.559937533709786	0.533835895826	Q1
0.1	#F8766D	#F8766D	0.608081252779965	0.5039653183658	Q1
0.1	#F8766D	#F8766D	0.602080142780644	0.503611358711618	Q1
0.1	#F8766D	#F8766D	0.546803092938636	0.815669697285673	Q1
0.1	#F8766D	#F8766D	0.642209260593375	0.602177960978341	Q1
0.1	#F8766D	#F8766D	0.585515107728318	0.500993126938896	Q1
0.1	#F8766D	#F8766D	0.637202342583972	0.659195127100941	Q1
0.1	#F8766D	#F8766D	0.805808801370039	0.705235282796207	Q1
0.1	#F8766D	#F8766D	0.598196432044959	0.658604804199712	Q1
0.1	#F8766D	#F8766D	0.613623631700855	0.539334687388533	Q1
0.1	#F8766D	#F8766D	0.646601252530882	0.724021128935481	Q1
0.1	#F8766D	#F8766D	0.562343351591365	0.498567343545934	Q1
0.1	#F8766D	#F8766D	0.825904700654187	0.573896407670115	Q1
0.1	#F8766D	#F8766D	0.588109478615259	0.698147419598758	Q1
0.1	#F8766D	#F8766D	0.5771452783603	0.523576064795372	Q1
0.1	#F8766D	#F8766D	0.564183269481667	0.621504243755318	Q1
0.1	#F8766D	#F8766D	0.743540889317737	0.56838427366177	Q1
0.1	#F8766D	#F8766D	0.548768018599759	0.490269108333758	Q1
0.1	#F8766D	#F8766D	0.737173586784109	0.63796063977772	Q1
0.1	#F8766D	#F8766D	0.779418135265117	0.525810667866741	Q1
0.1	#F8766D	#F8766D	0.714699708692677	0.648185127414746	Q1
0.1	#F8766D	#F8766D	0.673816835061514	0.610824290704713	Q1
0.1	#F8766D	#F8766D	0.672266713228219	0.906681148634051	Q1
0.1	#F8766D	#F8766D	0.655787477684065	0.509527130928391	Q1
0.1	#F8766D	#F8766D	0.617244787877264	0.494294752315266	Q1
0.1	#F8766D	#F8766D	0.62349311412064	0.493254681728792	Q1
0.1	#F8766D	#F8766D	0.620269937132095	0.628849926823672	Q1
0.1	#F8766D	#F8766D	0.553172419922831	0.532080251064758	Q1
0.1	#F8766D	#F8766D	0.915188579053934	0.761687666701873	Q1
0.1	#F8766D	#F8766D	0.806087699970492	0.597820134142582	Q1
0.1	#F8766D	#F8766D	0.548422829155219	0.531116170424213	Q1
0.1	#F8766D	#F8766D	0.553009028875796	0.531556025712351	Q1
0.1	#F8766D	#F8766D	0.625102692205111	0.514449287378908	Q1
0.1	#F8766D	#F8766D	0.621668681068679	0.678989711777125	Q1
0.1	#F8766D	#F8766D	0.58543583287539	0.835915255030556	Q1
0.1	#F8766D	#F8766D	0.561927495535302	0.536503892491604	Q1
